source_name,review_date,critic_name,review_detail,movie_name
NUVO Newsweekly," December 30, 2016",Sam Watermeier," Moonlight is a film full of mesmerizing mystery. As it slowly searches through a young man's conflicted heart, it creates a moment-to-moment feeling of discovery. It leaves you with a sense of pure wonder.",Moonlight 
EricDSnider.com," December 27, 2016",Eric D. Snider," There are several movies' worth of themes to consider in this single, deeply felt drama of elegant, heartbreaking simplicity.",Moonlight 
East Bay Express," December 27, 2016",Kelly Vance," Right down the line, every single actor in the large cast paints a remarkable, unhurried, true-to-life portrait. ",Moonlight 
"Commercial Appeal (Memphis, TN)"," December 26, 2016",John Beifuss, The multiple names place Chiron within the historical context of American racism: It's a reminder that he is a resident of a country that stripped his ancestors of their cultural and literal identities.,Moonlight 
Blu-ray.com," December 22, 2016",Brian Orndorf," It's a special feature, rich with character and perspective, and it showcases what Jenkins is capable of, especially with difficult tales of lives lived in a constant state of fear. ",Moonlight 
El Nuevo Herald (Miami)," December 20, 2016",Pilar Ayuso," A film with a name that radiates delicacy and shines with the simplicity, with a story simple but deep; hard and beautiful at the same time. [Full review in Spanish]",Moonlight 
leonardmaltin.com," December 15, 2016",Leonard Maltin, Is a portrait of life written with cut-to-the-bone honesty. That's what makes Moonlight so arresting,Moonlight 
Movie Habit," December 12, 2016",Robert Denerstein," Whether you see Moonlight as a perfect movie or not, it's difficult to imagine that you won't be moved by the way Jenkins interprets and reimagines Tarell Alvin McCraney's play.",Moonlight 
Antagony & Ecstasy," December 11, 2016",Tim Brayton, The last third of Moonlight is certainly the most invigorating .,Moonlight 
Laramie Movie Scope," December 9, 2016",Robert Roten," The performances in this film are as powerful as the emotions in the story itself. This is a great story about a man who, despite all the suffering he has been through in life, has somehow maintained his dignity and his humanity.",Moonlight 
Screen It!," December 9, 2016",Jim Judy," Little if any of this covers any real new ground, but there's something about the way Jenkins has assembled & presented it that makes the story, characters, & themes feel fresh. (Full Content Review - Violence, Profanity, etc. - also Available)",Moonlight 
ReelViews," December 8, 2016",James Berardinelli," Although Barry Jenkins' film is indeed about the struggles and difficulties of a person embracing his culturally reviled sexuality, the story is universal in scope and intent.",Moonlight 
CineXpress," December 8, 2016",Fico Cangiano," Besides being one of the year's best films, Moonlight crowns itself as the most important. [Full review in Spanish]",Moonlight 
"Journal and Courier (Lafayette, IN)"," December 8, 2016",Bob Bloom," Despite its rough exterior, ""Moonlight"" is a tender picture, a soft and understanding portrait of isolation, of living in the shadows by denying one's true self.",Moonlight 
Spirituality and Practice," December 6, 2016",Frederic and Mary Ann Brussat," Sixteen years in the life of a gay, poor, and bullied black man whose quest for wholeness touches our hearts.",Moonlight 
Film Inquiry," December 5, 2016",David Fontana," Though Moonlight employs a stylistic, arthouse approach as opposed to a traditional narrative, it is nonetheless an important one to watch for people of all walks of life.",Moonlight 
Seven Days," December 4, 2016",Margot Harrison, The film doesn't offer any kind of soothing balm for our troubled times. What it does offer is a powerful affirmation of its characters' complex humanity.,Moonlight 
Q Network Film Desk," December 3, 2016",James Kendrick," relies heavily on quite a few familiar clichÌ©s, but mostly transcends them by emphasizing their universality, which makes Moonlight more than a black film or an urban film or a gay film",Moonlight 
Arkansas Democrat-Gazette," December 2, 2016",Philip Martin, There's not a false performance or detail in it.,Moonlight 
Washington Free Beacon," December 2, 2016",Sonny Bunch, There is no justice in the world if Mahershala Ali does not get a best supporting actor nod for Moonlight.,Moonlight 
Butaca Ancha," February 1, 2017",JJ Negrete," A film that, rather than responding to tendencies or needs of genres or easy labels, finds its power in the humane through a viscerality of various nuances that finds a unique eloquence in its cast. [Full review in Spanish]",Moonlight 
Little White Lies," February 1, 2017",Charles Bramesco," A personal/political triptych which offers keen perspectives on masculinity, queer sexuality, racial identity, and the odd angles at which they intersect.",Moonlight 
ABC Radio (Australia)," January 29, 2017",CJ Johnson," It's one of those rare films that actually hits you the hardest the moment it finishes, when, all of a sudden, you realise what it is that you've actually been watching.",Moonlight 
Junkee," January 28, 2017",Glenn Dunks," We've seen movies and television about this sort of man before, and one of Moonlight's strongest assets is the way it refines this character type, subverting the narrative.",Moonlight 
The Sunday Age," January 27, 2017",Craig Mathieson," There's possibility in every moment, as you see when Chiron reconnects with the grown Kevin (Andre Holland), and those moments keep accumulating until Moonlight is an unforgettable vision of love and acceptance.",Moonlight 
The Australian," January 27, 2017",David Stratton," The performances are all very good indeed, and the film's serious, concerned tone suits the subject matter.",Moonlight 
3AW," January 27, 2017",Jim Schembri, What begins as an arresting blend of lyrical storytelling and bad-neighbourhood harshness gradually ferments into a relentlessly melancholic dirge in dire need of somewhere to go...an early contender for the most overrated film of the year.,Moonlight 
El Universal," January 26, 2017",Alonso DÌ_az de la Vega," An essential experience that has the definition of identity as a central theme, which is presented with an elegant and sometimes romantic style. [Full review in Spanish]",Moonlight 
Adelaide Review," January 25, 2017",David 'Mad Dog' Bradley," This remains a story about dignity and, despite everything, beauty, with fine, naturalistic acting throughout and often gorgeous cinematography capturing the stark sunlight (and rich moonlight) of southern Miami.",Moonlight 
Herald Sun (Australia)," January 25, 2017",Leigh Paatsch, So much is left unsaid in Moonlight. But nothing is left unfelt.,Moonlight 
"The Coast (Halifax, Nova Scotia)"," January 25, 2017",Tara Thorne, This is unmissable.,Moonlight 
EscribiendoCine," January 24, 2017",Ezequiel ObregÌ_n," A film that proves to have an extraordinary sensitivity to address the internal drama of its main character, an outstanding identity and solidity. [Full review in Spanish]",Moonlight 
News.com.au," January 23, 2017",Wenlei Ma, It's going to take something spectacular to come along and knock Moonlight off its perch because it may very well be the best movie you'll see this year.,Moonlight 
Film Inquiry," January 23, 2017",Chris Rudd, The societal import of a work of art - in this case Moonlight - is vital to our understanding of it as a whole but should not make a work of art beyond reproach.,Moonlight 
Daily Telegraph (Australia)," January 20, 2017",Nick Dent, In shot after shot the movie puts you vividly in its hero's headspace -- to stunning effect.,Moonlight 
Flicks.co.nz," January 19, 2017",Liam Maguren," With the precision of a cinematic diamond cutter, filmmaker Barry Jenkins has crafted a great three-chapter chronicle...",Moonlight 
New Zealand Herald," January 19, 2017",Russell Baillie," This may be a movie that is keeping it real for most of its time on screen but in the end, Moonlight fair glows with possibility and hope.",Moonlight 
Impulse Gamer," January 17, 2017",Damien Straker," There are too many quality aspects, particularly the performances, to ignore this film, which has stimulated much discussion.",Moonlight 
Student Edge," January 15, 2017",Simon Miraudo," Moonlight defies more than the movies. It defies the way we identify ourselves as well. If you're looking for shorthand, call it the portrait of a person. Say it's also beautiful to behold, and brilliant.",Moonlight 
Eye for Film," January 8, 2017",Amber Wilkinson," Jenkins doesn't just show us the experience of his young protagonist, he bathes us in it.",Moonlight 
Film Threat," February 6, 2017",Anthony Ray Bench," Visually, Moana is a gorgeous film.",Moana 
Cinemaphile.org," February 3, 2017",David Keyes," The story is an echo of that ever-so-familiar journey in which young heroines become restless with the grind of their routines and wander beyond the borders of their world, usually against the wishes of strict parental figures.",Moana 
