Primary Key,DC Real Property ID,PM Property ID,Property Name,PM Parent Property ID,Parent Property Name,Year Ending,Report Status,Address of Record,Owner of Record,Ward,Reported Address,City,State,Postal Code,Year Built,Primary Property Type - Self-Selected,Primary Property Type - Calculated,Tax Record Floor Area,Reported Building Gross Floor Area,ENERGY STAR Score,Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),Source EUI (kBtu/ft²),Weather Normalized Source EUI (kBtu/ft²),Total GHG Emissions (Metric Tons CO2e),Total GHG Emissions Intensity (kgCO2e/ft²),Water Use (All Water Sources) (kgal),Electricity Use (kWh),Natural Gas Use (therms),Fuel Oil & Diesel Fuel Use (kBtu),District Water-Based Energy Use (kBtu),Metered Areas (Energy),Metered Areas  (Water),Latitude,Longitude
DC06417000,0641_7000,N/A,Not Reported,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,No Report Received,0030 E ST SW,AT & T COMMUNICATIONS PROPERTY TAX UNIT,6,,Washington,DC,,,Not Provided,Not Provided,"98,450",,,,,,,,,,,,,,,,,
DC06460802,0646_0802,N/A,Capitol Skyline Hotel,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,0010 I ST SW,SOUTH CAPITOL HOLDINGS LLC,6,10 I Street S.W.,Washington,DC,20024,,Not Provided,Not Provided,"171,867",,,,,,,,,,,,,,,,,
DC06530111,0653_0111,N/A,,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,1345 SOUTH CAPITOL ST,FUND SOUTH CAPITOL LLC,6,,Washington,DC,20003,,Not Provided,Not Provided,"269,995",,,,,,,,,,,,,,,,,
DC06570817,0657_0817,N/A,U-Haul Moving &amp; Storage at S Capitol St SW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,0010 P ST SW,FIVE SAC RW MS LLC,6,1501 S Capitol St SW,Washington,DC,20024,,Not Provided,Not Provided,"146,322",,,,,,,,,,,,,,,,,
DC06650024,0665_0024,N/A,Not Reported,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,No Report Received,1930 1ST ST SW,POTOMAC ELECTRIC POWER COMPANY,6,,Washington,DC,20024,,Not Provided,Not Provided,"97,230",,,,,,,,,,,,,,,,,
PM3122341,0666_0015,3122341,Jemal's Lazriv LLC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Incomplete Report,1900 HALF ST SW,JEMAL'S LAZRIV WATER LLC,6,1900 Half Street SW,Washington,DC,20003,1975,Office,Office,778964,500203,,103.2,,321.9,,6498.6,13,10974.8,14974860,5313.5,,,Whole Building,Whole Building,38.86662488,-77.00993171
PM1311349,0669_0854,1311349,64 New York Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,64 NEW YORK AV,BREOF 64 NEW YORK AVE REO LLC,5,64 New York Avenue NE,Washington,DC,20002,2000,Office,Office,"340,934","379,149",,49.8,49.9,147.6,147.8,2398.7,6.3,3894.4,5062534,16270.15347,,,Whole Building,Whole Building,38.90946447,-77.00645605
DC06710030,0671_0030,N/A,1300 First St NE,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,1300 1ST ST NE,MS 1300 FIRST ST LLC,6,1300 1st Street NE,Washington,DC,20002,,Not Provided,Not Provided,"59,178",,,,,,,,,,,,,,,,,
PM3353543,0672_0847*,3353543,51 N Street NE,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,*not matched with covered building list,*not matched with covered building list,6,51 N Street NE,Washington,DC,20002,1974,Office,Office,,136270,,25.1,25.1,79,79,434,3.2,392,1004318.723,,,,Whole Building,Whole Building,38.90696427,-77.00694858
PM2058465,0672_0849,2058465,125310 - Capitol Plaza I,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,1200 FIRST ST NE,VEF-VN Capitol Plaza I LLC,2,1200 1st Street NE,Washington,DC,20002,2007,Office,Office,N/A,"303,703",89,58.6,58.6,182.8,182.8,2241.1,7.4,4010.9,5166714,1616.773,,,Whole Building,,38.9060727,-77.006302
PM2495052,0673_0847,2495052,NOMA,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,1100 1ST ST,1100 FIRST NE LLC,6,1100 1st Street NE,Washington,DC,20002,2009,Office,Office,"360,000","362,083",75,68.4,68.4,210.4,210.4,7308.5,20.2,5361.7,7037259,7517.724,,,Whole Building,Whole Building,38.90401804,-77.00629749
PM3884974,0673_0847,3884974,Onyx,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,1100 1ST ST,1100 FIRST NE LLC,6,1100 First St SE,Washington,DC,20003,2009,Multifamily Housing,Multifamily Housing,"360,000","224,857",,83.9,84,225.5,225.6,2088.2,9.3,6314.7,4332571,40737.03,,,Whole Building,Whole Building,38.87720645,-77.00554142
DC06740438,0674_0438,N/A,Kaiser North Capitol,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,1011 NORTH CAPITOL ST NE,KAISER FOUNDATION HEALTH ATTEN: PROPERTYMANAGER,6,1011 North Capitol ST N.E,Washington,DC,20002,,Not Provided,Not Provided,"82,678",,,,,,,,,,,,,,,,,
PM2722082,0674_0853*,2722082,Sentinel Square I,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,*not matched with covered building list,*not matched with covered building list,6,90 K Street NE,Washington,DC,20002,2010,Office,Office,,435979.7,86,50.2,50.2,157.8,157.8,2932.2,6.7,5442.9,6419615,,,,Whole Building,,38.90288459,-77.00664418
PM1620667,0675_0832,1620667,77K Street Towers,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,77 K ST,77 K STREET TOWER LLC,6,77k Street NE suite 100,Washington,DC,20002,2008,Office,Office,"346,026","338,929",89,55.7,55.7,169.4,169.5,2324.6,6.9,3949.6,5269956,8959.369,,,Whole Building,,38.90211582,-77.00638206
PM1334631,0675_0841,1334631,Union Center Plaza,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,0810 1ST ST NE,DC FIRST STREET CORPORATION,6,810 First Street NE,Washington,DC,20002,1987,Office,Office,"202,575","232,126",83,55.2,55.2,173.5,173.5,1623.8,7,8277.2,3758136,,,,Whole Building,Whole Building,38.90061293,-77.00702797
DC06750843,0675_0843,N/A,820 First Street NE,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,0820 1ST ST NE,820 FIRST STREET FINANCIAL ASSOCIATES LLC,6,820 1st ST NE,Washington,DC,20002,,Not Provided,Not Provided,"417,994",,,,,,,,,,,,,,,,,
DC06750846,0675_0846,N/A,FERC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,0888 1ST ST NE,ROSCHE/888 FIRST STREET NE LLC,6,888 First Street NE,Washington,DC,20002,,Not Provided,Not Provided,"98,980",,,,,,,,,,,,,,,,,
PM1406853,0675_0847,1406853,830 First Street NE,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,830 1ST ST,CIM URBAN REIT PROPERTIES VI LP,6,830 First Street NE,Washington,DC,20004,2001,Office,Office,"233,962","252,992",,66.1,66.1,207.7,207.7,1950,7.7,4047.2,4904838,,,,Whole Building,,38.90107988,-77.00762737
PM3267015,0675_0850,3267015,840 First Street NE,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Incomplete Report,840 1ST ST,FP 840 FIRST STREET LLC,6,840 1st Street NE,Washington,DC,20002,2003,Office,Office,266766,275617,,,,,,2559.4,9.3,,5790653,10797.664,,,Whole Building,Whole Building,38.90110524,-77.00688057
PM1391419,0675_0855*,1391419,899,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,*not matched with covered building list,*not matched with covered building list,6,899 North Capitol Street,Washington,DC,20002,1973,Office,Office,,314858,82,51.7,51.7,161.8,161.8,2055.3,6.5,5407.7,4749365.601,595.857,,,Whole Building,,38.90110153,-77.00845004
PM3680848,0677_0142,3680848,Center for Public Administration and Service,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,0777 NORTH CAPITOL ST NE,CENTER FOR PUBLIC ADMINISTRATION & SERVICE INC,6,777 North Capitol Street NE,Washington,DC,20002,1989,Office,Office,"300,000","229,832",54,124.3,124.3,390.2,390.2,3616.5,15.7,,8369933,,,,Whole Building,Whole Building,38.89985189,-77.00850523
PM1447242,0677_0145,1447242,10 G,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Incomplete Report,10 G ST,APA TEN G LLC,6,10 G Street NE,Washington,DC,20002,1997,Office,Office,274960,280169,,,,,,,,5334.6,4857733,,,,Whole Building,Whole Building,38.8990745,-77.0081367
DC06930086,0693_0086,N/A,Democratic Properties Corporation,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,0430 SOUTH CAPITOL ST SE,DEMOCRATIC PROPERTIES CORPORATION,6,430 South Capitol Street SE,Washington,DC,20003,,Not Provided,Not Provided,"77,770",,,,,,,,,,,,,,,,,
PM3883860,0695_0818,3883860,100 Capitol Yards,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,100 I ST,100 EYE STREET ACQUISITION LLC,6,100 I St. SE,Washington,DC,20003,2008,Multifamily Housing,Multifamily Housing,"281,205","277,005",,38.1,38.1,119.7,119.7,1336.7,4.8,8303.2,3093679,,,,Whole Building,Whole Building,38.87956669,-77.0064198
PM3883919,0695_0819,3883919,70 Capitol Yards,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,70 I ST,70 EYE STREET ACQUISITION LLC,6,70 I Street SE,Washington,DC,20003,2008,Multifamily Housing,Multifamily Housing,"467,843","460,453",,33.7,33.7,105.8,105.8,1965.4,4.3,13001.7,4548736,,,,Whole Building,Whole Building,38.87953188,-77.0070305
DC06970045,0697_0045,N/A,,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,1015 HALF ST,HALF STREET SE LLC,6,,Washington,DC,20003,,Not Provided,Not Provided,"400,000",,,,,,,,,,,,,,,,,
PM1434327,0698_0032,1434327,20 M,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,0020 M ST,SOUTHEAST REALTY LLC,6,20 M Street S.E.,Washington,DC,20036,2006,Office,Office,"297,720","208,249",64,75.1,75.1,235.9,235.9,1981.1,9.5,2637.1,4584900,,,,Whole Building,,38.87679625,-77.00790436
PM0025506,0699_0028,25506,80 M Street SE,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Incomplete Report,80 M ST,WELLS REIT II 80 M STREET LLC,6,80 M Street  SE,Washington,DC,20003,2001,Office,Office,384666,319955,,58.5,,172.5,,2244.4,7,3822.2,4984810,17051.004,,,Whole Building,,38.8767314,-77.00629566
PM3419984,0699N_2972,3419984,Velocity Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Incomplete Report,1025 1ST STREET SE,VELOCITY CONDOS,6,1025 1st Street SE,Washington,DC,20003,2009,Multifamily Housing,Multifamily Housing,198905,244289,,,,,,,,,,,,,Whole Building,Whole Building,38.8777369,-77.0063468
PM3518921,0700_0044,3518921,26830-Washington DC/S. Capitol St SE,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,1230 SOUTH CAPITOL ST SE,PUBLIC STORAGE INSTITUTE FUND,6,1230 South Capitol Street Se,Washington,DC,20003,1991,Non-Refrigerated Warehouse,Warehouse,"108,000","89,999",47,14.7,14.7,40.9,40.9,151,1.7,45.7,321951,2248,,,Whole Building,Whole Building,38.8755571,-77.00857516
DC07000873,0700_0873,N/A,Not Reported,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,No Report Received,M ST,WEST HALF 1 LLC,6,,Washington,DC,20003,,Not Provided,Not Provided,"59,111",,,,,,,,,,,,,,,,,
PM3351826,0710E_0014,3351826,311dy-Courtyard US Capital,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,1325 2ND ST,DC CY OWNER LLC,6,1325 2nd Street NE,Washington,DC,20002,2009,Hotel,Hotel,"137,972","159,857",30,78.9,78.9,212,212.1,1467.9,9.2,8828.8,2896740,27265.99768,,,Whole Building,Whole Building,38.9078803,-77.0031693
PM3635922,0711_0160; 0711_0815*,3635922,One Constitution Square - Including Retail,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,*not matched with covered building list,*not matched with covered building list,6,1275 First Street NE,Washington,DC,20002,2010,Office,Office,,345699,95,48.3,48.3,146.4,146.4,2050.4,5.9,,4640349.143,8562.46,,,Whole Building,Whole Building,,
PM3644251,0711_0809,3644251,Two Constitution Square - Including Retail,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,145 N ST,TWO CON LLC,6,145 N Street NE,Washington,DC,20002,2010,Office,Office,"589,000","598,702",87,60.5,60.5,188.5,188.5,4556.7,7.6,,10495110,4131.238,,,Whole Building,Whole Building,,
PM1404504,0712_0111,1404504,One NoMa Station,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,0131 M ST,UNION STATION ASSOCIATES LTD,6,131 M St. N.E.,Washington,DC,20002,1937,Office,Office,"442,412","436,178",81,64,64.1,198,198,3489.4,8,2998.3,7995678,6513.055,,,Whole Building,Whole Building,38.90517082,-77.00480135
DC07170812,0717_0812,N/A,Fluorine,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,0900 2ND ST NE,FLUORINE LLC,6,900 2nd Street NE,Washington,DC,20002,,Not Provided,Not Provided,"216,560",,,,,,,,,,,,,,,,,
PM1960203,0720_0824,1960203,Station Place I,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,0100 F ST,SECOND ST HOLDING LLC,6,100 F Street NE,Washington,DC,20002,2005,Office,Office,"929,605","802,199",,68.6,68.6,215.3,215.3,6967.1,8.7,23963.5,16124400,,,,Whole Building,Whole Building,38.89822937,-77.00398344
PM1960252,0720_0825,1960252,Station Place II,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,600 2ND ST,600 SECOND ST HOLDINGS LLC,6,600 Second Street NE,Washington,DC,20002,2005,Office,Office,"538,454","378,772",79,62.6,62.6,196.6,196.6,3003.5,7.9,,6951166,,,,Whole Building,,38.8988079,-77.0035394
PM2681078,0720_0826,2681078,Station Place III,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,700 2ND ST,SEVEN HUNDRED 2ND STREET HOLDINGS LLC,6,700 Second Street NE,Washington,DC,20002,2009,Other,Other,"755,499","521,726",67,88.2,88.2,277,277,5828.2,11.2,8994.6,13488430,,,,Whole Building,,38.8992675,-77.00379122
DC07330048,0733_0048,N/A,Republican National Committee,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,0310 1ST ST SE,EDWARD W GILLESPIE,6,0310 1ST St SE,Washington,DC,20003,,Not Provided,Not Provided,"86,102",,,,,,,,,,,,,,,,,
DC07330851,0733_0851,N/A,Hill House,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,0110 D ST SE,C CAFRITZ,6,110 D Street SE,Washington,DC,20003,,Not Provided,Not Provided,"60,842",,,,,,,,,,,,,,,,,
PM3883905,0738_0028,3883905,909 Capitol Yards,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,0909 NEW JERSEY AV,909 NEW JERSEY AVENUE ACQUISITION LLC,6,909 New Jersey Ave. SE,Washington,DC,20003,2009,Multifamily Housing,Multifamily Housing,"334,295","356,235",,27.7,27.7,86.6,86.6,1245.5,3.5,6530,2872687,806.383,,,Whole Building,Whole Building,38.87905289,-77.00549511
PM3673287,0741_0816,3673287,Capitol Hill Tower Housing Cooperative-SV,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,1000 NEW JERSEY AV,CAPITOL HILL TOWER HOUSING COOPERATIVE INCF,6,1000 New Jersey Ave SE,Washington,DC,20003,2006,Multifamily Housing,Multifamily Housing,"407,026","425,000",,11.7,11.7,34,33.9,588.3,1.4,12936.3,1291094,5732.844,,,Whole Building,Whole Building,,
PM3987686,0741_0817,3987686,Washington DC CY,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,140 L ST,CHSP NAVY YARD LLC,6,140 L Street,Washington,DC,20003,2006,Hotel,Hotel,"121,000","121,220",56,86.7,86.8,206,206,1048.5,8.6,5183.1,1953968,38480.221,,,Whole Building,Whole Building,38.8777452,-77.00419067
DC07470008,0747_0008,N/A,Central Armature Works Inc.,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,1200 3RD ST NE,CENTRAL ARMATURE WORKS INC,6,1200 3RD ST NE,Washington,DC,20002,,Not Provided,Not Provided,"62,023",,,,,,,,,,,,,,,,,
DC07480802,0748_0802,N/A,Jemal's Uline LLC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,1140 3RD ST NE,JEMAL'S ULINE LLC,6,1140 3rd Street NE,Washington,DC,20002,,Not Provided,Not Provided,"59,862",,,,,,,,,,,,,,,,,
PM4007896,0749_0828,4007896,The Loree Grand,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,250 K ST,UNION PLACE PHASE I,6,250 K Street NE,Washington,DC,20002,2010,Multifamily Housing,Multifamily Housing,"307,676","236,905",,35,35.1,98.2,98.3,952.4,4,5320.9,2040096,13353.05,,,Whole Building,Whole Building,38.90281016,-77.00244048
DC07512918,0751_2918,N/A,Landmark Lofts,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,215 I ST NE,LANDMARK LOFTS,6,215 I St NE,Washington,DC,20002,,Not Provided,Not Provided,"62,786",,,,,,,,,,,,,,,,,
PM4007789,0751_2930,4007789,Senate Square,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,201 I STREET NE,SENATE SQUARE TOWERS,6,201 I Street NE,Washington,DC,20002,2009,Multifamily Housing,Multifamily Housing,"432,815","548,941",,76.6,76.7,183.9,183.7,4230.6,7.7,18637.2,7967720,148458.793,,,Whole Building,Whole Building,38.9013101,-77.0025844
DC07550003,0755_0003,N/A,The Heritage Foundation 214 Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,0208 MASSACHUSETTS AV NE,THE HERITAGE FOUNDATION,6,214 Massachusets Ave NE,Washington,DC,20002,,Not Provided,Not Provided,"63,291",,,,,,,,,,,,,,,,,
DC07550849,0755_0849,N/A,The Heritage Foundation 208 Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,0214 MASSACHUSETTS AV NE,HERITAGE FOUNDATION INC,6,208 Massachusetts Ave NE,Washington,DC,20002,,Not Provided,Not Provided,"76,589",,,,,,,,,,,,,,,,,
DC07572291,0757_2291,N/A,Not Reported,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,No Report Received,0200 JUSTICE CT NE,THE COURT CONDO,6,,Washington,DC,,,Not Provided,Not Provided,"53,015",,,,,,,,,,,,,,,,,
DC07600031,0760_0031,N/A,Folger Shakespeare Library,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,0201 EAST CAPITOL ST SE,FOLGER SHAKESPEARE MEMORIAL LIBRARY,6,201 East Capitol Street SE,Washington,DC,20003,,Not Provided,Not Provided,"97,632",,,,,,,,,,,,,,,,,
DC07620841,0762_0841,N/A,144-Capitol Hill Hotel,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,0200 - 0220 C ST SE,HHLP CAPITOL HILL ASSOCIATES LLC,6,200 C Street Southeast,Washington,DC,20003,,Not Provided,Not Provided,"88,653",,,,,,,,,,,,,,,,,
DC07700040,0770_0040,N/A,Not Reported,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,No Report Received,300 TINGEY ST,FC BOILERMAKER LLC,6,,Washington,DC,20003,,Not Provided,Not Provided,"67,000",,,,,,,,,,,,,,,,,
PM3353520,0770_0809,3353520,USDOT Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,1200 NEW JERSEY AV,JBG/FEDERAL CENTER LLC,6,1200 New Jersey Ave. SE,Washington,DC,20590,2005,Office,Office,"1,918,668","1,578,431",91,73.1,73.5,190.7,191.1,12454.3,7.9,35143,25219860,293417,,,Whole Building,,38.8758636,-77.0029834
DC07720022,0772_0022,N/A,301 N Street LTD Partnership,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,0301 N ST NE,301 N STREET LTD PARTNERSHIP,6,301 N Street NE,Washington,DC,20002,,Not Provided,Not Provided,"86,280",,,,,,,,,,,,,,,,,
