Primary Key,DC Real Property ID,PM Property ID,Property Name,PM Parent Property ID,Parent Property Name,Year Ending,Report Status,Address of Record,Owner of Record,Ward,Reported Address,City,State,Postal Code,Year Built,Primary Property Type - Self Selected,Primary Property Type - Calculated,Tax Record Floor Area,Reported Building Gross Floor Area,ENERGY STAR Score,Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),Source EUI (kBtu/ft²),Weather Normalized Source EUI (kBtu/ft²),Total GHG Emissions (Metric Tons CO2e),Total GHG Emissions Intensity (kgCO2e/ft²),Water Use (All Water Sources) (kgal),Electricity Use (kWh),Natural Gas Use (therms),Fuel Oil & Diesel Fuel Use (kBtu),District Water-Based Energy Use (kBtu),Metered Areas (Energy),Metered Areas  (Water),Latitude,Longitude
DC10420827,1042_0827,N/A,,,,12/31/2015,No Report Received,1325 D ST SE,INTERNATIONAL GRADUATE UNIVERSITY OF WASHINGTON DC,6,,Washington,DC,,,,Not Provided,61953,,,,,,,,,,,,,,,,,
PM3644360,1045_2860,3644360,Jenkins Row on Capitol Hill,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1391 PENNSYLVANIA AVE SE,JENKINS ROW CONDOMINIUM,6,1391 PENNSYLVANIA AVE SE,Washington,DC,20003,2006,Multifamily Housing,Multifamily Housing,220808,220808,93,33,32.7,103.6,102.7,1226.7,4.4,1166.7,2685759,,,,Whole Building,Whole Building,38.8802299,-76.9871131
PM4780011,1046_0847,4780011,Chamberlain Academy,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1345 POTOMAC AV SE,FRIENDSHIP PUBLIC CHARTER SCHOOL,6,1345 Potomac Avenue SE,Washington,DC,20003,1938,K-12 School,K-12 School,76216,75270,83,65.9,66.3,179.4,179.8,584,7.8,725.8,116357,9888.561628,,,Whole Building,Whole Building,38.87939244,-76.98680458
DC10572645,1057_2645,N/A,,,,12/31/2015,Exempt from this year's disclosure,0001 14TH ST NE,THE CAR BARN CONDOMINIUM,6,,Washington,DC,,,,Not Provided,179681,,,,,,,,,,,,,,,,,
PM3866685,1096_0075,3866685,Kennedy Row,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1705 - 1729 EAST CAPITOL ST SE,KENNEDY ROW RESIDENTIAL LLC,6,1717 E Capitol Street SE,Washington,DC,20003,2012,Multifamily Housing,Multifamily Housing,135000,134255,83,38.9,39.5,104.5,105.1,607.4,4.5,4534,1196998,11425.99965,,,Whole Building,Whole Building,38.88950066,-76.97985661
PM1273462,1171_2893,1273462,Harbourside,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2900 K STREET NW,THE RESIDENCES @ HARBOURSIDE,2,2900 K St. NW,Washington,DC,20007,2006,Mixed Use Property,Office,99485,191666,95,36,36.1,112.9,113.3,922.4,4.8,3267.9,219561,,,,Whole Building,,38.90199219,-77.05863574
PM2534176,1173_0820,2534176,270310 - Washington Harbour,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,3000 K ST NW Unit: 500,WASHINGTON HARBOR,2,3000-3050 K Street,Washington,DC,20007,1986,Office,Mixed Use Property,747617,680369,23,112.7,112.8,347.9,348,10105.7,14.9,4828.7,219239,19165.99681,,,Whole Building,,38.9020797,-77.0607409
PM4000444,1184_0049,4000444,3333 K Street NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,3333 K ST NW,FRIENDS OF THE LEGAL SERVICES CORPORATION,2,3333 K Street NW,Washington,DC,20007,1989,Office,Office,83956,68884,29,89.9,89.9,282.3,282.3,829,12,4638.6,181594,,,,Whole Building,Whole Building,38.90410137,-77.06738788
PM3336872,1184_2624,3336872,3303 Water Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,3303 WATER ST NW,3303 WATER STREET A CONDO,2,3303 Water Street NW,Washington,DC,20007,2004,Multifamily Housing,Multifamily Housing,134036,134036,7,93.4,93.6,228.8,227.1,1341.7,10,6479.3,2456852,41326.726,,,Whole Building,,38.9038595,-77.0667352
DC11852381,1185_2381,N/A,,,,12/31/2015,No Report Received,1015 33RD ST NW,THE FLOUR MILL CONDO,2,,Washington,DC,,,,Not Provided,89348,,,,,,,,,,,,,,,,,
PM4793706,1187_0812,4793706,Papermill - SV,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,3251 K ST NW,MILL PARTNERS PAPERMILL L P,2,3299 K Street NW,Washington,DC,20007,1985,Office,Office,88893,100255,58,57.9,58.8,181.7,184.6,776.5,7.7,2529.9,1699995,,,,Whole Building,Whole Building,38.90342297,-77.06481598
DC11872382,1187_2382,N/A,,,,12/31/2015,No Report Received,1000 PAPER MILL CT NW,THE PAPER MILL CONDO,2,,Washington,DC,,,,Not Provided,119776,,,,,,,,,,,,,,,,,
PM3514246,1188_0118,3514246,Waterfront,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1010 - 1014 WISCONSIN AV NW,WATERFRONT CENTER LP,2,1010-1014 Wisconsin Ave NW,Washington,DC,20007,1975,Office,Office,320940,207863,49,90.5,90.9,281.2,282.6,2494,12,3491.2,542765,2855.1,,,Whole Building,Whole Building,38.9030827,-77.06295205
DC11890090,1189_0090,N/A,,,,12/31/2015,No Report Received,1050 31ST ST NW,CASTLETON HOTEL PARTNERS I LLC,2,,Washington,DC,,,,Not Provided,62807,,,,,,,,,,,,,,,,,
DC11892571,1189_2571,N/A,,,,12/31/2015,No Report Received,3150 SOUTH ST NW,PARK MILLENNIUM A CONDOMINIUM,2,,Washington,DC,,,,Not Provided,341975,,,,,,,,,,,,,,,,,
PM2590129,1190_0078,2590129,1000 Thomas Jefferson Street NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1000 THOMAS JEFFERSON ST NW,1000 JEFFERSON ASSOCIATES,2,1000 Thomas Jefferson Street NW,Washington,DC,20007,1980,Office,Office,207744,154807,59,85.5,85.5,268.5,268.5,1772.4,11.4,3561.2,388356,,,,Whole Building,Whole Building,38.90285148,-77.0606233
PM2590132,1190_0842,2590132,1050 Thomas Jefferson Street NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1050 THOMAS JEFFERSON ST NW,KIRSTEIN GERWIRZ AND ABEL,2,1050 Thomas Jefferson Street NW,Washington,DC,20007,1981,Office,Office,287032,206542,73,75.4,75.4,236.7,236.7,2084.3,10.1,5823.2,456328,,,,Whole Building,Whole Building,38.90388654,-77.06040573
PM4369395,1191_0071,4369395,The Foundry Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1055 THOMAS JEFFERSON ST NW,JBG FOUNDRY OFFICE 200,2,1055 Thomas Jefferson Street NW,Washington,DC,20007,1976,Office,Office,331720,241882,81,50.8,50.8,159.6,159.6,1645.4,6.8,4397,36235,38.99999993,,,Whole Building,Whole Building,38.90393028,-77.05929023
PM3306993,1191_0072,3306993,1025 Thomas Jefferson Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1025 THOMAS JEFFERSON ST NW,JBG/JEFFERSON COURT L L C,2,1025 Thomas Jefferson Street NW,Washington,DC,20007,1984,Office,Office,451939,365917,89,51.6,51.6,162.1,162.1,2528.7,6.9,3888,5536317,,,,Whole Building,Whole Building,38.90333924,-77.05929918
DC11920816,1192_0816,N/A,,,,12/31/2015,Exempt from this year's disclosure,1099 30TH ST NW,REPUBLIC OF VENEZUELA,2,,Washington,DC,,,,Not Provided,,,,,,,,,,,,,,,,,,
DC11920818,1192_0818,N/A,,,,12/31/2015,No Report Received,1000 29TH ST NW,29TH & K ASSOCIATES LP,2,,Washington,DC,,,,Not Provided,66678,,,,,,,,,,,,,,,,,
DC11920819,1192_0819,N/A,,,,12/31/2015,Exempt from this year's disclosure,1001 30TH ST NW,KINGDOM OF SAUDI ARABIA,2,,Washington,DC,,,,Not Provided,,,,,,,,,,,,,,,,,,
DC11922386,1192_2386,N/A,,,,12/31/2015,No Report Received,1077 30TH ST NW,JAMES PLACE CONDO,2,,Washington,DC,,,,Not Provided,87686,,,,,,,,,,,,,,,,,
DC11930803,1193_0803,N/A,,,,12/31/2015,Exempt from this year's disclosure,1055 29TH ST NW,GEORGETOWN 29K ACQUISITION LLC,2,,Washington,DC,,,,Not Provided,,,,,,,,,,,,,,,,,,
DC11950030,1195_0030,N/A,,,,12/31/2015,No Report Received,2800 PENNSYLVANIA AV NW,SHC WASHINGTON LLC,2,,Washington,DC,,,,Not Provided,459534,,,,,,,,,,,,,,,,,
PM3998790,1196_0191,3998790,Georgetown Place South,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1101 - 1115 30TH ST NW,COLUMBIA REALTY VENTRUE LLC,2,1101 30th St NW,Washington,DC,20007,1975,Office,Office,278347,89058,45,119.2,121.7,248.5,251.1,988.2,11.1,239.7,1539996,53626.3248,,,Whole Building,Whole Building,38.90466345,-77.05824395
DC11970070,1197_0070,N/A,,,,12/31/2015,Exempt from this year's disclosure,3000 M ST NW,LATHAM OWNER SPE LLC,2,,Washington,DC,,,,Not Provided,126555,,,,,,,,,,,,,,,,,
PM3500776,1199_0053,3500776,Canal Square,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1054 31ST ST NW,R B ASSOCIATES INC,2,1054 31st Street,Washington,DC,20007,1930,Office,Office,146266,98333,24,101.6,101.6,319.1,319.1,1337.7,13.6,4821.9,292879,,,,Whole Building,Whole Building,38.90467294,-77.06137027
DC12000866,1200_0866,N/A,,,,12/31/2015,No Report Received,3270 M ST NW,MILLER GEORGETOWN PARK LLC,2,,Washington,DC,,,,Not Provided,274818,,,,,,,,,,,,,,,,,
PM4807485,1200_0868,4807485,Jamestown Georgetown Park - Main Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,3222 M ST NW,JAMESTOWN PREMIER GEORGETOWN PARK CORP,2,1066 Wisconsin Ave NW,Washington,DC,20007,1990,Enclosed Mall,Mall,342866,251442,Not Available,55.6,55.6,174.5,174.5,1870.4,7.4,718,4955,,,,Whole Building,Whole Building,38.90500345,-77.0629808
PM4372792,1200_2387,4372792,Georgetown Park Condominiums,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1080 WISCONSIN AVE NW,GEORGETOWN PARK CONDO,2,1080 Wisconsin Avenue NW,Washington,DC,20007,1980,Multifamily Housing,Multifamily Housing,127263,127263,6,63.5,64.1,168.2,168.9,928.4,7.3,586,1812478,18927.7841,,,Whole Building,Whole Building,38.9046353,-77.0631079
PM3504836,1203_0047,3504836,Jemal's Cayre Car Barn LLC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,3600 M ST NW,JEMALS CAYRE CARBARN LLC,2,3600 M Street NW,Washington,DC,20007,1895,Office,Office,117140,94142,Not Available,33.9,33.9,106.5,106.5,427.4,4.5,174.5,935647,,,,Whole Building,Whole Building,38.9057913,-77.06990057
PM3994644,1205_0079,3994644,Jamestown - 3307 M Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,3307 - 3311 M ST NW,3307 M STREET LLC,2,3307 M Street,Washington,DC,20007,1975,Office,Other,156559,51842,Not Available,70.9,70.9,222.5,222.5,491.8,9.5,1333.7,176752,,,,Whole Building,Whole Building,38.905545,-77.06653436
PM4363755,1218_2754,4363755,Madelon Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,3251 PROSPECT ST NW,MADELON CONDOMINIUM,2,3251 Prospect St. NW,Washington,DC,20007,1979,Multifamily Housing,Multifamily Housing,52581,52581,17,41.1,41.1,129.1,129.1,289.4,5.5,4143.7,63355.7,,,,Whole Building,Whole Building,38.9061894,-77.0640793
PM4406931,1227_0095,4406931,Holy Trinity Church and School,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,3514 O ST NW,ROMAN CATHOLIC ARCHBISHOP  OF WASHINGTON,2,3514 O Street NW,Washington,DC,20007,1918,K-12 School,K-12 School,50693,80278,35,83.2,85.1,179,181,597.9,8,438.9,96511.4,29573.57123,,,Whole Building,Whole Building,38.90756071,-77.0696326
DC12310143,1231_0143,N/A,,,,12/31/2015,No Report Received,1310 WISCONSIN AVE NW,GEORGETOWN WASHINGTON DC INN LLC,2,,Washington,DC,,,,Not Provided,58722,,,,,,,,,,,,,,,,,
DC1264E0029,1264E_0026,N/A,,,,12/31/2015,No Report Received,2512 Q ST NW,2512 ASSOCIATES,2,,Washington,DC,,,,Not Provided,82286,,,,,,,,,,,,,,,,,
PM4379118,1264E0858,4379118,Q Street Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2501 Q ST NW,NANCY L ANDRACSEK TRUSTEE,2,2501 Q Street NW,Washington,DC,20007,1940,Multifamily Housing,Multifamily Housing,85464,104817,42,74.9,77.8,112.5,114.2,554.1,5.3,2784.8,496784.9,6161.221,,,Whole Building,Whole Building,38.9110161,-77.05303834
PM3514113,1264E2396,3514113,Gateway Georgetown,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2500 Q ST NW,GATEWAY GEORGETOWN CONDO,2,2500 Q St NW,Washington,DC,20007,1941,Multifamily Housing,Multifamily Housing,230492,244000,53,78.3,79.5,131,129.7,1474.6,6,1154.4,166754,134224.7245,,,Whole Building,Whole Building,38.9101158,-77.0521267
PM3634687,1266_0304,3634687,Kew Gardens,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2700 Q ST NW,KEW BUILDING LLC,2,2700 Q St NW,Washington,DC,20007,1925,Multifamily Housing,Multifamily Housing,120054,118500,46,80.8,81.6,124.7,123.1,690.9,5.8,5113.9,6621.6,73146.384,,,Whole Building,Whole Building,38.9102865,-77.05578179
PM3685579,1299_0321,3685579,Holiday Inn Georgetown,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2101 WISCONSIN AVE NW,MARY C H SMITH,3,2101 Wisconsin Ave NW,Washington,DC,20007,1979,Hotel,Hotel,231439,190000,29,94.5,93.8,233.8,230.9,1941.7,10.2,1146.2,3585849,57212.2977,,,Whole Building,Whole Building,38.91746836,-77.06839795
DC12990325,1299_0325,N/A,,,,12/31/2015,Exempt from this year's disclosure,1855 WISCONSIN AVE NW,SAFEWAY INC,2,,Washington,DC,,,,Not Provided,60000,,,,,,,,,,,,,,,,,
PM2371594,1299_0991,2371594,2201 Wisconsin Ave,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2201 - 2213 WISCONSIN AV NW,SUSAN KAHN,3,2201 Wisconsin Avenue,Washington,DC,20007,1981,Office,Mixed Use Property,239241,152901,Not Available,67.4,67.5,202.3,202.4,1324.6,8.7,4129.1,282559,6831.74586,,,Whole Building,,38.91937496,-77.07029354
DC12991024,1299_1024,N/A,,,,12/31/2015,No Report Received,2001 WISCONSIN AV NW,HUB PROPERTIES TRUST,2,,Washington,DC,,,,Not Provided,210623,,,,,,,,,,,,,,,,,
PM3353559,1299_1026,3353559,JBG/2121 Wisconsin L.L.C.,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2121 WISCONSIN AVE NW,JBG 2121 WISCONSIN LLC,3,2121 Wisconsin Avenue,Washington,DC,20007,1958,Office,Office,124930,122884,76,58.7,58.1,169,166.7,892.7,7.3,1241,185727,8926.999752,,,Whole Building,Whole Building,38.91845,-77.069689
PM3353558,1299_1027,3353558,JBG/2115 Wisconsin L.L.C.,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2115 WISCONSIN AVE NW,JBG 2115 WISCONSIN LLC,3,2115 Wisconsin Avenue,Washington,DC,20007,1905,Office,Office,397633,208052,84,52.6,52.6,165.1,165.1,1464.5,7,1922,326354,,,,Whole Building,Whole Building,38.91873543,-77.06908193
PM4014187,1299_1028,4014187,WICAL,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2323 WISCONSIN AV NW,WICAL LP,3,2323 Wisconsin Ave NW,Washington,DC,20007,1996,Supermarket/Grocery Store,Supermarket,70474,33752,17,457.5,456.1,Not Available,Not Available,1697.8,50.3,1961122,3185472,4572.71617,,,Whole Building,Whole Building,38.92093428,-77.07161524
PM3507393,1299_1059,3507393,The Observatory of Georgetown,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2111 WISCONSIN AVE NW,THE OBSERVATORY OF GEORGETOWN,3,2111 Wisconsin Ave NW,Washington,DC,20007,1988,Multifamily Housing,Multifamily Housing,129773,129773,18,66.4,66.6,174.9,175.1,984.8,7.6,7494.1,191324,2891.65693,,,Whole Building,Whole Building,38.9181156,-77.0687315
PM4838948,1300_0532,4838948,Carillon House,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2500 WISCONSIN AVE NW,CARILLON HOUSE LP,3,2500 Wisconsin Ave NW,Washington,DC,20007,1954,Multifamily Housing,Multifamily Housing,327920,330646,36,71.2,72.4,130.6,130.3,1963.7,5.9,13133.6,2586273,14738.8697,,,Whole Building,Whole Building,38.92293072,-77.0740469
PM4014013,1300_1062,4014013,Sheffield Condominiums - Whole Bldg,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2320 WISCONSIN AVE NW,THE SHEFFIELD CONDOMINIUM,3,2320 Wisconsin Avenue NW,Washington,DC,20007,1980,Multifamily Housing,Multifamily Housing,55159,55159,16,75.4,76.9,175.8,177.4,427,7.7,2215.4,747537,1699.73936,,,Whole Building,Whole Building,38.9225447,-77.0729221
DC13010954,1301_0954,N/A,,,,12/31/2015,Exempt from this year's disclosure,3900 TUNLAW RD NW,3900 TUNLAW COOPERATIVE C/O JOHN HANCOCKREAL ESTATE,3,,Washington,DC,,,,Not Provided,,,,,,,,,,,,,,,,,,
PM4156467,1301_0956,4156467,DC511_eaves Glover Park,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,3850 TUNLAW RD NW,AVB GLOVER PARK LLC,3,3850 Tunlaw Road Northwest,Washington,DC,20007,1953,Multifamily Housing,Multifamily Housing,170582,122850,43,80.2,81,140.1,139.2,812.8,6.6,4637.2,96824.6,54917.18299,1626,,Whole Building,Whole Building,38.92508231,-77.07704753
PM4370543,1301_2407,4370543,Georgetown North Condo,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2600 TUNLAW RD NW,GEORGETOWN NORTH CONDO,3,2600 Tunlaw Road N.W.,Washington,DC,20007,1950,Multifamily Housing,Multifamily Housing,70000,70000,25,60.8,58.8,171.4,164.8,517,7.4,11311.5,1566,652.98893,,,Whole Building,Whole Building,38.9238312,-77.0756976
PM4380807,1301_2753,4380807,The Archbold Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2725 39TH ST NW,THE ARCHBOLD CONDOMINIUM,3,2725 39th Street NW,Washington,DC,20007,1957,Other - Lodging/Residential,Other - Lodging/Residential,53671,53671,Not Available,70.6,71.9,138.6,138,334.9,6.2,2214.3,485573.3,2132.13778,,,Whole Building,Whole Building,38.925268,-77.078538
PM3994318,1317W0011,3994318,4101 W St NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,4101 W ST NW,PARKCREST LLC,3,4101 W St NW,Washington,DC,20007,1926,Multifamily Housing,Multifamily Housing,55144,54884,51,71.6,74.3,109.1,110.7,280.6,5.1,2214.5,261311.3,3356.65915,,,Whole Building,Whole Building,38.91980585,-77.08050168
PM3994325,1317W0020,3994325,2300 - 2308 41st ST NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2300 - 2308 41ST ST NW,PARKCREST LLC,3,2300 41st St NW,Washington,DC,20007,1927,Multifamily Housing,Multifamily Housing,55400,55000,52,68.8,71.3,109,110.5,279.2,5.1,2761.5,28423.9,28134.7721,,,Whole Building,Whole Building,38.92045394,-77.08048371
PM4372403,1318_2410,4372403,Phylmar Plaza,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,4100 W ST NW,PHYLMAR PLAZA CONDO,3,4100 W Street NW,Washington,DC,20007,1957,Multifamily Housing,Multifamily Housing,60736,61000,20,69.9,70.3,165.5,166,443.5,7.3,161.2,788129,15734.23,,,Whole Building,Whole Building,38.9192954,-77.0817628
DC13200802,1320_0802,N/A,,,,12/31/2015,Exempt from this year's disclosure,4101 RESERVOIR RD NW,GOVERNMENT OF THE REPUBLIC OF FRANCE,3,,Washington,DC,,,,Not Provided,,,,,,,,,,,,,,,,,,
PM3619434,1321_0815,3619434,Georgetown University,3619434,Georgetown University,12/31/2015,In Compliance,3700 O ST NW,JESUIT COMMUNITY AT GEORGETOWN UNIV INC,2,3700 O St NW,Washington,DC,20057,1789,College/University,College/University,80094,5250177,Not Available,173.1,174.8,355.7,354.1,73604.8,15.8,29845.4,115729,684884.88,4682428.3,322496284.9,Whole Building,Whole Building,38.9076708,-77.0715752
PM3977161,1321_0827,3977161,LXR,3619434,Georgetown University,12/31/2015,In Compliance,3800 RESERVOIR RD NW,PRESIDENT & DIRECTORS OF GEORGETOWN UNIVERSITY,2,3515 Prospect Street Northwest,Washington,DC,20007,1789,Residence Hall/Dormitory,Residence Hall/Dormitory,3526986,209093,40,108.8,111.3,205.2,207.4,2051.7,9.8,9134,23554,,27237.1,147719.1,Whole Building,Whole Building,38.906305,-77.069652
PM4768216,1341_0861,4768216,Field School DC Benchmarking,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2301 FOXHALL RD NW,FIELD SCHOOL THE,3,2301 Foxhall Road NW,Washington,DC,20007,2002,K-12 School,K-12 School,59154,72243,2,128.7,130.6,302.1,304.1,959.8,13.3,1623.8,1691229,35277.42415,,,Whole Building,Whole Building,38.920777,-77.08787
DC13560857,1356_0857,N/A,,,,12/31/2015,No Report Received,4540 MACARTHUR BLVD NW,PALISADES LLC,3,,Washington,DC,,,,Not Provided,56032,,,,,,,,,,,,,,,,,
DC13700014,1370_0014,N/A,,,,12/31/2015,Exempt from this year's disclosure,4645 RESERVOIR RD NW,EMBASSY FED REPUBLIC GERMANY,3,,Washington,DC,,,,Not Provided,,,,,,,,,,,,,,,,,,
PM2688469,1374_0850,2688469,Ames Hall,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2100 FOXHALL RD NW,THE GEORGE WASHINGTON UNIVERSITY,3,2100 Foxhall Road NW,Washington,DC,20007,2001,College/University,College/University,119336,58039,Not Available,48.4,48.5,117.6,116.3,298.9,5.2,418.6,54378.2,9575.25124,,,Whole Building,Whole Building,38.917366,-77.089862
