Primary Key,DC Real Property ID,PM Property Id,Property Name,PM Parent Property Id,Parent Property Name,Year Ending,Report Status,Address of Record,Owner of Record,Ward,Reported Address,City,State,Postal Code,Year Built,Primary Property Type - Self Selected,Primary Property Type - Calculated,Tax Record Floor Area ,Reported Building Gross Floor Area ,ENERGY STAR Score, Site EUI (kBtu/ft²) , Weather Normalized Site EUI (kBtu/ft²) , Source EUI (kBtu/ft²) ,Weather Normalized Source EUI (kBtu/ft²) ,Total GHG Emissions (Metric Tons CO2e) ,Total GHG Emissions Intensity (kgCO2e/ft²) ,Water Use (All Water Sources) (kgal) ,Electricity Use (kWh) ,Natural Gas Use (therms) ,Fuel Oil & Diesel Fuel Use (kBtu),District Water-Based Energy Use (kBtu) ,Metered Areas (Energy),Metered Areas  (Water),Latitude,Longitude
PM1221898,1195_0030,1221898,Four Seasons Washington DC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2800 PENNSYLVANIA AV NW,SHC WASHINGTON LLC,2,2800 Pennsylvania Avenue NW,Washington,DC,20007,1976,Hotel,Hotel,"459,534","459,534",23,129,128.7,278,278,"5,683",12,"22,740","9,231,785","276,122",,,Whole Building,Whole Building,,
PM3998790,1196_0191,3998790,Georgetown Place South,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1101 - 1115 30TH ST NW,COLUMBIA REALTY VENTRUE LLC,2,1101 30th St NW,Washington,DC,20007,1975,Office,Office,"278,347","89,058",40,122,120.1,261,257,"1,034",12,813,"1,660,383","51,958",,,Whole Building,Whole Building,38.90466345,-77.05824395
DC11970070,1197_0070,N/A,,,,,No Report Received,3000 M ST NW,LATHAM OWNER SPE LLC,2,,Washington,DC,20007,,,Not Provided,"126,555",,,,,,,,,,,,,,,,,
PM3500776,1199_0053,3500776,Canal Square,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1054 31ST ST NW,R B ASSOCIATES INC,2,1054 31st Street,Washington,DC,20007,1930,Office,Office,"146,266","98,333",29,96,95.6,300,300,"1,259",13,"5,044","2,755,312",,,,Whole Building,Whole Building,38.90467294,-77.06137027
DC12000866,1200_0866,N/A,,,,,No Report Received,3270 M ST NW,MILLER GEORGETOWN PARK LLC,2,,Washington,DC,20007,,,Not Provided,"274,818",,,,,,,,,,,,,,,,,
DC12000868,1200_0868,N/A,,,,,Exempt from this year's disclosure,3222 M ST NW,AG GEORGETOWN PARK HOLDINGS I L L C,2,,Washington,DC,20007,,,Not Provided,"342,866",,,,,,,,,,,,,,,,,
PM4372792,1200_2387,4372792,Georgetown Park Condominiums,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1080 WISCONSIN AVE NW,GEORGETOWN PARK CONDO,2,1080 Wisconsin Avenue NW,Washington,DC,20007,1980,Multifamily Housing,Multifamily Housing,"127,263","127,263",6,64,62.7,167,167,925,7,"6,251","1,797,002","19,530",,,Whole Building,Whole Building,38.9046353,-77.0631079
PM3994644,1205_0079,3994644,Jamestown - 3307 M Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,3307 - 3311 M ST NW,3307 M STREET LLC,2,3307 M Street,Washington,DC,20007,1975,Office,Other,"156,559","51,842",,67,66.5,209,209,461,9,"1,633","1,010,005",,,,Whole Building,Whole Building,38.905545,-77.06653436
PM4363755,1218_2754,4363755,Madelon Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,3220 N STREET NW,MADELON CONDOMINIUM,2,3251 Prospect St. NW,Washington,DC,20007,1979,Multifamily Housing,Multifamily Housing,"52,581","52,581",15,42,41.3,131,130,293,6,"3,527","641,589",,,,Whole Building,Whole Building,38.9061894,-77.0640793
PM3506383,12220062; 13210827,3506383,Alumni Square,3619434,Georgetown University,12/31/2014,In Compliance,3515 PROSPECT ST NW,GEORGETOWN UNIVERSITY,2,3800 Reservoir Road N.W.,Washington,DC,20007,1983,Residence Hall/Dormitory,Residence Hall/Dormitory,"238,595","113,389",80,53,53,112,112,566,5,"5,918","888,185","30,267",,,Whole Building,Whole Building,,
PM3977161,12220062; 13210827,3977161,LXR,3619434,Georgetown University,12/31/2014,In Compliance,3515 PROSPECT ST NW,GEORGETOWN UNIVERSITY,2,3515 Prospect Street Northwest,Washington,DC,20007,1928,Residence Hall/Dormitory,Residence Hall/Dormitory,"238,595","209,093",53,80,79.7,172,172,"1,657",8,"7,141","2,391,656",,,"8,503,405",Whole Building,Whole Building,38.906305,-77.069652
PM4406931,1227_0095,4406931,Holy Trinity Church and School,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,3514 O ST NW,ROMAN CATHOLIC ARCHBISHOP  OF WASHINGTON,2,3514 O Street NW,Washington,DC,20007,1918,K-12 School,K-12 School,"80,278","75,128",58,76,75,145,144,493,7,838,"688,470","33,545",,,Whole Building,Whole Building,38.90756071,-77.0696326
PM4528208,1264E_0029,4528208,The Georgetown,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2510 - 2514 Q ST NW,2512 ASSOCIATES,2,2510-2514 Q St NW,Washington,DC,20910,1955,Senior Care Community,Multifamily Housing,"82,286","82,286",13,78,77.3,144,142,538,7,939,"714,315","39,799",,,Whole Building,Whole Building,,
PM3514113,1264E_2396,3514113,Gateway Georgetown,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2500 Q ST NW,GATEWAY GEORGETOWN CONDO,2,2500 Q St NW,Washington,DC,20007,1941,Multifamily Housing,Multifamily Housing,"230,492","244,000",43,81,80.1,138,136,"1,550",6,"10,138","1,804,721","136,569",,,Whole Building,Whole Building,38.9101158,-77.0521267
DC1264E0858,1264E0858,N/A,Q Street Apartments,,,12/31/2014,Exempt from this year's disclosure,2501 Q ST NW,NANCY L ANDRACSEK TRUSTEE,2,2501 Q Street NW,Washington,DC,20007,,,Not Provided,"85,464",,,,,,,,,,,,,,,,,
PM3634687,1266_0304,3634687,Kew Gardens,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2700 Q ST NW,KEW BUILDING LLC,2,2700 Q St NW,Washington,DC,20007,1925,Multifamily Housing,Multifamily Housing,"120,054","118,500",36,89,88.1,132,130,739,6,"5,495","641,848","83,965",,,Whole Building,Whole Building,38.9102865,-77.05578179
PM3685579,1299_0321,3685579,Holiday Inn Georgetown,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2101 WISCONSIN AV NW,MARY C H SMITH,3,2101 Wisconsin Ave NW,Washington,DC,20007,1979,Hotel,Hotel,"231,439","190,000",22,103,101.6,251,247,"2,084",11,"10,635","3,800,697","65,459",,,Whole Building,Whole Building,38.91746836,-77.06839795
DC12990325,1299_0325,N/A,,,,,No Report Received,1855 WISCONSIN AV,SAFEWAY INC,2,,Washington,DC,,,,Not Provided,"60,000",,,,,,,,,,,,,,,,,
PM2371594,1299_0991,2371594,2201 Wisconsin Ave,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2201 - 2213 WISCONSIN AV NW,SUSAN KAHN,3,2201 Wisconsin Avenue,Washington,DC,20007,1981,Office,Mixed Use Property,"239,241","152,901",,75,75.1,229,229,"1,495",10,"4,058","3,209,310","5,436",,,Whole Building,,38.91937496,-77.07029354
DC12991006,1299_1006,N/A,,,,,Exempt from this year's disclosure,2233 WISCONSIN AV NW,FRANK H HENNEBURG,3,,Washington,DC,20007,,,Not Provided,"219,496",,,,,,,,,,,,,,,,,
PM4629979,1299_1024,4629979,Green Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2001 WISCONSIN AV NW,HUB PROPERTIES TRUST,2,2001 Wisconsin Avenue NW,Washington,DC,20007,,K-12 School,K-12 School,"338,948",111600,,60,60.4,144,144,707,6,"1,997,175","1,267,250","24,192",,,Whole Building,Whole Building,,
PM3353559,1299_1026,3353559,JBG/2121 Wisconsin L.L.C.,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2121 WISCONSIN AV NW,JBG 2121 WISCONSIN LLC,3,2121 Wisconsin Avenue,Washington,DC,20007,1958,Office,Office,"124,930","185,527",93,41,39.9,115,113,916,5,"1,775","1,874,303","11,213",,,Whole Building,Whole Building,38.91845,-77.069689
PM3353558,1299_1027,3353558,JBG/2115 Wisconsin L.L.C.,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2115 WISCONSIN AV NW,JBG 2115 WISCONSIN LLC,3,2115 Wisconsin Avenue,Washington,DC,20007,1905,Office,Office,"397,633","208,052",82,55,54.6,172,172,"1,522",7,"1,737","3,331,706",,,,Whole Building,Whole Building,38.91873543,-77.06908193
PM4014187,1299_1028,4014187,WICAL,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2323 WISCONSIN AV NW,WICAL LP,3,2323 Wisconsin Ave NW,Washington,DC,20007,1996,Supermarket/Grocery Store,Supermarket,"70,474","33,752",16,464,463.1,"1,148","1,146","1,693",50,"1,982,090","3,123,722","50,172",,,Whole Building,Whole Building,38.92093428,-77.07161524
PM3507393,1299_1059,3507393,The Observatory of Georgetown,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2111 WISCONSIN AVE NW,THE OBSERVATORY OF GEORGETOWN,3,2111 Wisconsin Ave NW,Washington,DC,20007,1988,Multifamily Housing,Multifamily Housing,"129,773","129,773",1,101,100.5,279,279,"1,562",12,"6,269","3,152,789","22,874",,,Whole Building,Whole Building,38.9181156,-77.0687315
PM3506588,1300_0532,3506588,Carillon House,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2500 WISCONSIN AV NW,CARILLON HOUSE LP,3,2500 Wisconsin Avenue NW,Washington,DC,20007,1954,Multifamily Housing,Multifamily Housing,"327,920","330,646",,75,73.9,133,131,"2,005",6,"12,862","2,507,664","161,887",,,Whole Building,,,
PM4014013,1300_1062,4014013,Sheffield Condominiums - Whole Bldg,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2320 WISCONSIN AVE NW,THE SHEFFIELD CONDOMINIUM,3,2320 Wisconsin Avenue NW,Washington,DC,20007,1980,Multifamily Housing,Multifamily Housing,"55,159","55,159",3,81,80.6,186,186,451,8,"1,882","781,393","17,783",,,Whole Building,Whole Building,38.9225447,-77.0729221
PM4156467,1301_0956,4156467,MidAtlantic - DC: eaves Glover Park,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,3850 TUNLAW RD NW,AVB GLOVER PARK LLC,3,3850 Tunlaw Road Northwest,Washington,DC,20007,1953,Multifamily Housing,Multifamily Housing,"170,582","122,850",46,77,76.3,137,135,771,6,"4,736","966,642","62,010",,,Whole Building,Whole Building,38.92508231,-77.07704753
PM4370543,1301_2407,4370543,Georgetown North Condo,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2600 TUNLAW RD NW,GEORGETOWN NORTH CONDO,3,2600 Tunlaw Road N.W.,Washington,DC,20007,1950,Multifamily Housing,Multifamily Housing,"70,000","70,000",13,62,61.8,178,176,535,8,"2,955","1,101,284","5,986",,,Whole Building,Whole Building,38.9238312,-77.0756976
PM4380807,1301_2753,4380807,The Archbold Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2725 39TH ST NW,THE ARCHBOLD CONDOMINIUM,3,2725 39th Street NW,Washington,DC,20007,1957,Other - Lodging/Residential,Other - Lodging/Residential,"53,671","53,671",,73,72.4,140,138,340,6,"2,180","477,078","22,976",,,Whole Building,Whole Building,38.925268,-77.078538
PM3994318,1317W_0011,3994318,4101 W St NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,4101 W ST NW,PARKCREST LLC,3,4101 W St NW,Washington,DC,20007,1926,Multifamily Housing,Multifamily Housing,"55,144","54,884",45,73,72.5,113,112,289,5,"2,266","280,837","30,219",,,Whole Building,Whole Building,38.91980585,-77.08050168
PM3994325,1317W_0020,3994325,2300 - 2308 41st ST NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2300 - 2308 41ST ST NW,PARKCREST LLC,3,2300 41st St NW,Washington,DC,20007,1927,Multifamily Housing,Multifamily Housing,"55,400","55,000",43,73,72.2,115,113,295,5,"2,573","293,855","30,254",,,Whole Building,Whole Building,38.92045394,-77.08048371
PM4372403,1318_2410,4372403,Phylmar Plaza,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,4100 W ST NW,PHYLMAR PLAZA CONDO,3,4100 W Street NW,Washington,DC,20007,1957,Multifamily Housing,Multifamily Housing,"60,736","61,000",10,75,74.7,182,182,486,8,192,"886,440","15,315",,,Whole Building,Whole Building,38.9192954,-77.0817628
PM3619434,13210815; 13210827,3619434,Georgetown University,3619434,Georgetown University,12/31/2014,In Compliance,3700 O ST NW,JESUIT COMMUNITY AT GEORGETOWN UNIV INC,2,3800 Reservoir Road N.W.,Washington,DC,20007,1930,College/University,College/University,"80,094","4,642,757",,158,157.9,332,331,"67,780",15,"360,262","110,245,400","6,934,929","24,090,661","359,659,486",Whole Building,Whole Building,38.9076708,-77.0715752
DC13410861,1341_0861,N/A,,,,,No Report Received,2301 FOXHALL RD NW,FIELD SCHOOL THE,3,,Washington,DC,20007,,,Not Provided,"59,154",,,,,,,,,,,,,,,,,
PM4044593,1356_0857,4044593,The Palisade Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,4540 MACARTHUR BLVD,PALISADES LLC,3,4540 MacArthur Blvd NW,Washington,DC,20007,1954,Multifamily Housing,Multifamily Housing,"56,032","51,800",100,10,10.2,32,32,71,1,"1,997","155,346",,,,Whole Building,Whole Building,,
PM1030454,1374_0850,1030454,Somers Hall,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2100 FOXHALL RD NW,THE GEORGE WASHINGTON UNIVERSITY,3,2100 Foxhall Road NW,Washington,DC,20007,2001,Residence Hall/Dormitory,Residence Hall/Dormitory,"271,712","74,541",58,73,72.4,166,165,547,7,"4,327","940,529","22,111",,,Whole Building,Whole Building,38.917669,-77.089187
PM2494497,1374_0850,2494497,West Hall,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2100 FOXHALL RD NW,THE GEORGE WASHINGTON UNIVERSITY,3,2100 Foxhall Road NW,Washington,DC,20007,2010,Residence Hall/Dormitory,Residence Hall/Dormitory,"271,712","139,591",23,100,100.3,229,229,"1,408",10,"3,635","2,412,278","57,588",,,Whole Building,Whole Building,38.917366,-77.092011
PM2688469,1374_0850,2688469,Ames Hall,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2100 FOXHALL RD NW,THE GEORGE WASHINGTON UNIVERSITY,3,2100 Foxhall Road NW,Washington,DC,20007,2011,College/University,College/University,"271,712","58,039",,50,49.9,119,118,303,5,146,"536,723","10,789",,,Whole Building,Whole Building,38.917366,-77.089862
PM4498146,1448N_0805,4498146,Sibley Hospital Medical Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,5215 LOUGHBORO RD,LUCY WEBB HAYES NATIONAL TRAINING SCHOOL SIBLEY MEMORIAL HOSPITAL,3,5215 Loughboro Road NW,Washington,DC,20016,2011,Medical Office,Other,"115,352","140,606",,225,224.6,440,439,"2,784",20,"5,659","4,011,391","179,259",,,Whole Building,Whole Building,,
PM3981395,1467_0882,3981395,4910 Mass. Ave. NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,4910 MASSACHUSETTS AV NW,WC AND AN MILLER DEVELOPMENT COMPANY,3,4910 Massachusetts Ave. NW,Washington,DC,20016,1986,Office,Office,"84,264","84,264",54,78,77.6,210,209,767,9,"1,710","1,515,437","14,113",,,Whole Building,Whole Building,38.94608065,-77.09779633
PM2996442,1499_0806,2996442,Washington College of Law,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,4801 MASSACHUSETTS AV NW,AMERICAN UNIVERSITY,3,4801 Massachusetts Ave. NW,Washington,DC,20016,1984,College/University,College/University,"319,892","195,000",,76,75,234,231,"1,980",10,"3,654","4,333,825",,,,Whole Building,Whole Building,38.94505064,-77.09495166
PM3500589,1579_0010,3500589,The Jenifer Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,4400 JENIFER ST NW,JENIFER STREET LIMITED PARTNERSHIP,3,4400 Jenifer Street NW,Washington,DC,20015,1972,Office,Office,"136,710","82,525",96,42,41.7,125,125,440,5,"1,590","933,909","2,571",,,Whole Building,Whole Building,38.95863203,-77.08652334
DC15800033,1580_0033,N/A,,,,,No Report Received,5255 WESTERN AVENUE NW,MAZZA FAMILY FRIENDSHIP HEIGHTS LLC,3,,Washington,DC,20015,,,Not Provided,"146,676",,,,,,,,,,,,,,,,,
PM2371586,1599_0024,2371586,Katzen Arts Center,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,3500 NEBRASKA AV NW,AMERICAN UNIVERSITY,3,4400 Massachusetts Avenue NW,Washington,DC,20016,2005,Museum,Other,"130,000","123,961",,244,243.4,460,460,"2,624",21,"5,787","3,702,748","175,655",,,Whole Building,,38.93909967,-77.08685306
PM1946550,1600_0001,1946550,Nebraska Hall,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,4400 MASSACHUSETTS AV NW,AMERICAN UNIVERSITY,3,4400 Massachusetts Ave,Washington,DC,20016,1959,Residence Hall/Dormitory,Residence Hall/Dormitory,"1,452,667","106,453",84,46,46.3,106,106,497,5,"1,602","853,399","20,087",,,Whole Building,,38.937416,-77.086811
PM3483049,1600_0001,3483049,American University Main Campus,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,4400 MASSACHUSETTS AV NW,AMERICAN UNIVERSITY,3,4400 Massachusetts Ave NW,Washington,DC,20016,1896,College/University,Mixed Use Property,"1,452,667","1,977,602",,116,111.5,261,256,"22,843",12,"103,528","38,650,113","979,971",,,Whole Building,,38.93909967,-77.08685306
PM4007432,1600_0006,4007432,Wesley Theological Seminary,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,4500 MASSACHUSETTS AV,WESLEY THEOLOGICAL SEMINARY OF METHODIST CHURCH,3,4500 Massachusetts Ave Nw,Washington,DC,20016,2013,Adult Education,Other,"167,406","138,577",,49,48.7,137,136,817,6,"3,362","1,656,501","11,357",,,Whole Building,Whole Building,38.939118,-77.085738
PM3442458,1601_0001,3442458,Foxhall Square,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,3301 NEW MEXICO AV NW,COLUMBIA REALTY VENTURE LLC,3,3301 New Mexico Ave NW,Washington,DC,20016,1973,Medical Office,Medical Office,"165,912","135,136",46,145,143.8,345,343,"2,044",15,"4,920","3,651,574","70,773",,,Whole Building,,38.93364844,-77.08518407
PM1443570,1601_0006,1443570,3201 New Mexico,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,3201 NEW MEXICO AV NW,THE AMERICAN UNIVERSITY,3,3201 New Mexico Avenue NW,Washington,DC,20016,1979,Office,Mixed Use Property,"162,058","100,918",,108,108.1,327,327,"1,441",14,"4,609","3,125,116","2,470",,,Whole Building,Whole Building,38.93310727,-77.0847478
DC16010010,1601_0010,N/A,,,,,No Report Received,3401 NEBRASKA AV,METROPOLITAN MEMORIAL METHODIST EPISC CHURCH TRUSTEES,3,,Washington,DC,20016,,,Not Provided,"57,474",,,,,,,,,,,,,,,,,
PM4007835,1601_2421,4007835,Fox Hall East Condominiums,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,4200 MASSACHUSETTS AVE NW,FOX HALL EAST CONDO,3,4200 Massachusetts Avenue,Washington,DC,20016,1972,Multifamily Housing,Multifamily Housing,"210,267","217,685",1,174,174.2,289,289,"2,903",13,"8,683","3,229,141","268,877",,,Whole Building,Whole Building,38.9348171,-77.0828442
DC16012423,1601_2423,N/A,,,,,No Report Received,4201 CATHEDRAL AVE NW,THE TOWERS CONDO,3,,Washington,DC,,,,Not Provided,"660,200",,,,,,,,,,,,,,,,,
PM3628787,1601_2424,3628787,Sutton Towers Condominiums,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,3101 NEW MEXICO AVE NW,SUTTON TOWERS CONDO,3,3101 New Mexico Avenue NW #200,Washington,DC,20016,1980,Multifamily Housing,Multifamily Housing,"255,301","255,301",59,41,40.5,127,127,"1,383",5,"134,778","3,027,898",,,,Whole Building,Whole Building,38.9325798,-77.0848915
PM3993836,1601_2461,3993836,DC001 - Avalon at Foxhall,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,4100 MASSACHUSETTS AVENUE NW,Condominium #2461,3,4100 Massachusetts Ave N.W.,Washington,DC,20016,1982,Multifamily Housing,Multifamily Housing,"282,226","358,569",63,45,45.2,116,116,"1,807",5,"16,040","3,432,189","45,056",,,Whole Building,Whole Building,38.933535,-77.0818596
DC16560009,1656_0009,N/A,5100 Wisconsin Ave.,,,12/31/2014,No Report Received,5100 WISCONSIN AV NW,OURISMAN FLORENZ R,3,5100 Wisconsin Avenue NW,Washington,DC,20016,,,Not Provided,"99,790",,,,,,,,,,,,,,,,,
PM3512552,1657_0024,3512552,T09 - Western Bus Division,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,5230 WISCONSIN AV NW,WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY (WMATA),3,5230 Wisconsin Ave. NW,Washington,DC,20016,1909,Other,Other,"59,497","57,100",,315,315.6,507,507,"1,343",24,554,"1,410,412","131,617",,,Whole Building,,38.95852839,-77.08498542
