Condition,Rating,Review,Polarity,Name,label
Migraine Prevention,10.0,"""I have suffered with migraines from the age of 13. I used to get them as often as once a week lasting anywhere from three to five days. I have tried so many other medications to attempt to prevent my monster migraines but nothing worked. Been to chiropractors and tried massage therapy.  Countless visits to the ER and walk in clinics for injections of Demerol and Phenergan. Then I began seeing this new neurologist and he started me on Trokendi XR. I have been on it for 3 months and only experienced just one migraine which was my fault, I ate too much chocolate during the holidays, other than that Finally relief! For me Trokendi XR has been an answered prayer. Have not noticed any major side effects yet I take it at night, a little drowsiness.""",0.105113636364,Topiramate,2
Bipolar Disorder,10.0,"""Put simply, this stuff saved my life. I've been on nine meds to treat my suicidality associated with my ultra-ultra rapid cycling bipolar ii. the AAPS gave me tremors, seroquel made me a zombie, lithium made me suicidal, lamictal and saphris aggrivated my bulimia. My doc didn't want to use antidepressants for fear of driving me into mania. We thought we were out of options. I stumbled on topamax while looking at an NIH research study. I suggested it to my doc. he said, why the hell not? In three days my suicidality was gone, and I barely cycle at all any more. THIS IS A MIRACLE DRUG.""",0.183333333333,Topiramate,2
Migraine Prevention,10.0,"""helps me to sleep and a lot less head akes""",-0.166666666667,Topiramate,2
Migraine Prevention,10.0,"""I fell four feet backwards off of a straight truck and whacked the back if my head off of a concrete parking lot and gave my self a concussion. Long story short, I have had a rough go at the post concussion symptoms and the migraine/cluster like headaches have played a MAJOR role. Theres days where I just lay around in the dark and do nothing. The pounding just takes over and that's all that matters. You are not even you anymore. I was prescribed Topamax on Nov.18th and started one week on 25mg. Nothing changed. Then two weeks on 50mg, again nothing changed. This is my third week on 100mg and I am FINALLY migraine free. The side effects do wear off after time. You just have to give this medicine time. Worth it.""",0.0677083333333,Topiramate,2
Obesity,10.0,"""Excellent!  My doctor has combined this with Phentermine and I average a healthy 1.75 lbs of weight loss per week without excercise (due to pulled hamstrings).  I do not take the Phentermine full dose, nor do I take it every day.  My doctor follows me closely and I pay close attention to how I feel and go by instinct.  My overall health and well being is more important than losing weight.  I am very cautious and choose the right foods e.g., protiens, green veggies, lots of water, fruits and fiber.  I am sure to get proper rest to stay mentally sound.  Losing weight is good for me, but is taxing on my body and I am going to do what I have to in order to develop healthy long term habits (which take at least 30 days to develop).""",0.250595238095,Topiramate,2
Trigeminal Neuralgia,10.0,"""Works well with combine with medical Marijuana. I take them at night 2 in the morning. It let's me be able to sleeps at night. I wasn't able to lay down after a fail MVD operations. Since I started the Brand name topomax it help me a great deal.""",0.190740740741,Topiramate,2
Migraine Prevention,10.0,"""I am 19 year old active kid that exercises 4-6 times a week and suddenly after years of working out some migraines began in the gym that didn't go away for 3 months. All day everyday, constant migraines. I had to stop working out, got fat and lost all my gains. I started 25 mg topamax at the same time with chiropractic care  (found in neck x-ray abnormal lordotic curve) and started treatment every week. A week later of both of these combined, the migraines are finally gone! but my head still throbs except with no pain.. I am just happy I can finally exercise again, and stop hating life. (Got CT Scan and MRI of head before X-ray of neck, was clear {checked neck because it got stiffer a month into migraines} ) NO SIDE EFFECTS! :-)""",0.0993055555556,Topiramate,2
Obesity,10.0,"""I was prescribed topiramate for daily post-concussive headaches, and I also needed to lose weight.  The first three weeks were really rough, and I was unsure if I could take this medicine long-term.  I started off with 25mg the first week, 50mg the second, 75mg the third, then 100mg as my permanent dose.  I took it before bedtime as instructed, but I had next day drowsiness so bad that for three weeks I felt like I was going to face plant at any moment.  Also, the nausea was so bad that I barely ate.  Thankfully, both of these side effects stopped after about 3 weeks as did most of my headaches.  I've also lost 22 lbs in 2 months.  The best part is that it has given me control back in that I eat smart and don't have unhealthy cravings.""",0.0242857142857,Topiramate,2
Obesity,10.0,"""Before Topamax I used to suffer from chronic migraines I mean 3-4 migraines a week. Been on Topamax for nearly 3 weeks, day one 25mg instant appetite suppressant loss 18.7lbs in 2wks! Inches everywhere, food taste good just eat very little of i.t I'm never ever hungry but I enjoy cooking! I have energy, not bogged down with lots of medicines anymore and not one full migraine! I'm excited to lose weight it's actually very easy to eat healthy. Its all you crave and I was a sweet addict. No ugly side effects as described, not on this dosage. So I hope this has helped someone.""",0.23314484127,Topiramate,2
Bipolar Disorder,10.0,"""This pretty much saved my life. I've been on EVERYTHING (or so it seems) for major depressive disorder and when I was about 32 something wasn't adding up and I was diagnosed BP2. I tried Lamictal and I couldn't handle the headaches. The other BP medications all seem to cause weight gain so I'd stop taking them. I got a new doctor who said if I tried lithium she would give me a little Topiramate to help offset the hunger the lithium caused. Well, the topiramate seemed to help the BP2. So I've slowly worked up to 150/day topiramate along with wellbutrin and Lexapro. It's a GODSEND. 
Side effects: when titrating up at any point, tingly fingers or feet for a week but then goes away. Take at night because can make you sleepy. Hope FDA approves!""",-0.00551948051948,Topiramate,2
Migraine Prevention,10.0,"""I've read many of the poor reviews, and wonder how many refer to the generic version of Topamax. I can't use the generic version - it simply doesn't work for me, and I do recall more side effects. However, the brand name drug has been a lifesaver for me. I suffered with chronic daily migraine for over a decade before being placed on Topamax, and NO other drug helped. I was on beta blockers, calcium channel blockers, every medication for seizure disorders, and talk about side effects! They were horrific! I could barely function at work, missed lots of time, and essentially had no life. Topamax has made a major difference. I now have many fewer migraines, rarely contend with chronic daily migraine, and I've experienced no major side effects""",0.103298611111,Topiramate,2
Bipolar Disorder,10.0,"""This is a fantastic medication.  The day I was prescribed it and started taking it was nothing short of a miracle.  I had never heard of anything like it before.  I had been on and off trials of anti-depressants like Zoloft, Wellbutrin, Zypreza, etc for years and none of them did anything for me.  This was an entirely different class of medication and the new psychopharmacologist I had told me so before he gave it to me.  When it kicked in after several weeks I literally felt it one day while riding the bus.  I was trying to have one of those negative, anxiety-ridden feelings and a flush just came over me that downgraded that sensation.  The only drawback is that this medication completely stopped working for me after one and a half years.""",0.0188552188552,Topiramate,2
Migraine Prevention,10.0,"""I've suffered from chronic headaches/ migraines all my life and now being that I have finished  high school and moved to university the headaches would cause me to loose focus in university work. When my grades started to decrease I knew I had to do something about it. The doctors prescribed me Topamax (Topiramate). I've been taking this medication for about a year and I absolutely love it! Now I only get headaches once or twice a week, instead of every day. This medication helped turn dark, painful days to luminous ones!""",-0.0528205128205,Topiramate,2
