Condition,Rating,Review
Anxiety,10,"""I was put on Klonopin about 8 months ago...My bp would not come down with lisipril so the Dr put me on Klons, Valium, and Lexapro to stop whatever was going on... She stopped the valium but im still on the lexapro and klons...Im prescribed 90 klons 1mg a month and 60 10mgs lexapros a month...Well those didnt work but the lexapro and klons did with my anxiety  but now im on Azor 10/40 again to try to get it down...Anxiety sucks and I dont wish it on my worst enemy... Well maybe...lol"""
Insomnia,5.0,"""I'm on klonopin 1mg 3x a day. Still can't sleep. I was put on Klonopin for anxiety years ago. My doctor added one pill at dinner to help sleep. Thus 1mg 3x a day. Still mind wonders and cannot sleep. I was put on Seroquel for insomnia. Worked well. Lost my insurance and job. Now back to being up all day and night. Seroquel without insurance is $15.50 a pill. Sleepless in Ohio."""
Bipolar Disorder,10,"""I've used it on and off for 15 years.  It works fast for my anxiety.  While I only use it infrequently, it has always been safe and effective."""
Insomnia,9.0,"""I have chronic insomnia, depression and anxiety. This is the only medicine that relaxes me so I can fall asleep. I take anywhere from 1-2mg about 3-4 nights a week. Works fast as I dissolve it under my tongue. No side effects in the morning. I have to be very careful when I take it in the day for my anxiety because it can make you very sleepy. This is the best medicine for insomnia."""
Anxiety,9.0,"""It works absolutely great for me, been about 4 months. I no longer have panic attacks when taking it. Unfortunately the Dr. only gives me 42- 1mg a month when dosed at 2x a day. I just noticed that one. I will run out before my visit Thursday and am taking one a day so I at least have some productive time. Supposedly it throws me happily manic and full on energy, but I'd rather be happily manic and running around cleaning things than being scared of everything, depressed and just all around unbearable to be near. Right now taking Effexor, Clonazepam, & Lithium. I am now pretty pleasant."""
Anxiety,10,"""Helps me have less panic attacks which helps me be less violent. No more non-stop fighting."""
Panic Disorder,2.0,"""I slept great but I became extremily sad and disconnected. I developed cold like symptoms; sore throat, congestion, dry mouth. I had to stop taking it. I was only prescribed 0.5 mg."""
Panic Disorder,10,"""I struggled with anxiety and panic disorder most of my life.  As a child, I was unable to eat in the cafeteria or read aloud because I hated to be watched by others.  Progressively it got worse, peaking when I graduated from college and got my real job.  Having tried Buspar, Effexor and Lexapro with no progress but a whole lot of weight gain, I gave up.  Finally my doctor offered me 0.5 mg Klonopin prescription and it has been life changing.  I have been taking it for about 8 months.  My only issue is that he is still suggesting another SSRI which I'm tired of trying.  Now he's suggesting Paxil which I don't want.  I just want to stick with what I know works right now which is 0.5 mg Klonopin as needed."""
Bipolar Disorder,10,"""I started taking Klonopin recently, and I'm mixing it with Vybriid and Lamictal. It helps so much. At night it takes the edge off. I take 0.5mg, sometimes 1mg to help me out more. I haven't had as bad of racing thoughts while I'm trying to fall asleep and I end up sleeping like a baby. The after effects is a little bit of groggyness but it's worth it. The only thing that bothers me is that I feel like smoking cigarettes after I take it. Overall, it's great and stops the mania as well as depression."""
Bipolar Disorder,10,"""Great."""
Panic Disorder,8.0,"""Been on Klonopin for 3 years.  Started with 0.5mg twice a day, but only took it in the morning.  Built up a tolerance and am now on 1mg every morning.  Anxiety is back and doc wants me to take 1.5mg to 2mg every morning.  Try to take an extra dose only when panic is close.  Afraid to keep increasing this medicine because I want it to work when I really need it."""
Anxiety,8.0,"""I took this for social anxiety disorder. During my time on clonazepam, I felt like I could go out and do things and enjoy things to a higher degree, and not feel afraid that others might judge or criticize me. Overall, I felt calmer as a person. Sadly, it is expensive and I am not on it anymore and the severe anxiety has come back."""
Panic Disorder,10,"""Excellent medication. It saved my life. I am a normal person again. The key to panic disorder is to find the adequate treatment for the severity of your condition. I took almost 5 years to find the adequate doctor and treatment, but I think that time and proper medications have cured this terrible disease."""
Anxiety,9.0,"""I suffer from a nagging sense of anxiety that shadows my every waking minute. This medicine has enabled me to live a normal life."""
Seizure Prevention,10,"""I have taken Klonopin for at least 20 years now and it is the only medication that prevents absences and myocloptic seizures. Sometimes I have breakthroughs but not often. I vary in my doses from 1 mg a day to 3 mg at times due to needing a little more or less. Since I have been on it for so long I am able to do this. I take it at nighttime because I cannot function during the day if I take it in the morning.  I think I have been on every seizure medicine there is and have had nightmare stories concerning them but Klonopin works the best for me. I believe every person is different and what works for one may not work for another. I do have to put up with occasional side effects like bouts of insomnia and breakthrough optical migraines."""
Night Terrors,9.0,"""I have suffered from insomnia and night terrors as long as I can remember. I took Zopiclone, over the counter medications for sleep that were helpful for the insomnia but not the night terrors. I was diagnosed with REM sleep disorder by a psychiatrist who prescribed Clonazepam. I started with 1mg at night, but found it was too much and had problems waking up. I vary now between 0.5mg and 0.75mg depending on my anxiety level going to bed. I cannot say what a difference it has made. My sleep terrors are all but gone (I still have them on occasion, but not every night), and I wake up feeling more alert than on the other medicines. It has been the most helpful for me."""
Insomnia,9.0,"""Recently, I'd experienced insomnia for 4 weeks. It'd made me literally nonfunctional at work and very easily irritable. My doctor prescribed 0.5 mg clonazepam per night. I have been taking it for 5 days now and it is doing miracles. My only concern is it's being habit-forming. I am not sure how long I should continue taking it. Regardless, I am very satisfied with it so far."""
