"","listing_id","Renovate1","EatIn1","FeeNo","Prewar1","Dining1","Dishwasher1","Marble1","HighCeiling1","Hardwood1","Deck1","Elevator1","LaundryNone","Cat1"
"65669","7002260","0","0","0","0","0","0","0","0","0","0","1","0","1"
"65672","7033000","0","1","1","0","0","0","0","0","1","0","1","1","0"
"65673","6966175","0","0","0","1","0","0","0","0","0","0","0","1","0"
"65675","7023448","0","0","0","0","1","0","0","0","0","0","1","1","1"
"65680","6989727","0","1","0","0","0","0","0","1","1","0","0","1","1"
"65681","6980188","1","1","1","0","0","1","0","0","0","0","0","1","0"
"65682","7047717","1","1","1","0","0","1","1","1","1","1","1","0","1"
"65683","7075701","0","1","1","0","1","1","0","0","1","0","1","0","0"
"65684","7068165","0","0","0","0","0","1","0","0","0","1","1","0","1"
"65687","7043578","0","0","1","0","1","1","0","0","1","0","0","0","0"
"65688","7057547","0","0","0","0","0","0","0","0","0","1","1","1","1"
"65689","7005694","0","0","0","0","0","0","0","0","1","0","1","0","0"
"65690","6974248","0","1","1","0","0","1","0","1","1","1","1","0","1"
"65695","7000864","0","1","1","0","0","1","0","0","1","1","1","0","1"
"65696","7040444","1","1","0","1","0","0","0","0","1","0","1","1","1"
"65697","7005555","0","0","1","0","0","1","0","0","1","0","1","0","1"
"65699","7044057","1","1","0","1","0","1","0","0","1","0","1","0","0"
"65702","6976686","0","1","1","0","0","0","0","0","0","0","1","0","1"
"65703","6959483","0","0","1","0","1","1","0","0","1","0","0","0","1"
"65712","7025205","0","0","1","0","0","1","0","0","0","0","1","0","1"
"65713","6987020","0","0","1","0","0","0","0","0","1","0","0","1","1"
"65714","7035433","0","0","0","0","0","0","0","0","0","1","1","0","1"
"65720","7037904","1","1","0","0","0","0","0","0","1","0","1","1","1"
"65721","6996031","0","0","1","1","0","1","0","0","1","1","1","0","1"
"65727","7080563","0","1","1","0","1","1","1","0","1","1","1","0","1"
"65728","6981146","1","1","1","0","0","1","1","0","0","0","0","0","0"
"65730","7044403","0","1","1","0","0","1","0","0","1","1","1","0","0"
"65732","7053176","0","0","0","0","0","0","0","0","1","0","0","1","0"
"65733","7048723","0","0","1","0","0","1","0","0","1","0","1","0","1"
"65734","7026172","1","0","1","0","0","1","0","0","1","0","1","0","1"
"65736","7009861","1","1","0","0","0","0","0","1","0","0","1","0","1"
"65738","7057117","0","0","0","1","0","0","0","0","0","1","1","0","1"
"65741","6973496","0","0","1","1","1","1","1","0","1","0","1","0","1"
"65743","7078359","0","1","0","1","1","0","0","0","0","0","1","1","1"
"65745","7004541","1","0","0","0","0","0","0","0","0","0","1","0","0"
"65746","6979519","1","1","0","0","0","1","1","0","1","0","1","1","1"
"65750","7064907","0","1","0","0","0","1","0","0","0","0","1","1","1"
"65755","6957597","0","1","0","0","1","1","0","0","1","0","1","0","0"
"65756","7082277","1","1","1","0","1","1","0","1","1","1","1","0","0"
"65757","7026169","0","0","1","0","1","0","0","1","1","0","0","1","1"
"65758","7042383","0","0","0","0","0","0","0","0","1","0","0","1","1"
"65759","7004652","0","1","0","0","0","1","0","1","1","0","1","1","0"
"65760","6986497","1","1","0","1","0","0","0","0","0","0","0","0","0"
"65761","7000119","0","0","0","0","1","1","0","0","1","0","1","0","0"
"65763","7050638","0","0","0","0","0","1","0","0","0","0","0","1","1"
"65767","7042994","0","0","0","0","0","0","0","0","0","0","0","1","0"
"65775","6967746","1","1","1","0","0","0","0","0","0","0","0","1","1"
"65776","7056434","0","1","0","0","0","1","0","0","0","0","0","1","1"
"65778","7040588","0","0","0","1","0","0","1","0","0","0","0","1","0"
"65779","7005971","0","0","0","0","0","0","0","0","0","0","1","1","1"
"65782","7007417","1","0","1","0","0","0","0","0","1","1","0","0","0"
"65785","7051178","1","1","1","1","0","1","0","1","1","0","0","1","0"
"65789","6980328","0","0","0","0","0","1","0","0","1","1","1","0","0"
"65790","7012709","1","1","1","1","0","1","1","0","1","0","0","0","1"
"65791","7006971","0","0","0","0","0","0","0","0","0","0","1","1","0"
"65792","6976124","0","1","0","1","1","1","0","1","1","0","1","0","0"
"65793","6958414","0","1","1","0","1","1","0","0","1","1","1","0","1"
"65795","7001142","0","0","0","0","0","0","0","0","1","0","0","1","0"
"65796","7019903","0","1","0","0","0","0","0","1","1","0","0","1","1"
"65799","7033768","0","1","0","0","0","0","0","1","0","1","1","0","1"
"65800","7061588","0","1","1","0","1","1","0","1","1","1","1","1","1"
"65801","7076688","0","1","1","0","0","1","0","0","1","1","1","1","1"
"65802","6998997","0","0","0","1","0","0","0","0","0","0","1","1","0"
"65803","7027043","1","0","0","1","0","0","0","0","0","0","0","0","1"
"65805","7068175","0","1","0","0","0","1","0","1","1","1","1","0","1"
"65807","7083814","0","1","1","0","0","1","0","0","1","0","1","0","1"
"65810","6973011","0","1","1","0","0","1","0","0","1","0","1","0","0"
"65812","6965427","0","0","0","0","0","0","0","0","0","0","0","1","0"
"65813","7053844","1","0","0","0","0","0","0","1","0","0","0","1","0"
"65816","6976742","0","1","0","0","0","0","0","0","0","0","1","0","1"
"65818","6981470","0","0","0","1","0","0","0","0","0","0","0","1","1"
"65819","6978510","0","0","0","0","0","0","0","0","0","0","1","1","0"
"65822","7081102","0","0","0","0","0","0","0","0","0","0","0","1","1"
"65828","6957498","0","1","0","0","0","0","0","0","0","0","0","1","0"
"65832","7034788","0","0","0","0","0","0","0","0","0","1","1","0","1"
"65833","7079193","1","0","1","0","0","1","0","0","1","0","1","1","1"
"65838","7047488","0","0","0","0","0","1","1","0","1","1","1","0","1"
"65839","6979551","1","1","1","0","0","0","0","0","1","0","1","0","1"
"65843","7074643","0","0","0","0","0","0","0","0","1","0","0","1","0"
"65846","6958210","0","1","0","0","1","1","1","0","0","0","0","0","0"
"65850","6952859","1","1","1","0","0","1","1","0","1","0","0","1","0"
"65852","7021269","0","0","0","0","0","0","0","0","1","0","0","1","1"
"65856","6958923","1","1","1","0","1","1","0","0","1","1","1","0","1"
"65859","7072490","0","1","1","0","1","0","0","0","0","0","1","0","0"
"65860","7015997","1","1","1","0","1","1","0","0","1","1","1","0","0"
"65864","6985406","1","1","1","0","0","1","0","0","1","1","1","0","1"
"65866","7008080","0","1","1","0","1","1","0","0","1","1","1","0","1"
"65867","7045919","0","0","0","1","0","0","0","0","0","0","0","1","1"
"65869","6989726","0","1","1","0","1","1","0","0","1","0","1","0","0"
"65871","7015076","0","1","1","1","0","1","1","0","1","0","0","1","0"
"65875","6999620","0","1","1","0","0","0","0","0","1","0","0","1","0"
"65880","7075696","0","0","0","0","0","0","0","1","0","0","0","0","0"
"65882","7078729","0","1","0","0","0","0","1","0","1","0","0","0","0"
"65889","7044070","1","0","1","1","1","1","1","0","1","1","1","0","1"
"65892","7010871","0","0","1","0","0","1","0","0","1","0","0","0","0"
"65893","7018664","1","0","0","1","0","1","1","1","1","0","1","0","0"
"65897","7032312","0","0","1","1","0","1","0","0","1","1","1","0","1"
"65899","7021106","1","1","0","0","0","0","0","0","0","1","1","0","1"
"65909","7049241","0","0","1","0","0","1","0","0","0","0","1","1","1"
"65910","6993040","1","1","0","0","0","0","0","0","0","1","0","1","1"
"65912","7068104","0","0","0","0","0","0","0","0","0","1","1","0","1"
"65913","7032832","0","0","1","0","0","1","0","0","1","1","1","0","1"
"65914","7029450","0","1","0","0","0","1","0","0","1","0","1","1","0"
"65915","7071145","0","0","1","0","0","1","0","0","1","1","1","0","1"
"65919","7063927","1","1","1","1","1","1","0","0","1","0","1","0","1"
"65921","7047079","0","1","0","0","0","1","1","0","1","0","1","0","0"
"65935","7050316","0","0","0","0","0","0","0","0","0","0","0","0","0"
"65937","6964899","1","1","0","1","1","1","0","0","1","1","1","0","1"
"65938","7062684","0","0","0","0","0","1","0","0","1","0","1","0","1"
"65940","6966077","0","0","0","0","0","0","0","0","0","0","0","1","1"
"65941","7003069","1","0","0","0","0","0","0","0","0","1","1","0","0"
"65943","7004544","0","0","0","0","0","0","0","0","0","0","0","1","1"
"65944","7069273","0","1","1","0","0","1","1","0","1","0","0","0","0"
"65947","7069055","1","1","0","1","0","0","0","0","1","0","0","0","1"
"65948","7079124","0","0","0","0","0","0","0","0","0","0","0","1","0"
"65950","7025372","0","1","1","0","1","1","0","0","1","0","1","1","0"
"65951","7045747","1","0","0","1","0","0","0","0","0","0","0","1","0"
"65952","7012108","0","1","0","0","0","0","0","0","1","0","0","1","1"
"65956","6967973","1","1","0","0","0","1","0","0","1","0","1","0","1"
"65958","6992643","0","0","0","1","0","0","0","0","0","0","0","1","1"
"65961","7068977","1","0","0","1","0","1","0","1","1","0","0","1","1"
"65963","7019193","0","0","0","1","0","1","0","0","0","0","0","1","1"
"65964","7058505","0","0","0","0","0","0","0","0","0","0","0","1","0"
"65966","7072473","0","1","1","0","0","0","1","1","0","0","1","0","1"
"65971","7069029","0","1","0","0","1","1","1","0","0","0","1","1","1"
"65980","6982372","1","1","1","0","1","1","0","0","1","1","1","0","1"
"65984","7044271","0","0","1","0","0","1","0","0","1","0","1","0","0"
"65986","7057518","1","1","1","1","0","1","1","1","1","0","0","0","0"
"65987","6978163","1","1","0","1","0","0","0","0","1","1","0","0","1"
"65988","6977609","0","1","0","1","0","0","0","0","1","0","0","1","1"
"65989","7043489","1","1","1","1","0","1","1","0","1","0","0","0","0"
"65990","6958835","0","1","1","0","0","0","0","1","1","0","1","1","0"
"65993","7073812","0","0","0","0","0","1","0","0","0","0","1","0","1"
"65994","6978794","1","1","0","0","0","1","0","0","1","1","1","0","1"
"65996","7004408","1","0","0","0","1","0","0","1","1","1","0","1","0"
"65999","6955276","0","1","0","1","0","1","0","0","0","0","1","0","1"
"66002","7029547","0","0","0","0","0","1","0","0","1","0","1","1","1"
"66004","6983845","0","1","0","0","0","0","0","0","0","0","0","1","0"
"66005","7074908","0","1","0","0","0","0","0","0","0","0","0","1","0"
"66010","7052245","0","0","0","0","0","0","0","0","1","0","0","1","1"
"66013","7019068","0","1","0","1","0","1","0","0","1","1","1","0","0"
"66014","6997335","0","1","1","0","0","1","1","0","1","0","1","0","1"
"66016","7014090","1","1","1","0","0","1","0","0","1","1","1","0","0"
"66017","7001666","0","0","0","0","0","0","0","0","0","0","1","1","0"
"66018","7013692","0","0","1","0","0","0","0","0","0","0","1","1","1"
"66019","7025634","1","1","1","0","0","1","0","0","1","0","1","1","0"
"66026","6969064","0","0","0","0","0","0","0","0","0","0","1","1","1"
"66028","7048816","0","1","0","1","0","1","0","0","1","0","1","1","0"
"66031","7005088","0","0","0","0","0","1","0","0","1","0","0","1","0"
"66032","6967155","0","0","0","0","0","0","0","0","0","0","1","1","0"
"66033","7039136","1","1","1","0","1","1","0","0","1","0","1","0","0"
"66036","6980425","1","0","1","0","0","1","0","0","1","1","1","0","0"
"66049","6983912","1","1","0","0","0","1","0","1","1","0","1","0","0"
"66053","6971878","1","0","0","0","0","0","0","0","0","0","0","0","1"
"66054","7041981","1","1","1","0","1","1","1","0","1","1","1","0","1"
"66059","7019242","0","1","1","0","0","0","0","0","1","0","0","1","0"
"66060","7048783","0","0","0","0","0","0","0","0","0","0","1","0","0"
"66061","7073756","0","1","0","0","0","0","0","0","0","0","1","0","1"
"66062","7004769","0","0","0","0","0","1","0","0","0","1","1","1","1"
"66065","7081187","0","1","1","0","0","0","0","0","0","1","0","0","1"
"66071","6986028","0","1","0","1","0","0","0","0","1","0","0","1","0"
"66074","6998198","0","1","0","0","0","0","0","0","0","0","0","1","1"
"66078","7051619","1","1","0","1","0","0","0","0","0","1","1","1","0"
"66080","6964379","1","1","1","0","1","1","0","0","1","1","1","0","1"
"66082","7059233","0","1","1","1","0","0","0","0","1","1","1","1","1"
"66087","7018464","0","1","0","0","0","1","0","0","1","0","1","1","1"
"66089","6970647","1","1","0","0","0","0","0","0","0","0","0","1","0"
"66093","6965877","0","1","0","1","0","0","0","0","1","0","0","1","0"
"66094","7059518","1","1","1","0","0","1","0","0","1","0","1","0","1"
"66095","6952184","0","0","1","0","0","0","0","0","1","0","1","0","0"
"66098","7061261","0","0","1","1","1","1","0","0","1","1","1","0","0"
"66102","7000850","0","1","1","0","1","1","0","0","1","1","1","0","0"
"66103","7017691","0","1","1","0","0","0","0","0","0","1","0","1","1"
"66104","7035016","0","0","1","1","0","0","0","0","1","0","0","1","1"
"66107","7068047","0","0","0","1","0","0","0","0","0","0","0","1","0"
"66108","7072502","1","0","0","0","0","0","0","0","0","0","0","1","1"
"66116","6992213","0","0","0","0","0","0","0","0","0","0","0","0","1"
"66119","6983985","1","1","0","0","0","1","0","0","1","0","0","1","0"
"66120","7079479","0","0","1","1","0","1","0","0","1","0","1","0","0"
"66122","6954957","1","1","0","0","0","0","0","0","0","0","0","1","1"
"66123","6980672","0","0","0","0","0","0","0","0","0","0","0","1","1"
"66125","7029376","0","0","0","0","0","0","0","0","0","0","0","1","0"
"66127","7061509","0","0","0","0","0","0","0","0","1","0","1","0","0"
"66130","7000283","0","0","0","0","0","1","0","0","1","0","0","1","0"
"66131","7009258","0","0","0","1","0","0","0","0","0","0","0","1","1"
"66135","7051344","0","0","0","1","0","0","0","0","0","0","0","1","0"
"66137","7002017","0","0","1","1","0","0","0","0","1","0","0","0","0"
"66142","7082273","0","1","0","1","0","1","0","0","1","0","1","0","1"
"66146","7029739","0","0","0","0","0","0","0","0","0","0","1","1","0"
"66150","6987007","1","1","0","0","0","0","0","1","0","0","0","0","1"
"66152","6980377","0","0","0","1","1","1","0","0","1","0","0","1","0"
"66154","6955188","0","1","0","1","1","0","0","0","0","0","0","1","1"
"66159","6985863","0","0","0","0","0","0","0","0","1","0","1","0","0"
"66162","7045428","0","0","1","1","0","0","0","0","0","0","0","1","1"
"66163","7026969","0","0","1","1","0","0","0","0","0","0","0","1","1"
"66166","6990812","1","1","0","0","0","1","0","0","1","0","1","0","0"
"66167","7070066","0","0","0","0","0","0","0","0","1","0","0","1","1"
"66170","7000458","0","0","0","0","0","0","0","0","1","0","0","1","0"
"66174","6954417","0","1","0","0","0","0","0","0","0","0","1","0","0"
"66175","7050226","0","0","1","1","0","1","0","0","0","1","1","0","0"
"66177","6967497","0","0","0","0","0","1","1","1","1","0","1","0","0"
"66178","7054556","0","0","1","1","1","1","0","0","1","0","1","0","1"
"66183","6978588","0","1","0","0","0","0","0","1","0","0","1","0","0"
"66185","7043810","0","0","1","1","1","1","0","0","1","1","1","0","0"
"66188","7069880","0","0","0","0","0","0","0","0","1","0","0","0","0"
"66193","7019982","0","0","0","0","0","0","0","0","0","0","0","1","1"
"66194","6975395","0","1","1","0","1","1","1","0","1","1","0","0","1"
"66197","6991901","0","1","1","0","1","1","1","0","0","0","1","0","1"
"66198","7060800","0","0","1","0","0","0","0","0","1","0","1","0","1"
"66199","7079914","1","1","1","0","0","1","0","0","1","0","1","1","0"
"66204","7014743","0","0","0","1","0","0","0","0","0","0","0","1","0"
"66205","6988951","0","1","0","0","0","1","1","1","1","0","1","1","0"
"66207","7013585","1","0","0","0","0","0","0","1","1","0","1","1","0"
"66210","7005043","1","0","0","0","0","1","0","0","1","0","1","0","0"
"66212","6978151","0","1","0","1","0","0","0","0","0","0","0","1","0"
"66213","6955718","0","0","0","0","0","0","0","0","0","0","0","1","0"
"66215","6958913","1","0","0","1","0","1","0","0","1","0","1","0","1"
"66216","6953782","0","1","1","1","0","1","0","1","1","0","0","0","1"
"66221","6977122","1","1","1","1","0","0","0","0","0","0","1","0","0"
"66222","6981712","0","1","0","0","0","0","0","0","0","0","1","0","1"
"66223","7081765","0","0","0","0","0","0","0","0","1","0","0","1","1"
"66226","6978721","0","0","1","0","0","0","0","0","1","0","1","0","1"
"66229","7030952","0","0","0","1","0","1","0","0","1","0","0","0","0"
"66231","7020906","0","1","0","0","0","1","0","0","0","0","1","0","0"
"66236","6972586","0","0","0","1","0","1","0","1","1","0","1","0","1"
"66239","7050521","0","0","0","0","0","0","0","0","0","0","0","1","0"
"66246","7044480","0","0","0","1","0","1","0","0","0","0","1","0","1"
"66250","7051511","0","1","0","0","0","0","0","0","1","0","0","1","1"
"66256","7069654","0","1","1","0","0","0","0","0","1","1","1","0","1"
"66257","7018561","0","0","1","0","0","1","0","0","1","0","1","0","1"
"66262","7061030","0","0","1","0","0","0","0","0","1","0","1","1","0"
"66269","7014171","1","0","0","1","0","0","0","0","0","0","1","0","0"
"66270","6972285","0","1","0","1","0","1","1","0","0","1","0","1","1"
"66272","6952011","1","1","0","1","0","0","0","0","0","0","0","1","1"
"66277","7052718","1","1","0","1","0","1","1","1","1","0","1","0","0"
"66282","6991523","0","1","0","1","0","0","0","1","0","0","0","0","1"
"66285","6970637","0","0","1","0","0","1","0","0","1","0","1","0","0"
"66286","7069641","0","0","0","0","0","0","0","0","1","0","0","1","0"
"66287","7043971","0","1","0","0","0","0","1","0","1","1","1","0","1"
"66290","6958710","0","0","0","1","0","0","0","0","0","0","1","1","0"
"66294","6983159","0","0","1","0","1","1","0","0","1","0","0","1","1"
"66296","7028860","1","0","0","0","0","0","0","1","1","0","0","1","0"
"66301","6989597","0","1","0","0","0","0","0","0","0","0","0","1","1"
"66306","6970984","0","0","1","0","0","1","0","0","0","0","0","1","0"
"66308","7014052","0","0","0","0","0","0","0","0","0","0","1","1","1"
"66314","7065834","1","0","1","0","0","1","1","0","1","0","1","1","1"
