"","listing_id","interest_level","Positive.Affect","Space.Affect","About.Town.Affect","Character.Count"
"60268",7017863,"low",0,2,1,478
"60269",7025954,"low",1,1,1,549
"60276",7038296,"low",0,0,0,8
"60277",7020705,"low",0,1,0,225
"60278",6985892,"low",0,0,1,626
"60279",6956504,"low",8,2,4,1480
"60281",6989928,"low",2,0,1,588
"60282",7040000,"medium",3,3,0,770
"60285",7019835,"medium",2,3,0,330
"60288",6998345,"low",0,3,1,590
"60293",6970373,"low",3,1,1,557
"60295",7055009,"low",1,2,0,1096
"60298",7055693,"medium",1,1,1,479
"60309",6973967,"low",2,0,0,603
"60311",7083254,"low",4,7,3,857
"60317",6969687,"high",0,2,5,626
"60318",7013292,"medium",0,0,0,8
"60323",6994818,"low",0,1,2,474
"60327",7018648,"low",1,1,0,182
"60330",7067751,"low",1,1,1,570
"60331",7075672,"low",1,0,1,316
"60333",7060950,"medium",4,2,1,531
"60339",6969430,"medium",2,0,2,549
"60341",7036997,"low",1,2,0,268
"60343",7028730,"medium",3,2,1,546
"60344",6994333,"high",1,1,0,408
"60345",7040404,"low",1,0,1,245
"60346",6959548,"medium",3,0,3,828
"60349",7071368,"low",0,0,0,8
"60355",7023561,"medium",2,2,1,612
"60359",7018339,"low",2,1,2,569
"60364",6958495,"low",4,0,1,626
"60365",6968092,"low",5,0,1,1215
"60366",6988573,"low",3,2,0,565
"60371",7025275,"low",1,2,2,490
"60372",7018577,"low",3,1,2,458
"60377",7015312,"low",0,7,2,646
"60381",7044186,"medium",6,5,3,885
"60382",6987641,"low",1,3,0,234
"60384",7059541,"low",1,0,0,374
"60388",6953892,"low",1,2,3,880
"60389",7066250,"low",3,2,0,329
"60390",6978963,"medium",1,6,1,727
"60393",6955926,"low",1,1,1,655
"60394",7044153,"low",3,2,1,808
"60395",7046388,"low",1,3,1,903
"60397",7039612,"low",3,1,0,355
"60399",7036570,"low",3,1,1,380
"60406",6999525,"low",6,2,5,1917
"60409",7071163,"low",0,0,0,316
"60414",7060781,"medium",3,2,1,320
"60422",7077294,"low",1,0,0,105
"60426",7014619,"low",1,3,0,322
"60431",7009316,"low",2,4,0,531
"60432",6978264,"low",4,6,0,1029
"60434",7033983,"medium",2,0,0,290
"60436",7030077,"high",1,0,0,163
"60443",6970999,"medium",2,7,1,1214
"60449",7015608,"low",1,0,2,770
"60451",7010576,"medium",0,5,0,653
"60452",7021997,"medium",0,1,1,696
"60455",6977274,"low",1,0,0,247
"60458",6962716,"low",2,0,3,280
"60460",7062879,"low",1,0,3,877
"60461",6974762,"low",3,1,0,456
"60462",7039885,"high",2,1,0,177
"60466",7068980,"low",4,4,7,2395
"60480",7070678,"medium",5,2,2,1088
"60489",6957709,"high",0,0,1,504
"60491",6975204,"low",0,0,0,0
"60494",7062985,"high",4,2,1,748
"60496",7016466,"low",3,0,2,355
"60499",7028377,"low",0,0,0,438
"60501",7072642,"medium",3,1,0,189
"60506",6993457,"medium",2,7,2,1176
"60510",6958221,"low",2,1,2,495
"60517",7060787,"medium",7,3,2,558
"60519",7013520,"low",0,0,0,422
"60520",7068460,"medium",0,0,0,253
"60521",7066661,"low",2,1,1,840
"60522",6960488,"medium",4,4,1,702
"60523",7043046,"low",5,4,0,1482
"60524",7060583,"low",4,4,9,969
"60526",7066234,"low",3,0,2,863
"60528",6988019,"low",2,3,0,740
"60532",7023571,"low",0,2,2,704
"60534",7048131,"low",4,2,1,551
"60539",7048810,"low",6,4,1,1148
"60540",7067404,"low",3,0,2,366
"60541",7063824,"medium",3,2,0,472
"60543",7018386,"high",5,2,0,1489
"60545",7042330,"low",2,1,1,779
"60551",7024778,"low",0,0,1,437
"60553",6979963,"high",2,3,3,854
"60555",7080398,"medium",1,1,2,912
"60557",7029526,"high",2,5,0,737
"60561",7052349,"medium",1,0,1,616
"60564",7039257,"low",0,2,1,430
"60569",7061162,"low",1,3,3,740
"60570",6988491,"medium",1,1,2,897
"60572",7065626,"low",1,2,1,480
"60575",6968316,"medium",1,1,0,246
"60577",7004407,"low",0,1,0,485
"60581",7038849,"low",2,1,4,1061
"60583",6998093,"low",0,1,0,150
"60584",7046578,"low",1,2,0,777
"60585",7056095,"low",3,0,0,443
"60587",6955004,"low",3,2,4,573
"60588",7052313,"low",0,0,0,635
"60589",6959975,"low",1,2,0,661
"60591",7019905,"medium",1,1,0,169
"60601",7041245,"low",1,0,2,944
"60604",6966269,"medium",0,2,0,399
"60605",7071640,"high",0,1,1,332
"60606",7048081,"low",0,1,2,590
"60609",6995049,"low",0,0,0,132
"60610",6958234,"low",0,0,0,798
"60612",7076350,"low",2,0,0,458
"60615",6956814,"high",3,2,1,602
"60619",6970829,"medium",0,0,1,596
"60622",6964449,"medium",4,3,0,1088
"60624",7001740,"medium",1,0,0,225
"60625",6952949,"low",1,3,0,477
"60628",7014245,"low",1,1,1,764
"60630",7078977,"medium",2,2,1,757
"60633",7055731,"medium",4,4,3,746
"60634",7016679,"low",0,5,0,514
"60639",7049814,"low",3,0,0,838
"60640",7068218,"low",0,0,0,0
"60642",7017234,"medium",0,0,0,380
"60643",7033362,"low",1,4,1,785
"60645",6969646,"low",1,2,2,1140
"60646",6974874,"medium",2,4,4,1048
"60647",6994503,"medium",2,2,1,739
"60648",7009766,"medium",1,5,2,428
"60649",6963251,"low",2,0,1,228
"60652",7043337,"low",0,0,0,8
"60653",7289040,"low",4,0,0,298
"60654",6982808,"low",1,0,0,709
"60656",6970265,"medium",2,3,1,638
"60658",7041529,"low",3,3,4,1262
"60661",7046837,"low",2,3,0,657
"60663",7010743,"low",1,0,3,827
"60664",7000836,"low",0,0,3,691
"60665",7039611,"high",2,5,2,609
"60666",6964167,"medium",0,0,1,811
"60668",7000426,"low",3,2,4,806
"60670",6976701,"low",5,0,1,964
"60671",7058624,"low",0,2,1,550
"60675",7047159,"low",2,1,0,505
"60676",7006807,"low",1,1,2,591
"60681",6998023,"medium",3,2,1,319
"60684",7049694,"medium",4,2,1,1001
"60687",6952437,"low",2,3,1,710
"60688",6969554,"medium",1,1,1,559
"60692",6972809,"low",0,0,0,619
"60697",7009793,"low",0,1,0,1201
"60699",7005789,"low",2,0,1,527
"60701",7000921,"low",6,4,2,1117
"60704",6971185,"low",3,2,3,766
"60707",6996177,"medium",1,0,1,742
"60708",7026983,"low",3,2,1,417
"60713",7047378,"low",2,1,0,787
"60716",6999702,"low",3,4,0,863
"60717",6978429,"low",5,2,7,1710
"60720",7073009,"low",1,2,0,344
"60724",7082549,"medium",5,1,0,596
"60725",6966722,"medium",2,3,3,1820
"60726",7062261,"medium",4,4,2,699
"60728",7011775,"low",0,0,0,8
"60736",6983859,"low",0,1,0,278
"60737",6990538,"low",0,0,0,0
"60739",7002532,"low",1,4,3,1175
"60743",6983385,"high",3,2,4,601
"60754",6976353,"medium",1,7,2,1129
"60755",6981446,"low",2,1,1,552
"60760",7009043,"low",0,0,0,1
"60761",7006308,"low",0,0,2,620
"60762",6953401,"medium",5,2,2,857
"60764",7033952,"low",6,0,0,483
"60767",6952775,"low",7,1,0,1024
"60768",7083118,"medium",0,1,7,1174
"60769",6977626,"low",0,0,0,0
"60770",7070897,"low",0,2,1,1155
"60772",7042450,"medium",4,2,1,591
"60773",7044302,"low",2,3,3,708
"60774",7000622,"low",4,3,2,1138
"60776",7012246,"low",2,1,1,529
"60778",7023535,"medium",1,6,0,833
"60779",6952850,"low",0,0,0,24
"60782",6979973,"low",0,6,0,1091
"60783",6959811,"medium",5,6,1,786
"60789",6999384,"low",3,3,0,1042
"60792",6964647,"low",3,0,2,351
"60794",7069656,"low",0,1,1,1658
"60797",6953431,"high",3,8,2,692
"60800",6987949,"low",1,1,1,545
"60804",6969350,"high",0,0,0,493
"60805",7021392,"low",6,2,1,881
"60806",7028847,"low",1,5,1,651
"60807",6957423,"high",1,0,1,193
"60808",6994309,"low",2,2,1,750
"60809",7042049,"medium",4,3,4,831
"60813",7005443,"low",7,4,3,1124
"60814",7077885,"low",0,1,0,376
"60816",7053599,"medium",1,0,2,229
"60817",7035556,"low",0,0,0,0
"60822",6953034,"high",2,2,2,493
"60823",7081532,"low",3,4,3,1079
"60826",7019989,"low",2,0,1,563
"60831",7037425,"low",4,0,0,399
"60833",7066450,"low",3,0,5,1092
"60836",7046290,"low",0,0,0,0
"60837",6959496,"low",0,1,0,247
"60838",7060227,"low",0,3,2,754
"60842",7010082,"low",3,2,1,678
"60843",7016481,"low",0,3,0,366
"60844",7002367,"medium",0,2,0,324
"60845",6970106,"high",1,1,0,164
"60847",6982204,"low",1,0,2,950
"60848",7009966,"low",2,2,0,551
"60849",6981613,"medium",0,1,1,396
"60850",6953483,"low",0,0,0,8
"60852",7062005,"medium",3,1,0,292
"60853",7013604,"medium",1,1,0,1094
"60855",7001141,"low",7,2,2,1309
"60857",7078328,"medium",4,2,0,899
"60858",7064575,"low",6,2,2,861
"60859",6978198,"low",1,0,4,857
"60868",7073593,"medium",3,6,1,846
"60871",7032275,"low",5,5,1,643
"60873",6984016,"medium",1,0,2,250
"60878",6955442,"low",3,0,3,899
"60879",7043325,"high",1,0,2,348
"60880",6972448,"low",1,1,0,159
"60885",7040017,"medium",1,0,2,618
"60888",7002455,"high",2,1,1,378
"60890",6991762,"medium",2,1,2,242
"60894",7046420,"medium",2,1,0,368
"60896",7011147,"low",6,2,1,1263
"60898",7034437,"low",0,0,0,211
"60899",7064283,"low",3,0,0,689
"60901",6987884,"low",0,1,0,400
"60902",7055582,"low",0,5,1,592
"60903",7036838,"low",1,1,0,556
"60904",7055025,"medium",4,1,3,621
"60905",6979316,"low",3,2,1,691
"60906",7055424,"low",0,0,0,0
"60909",7053972,"low",3,2,2,1927
"60911",6957716,"low",2,3,1,757
"60912",7075572,"medium",1,5,1,953
"60914",6966641,"low",5,4,2,949
"60920",7028931,"low",5,0,0,490
"60922",7084263,"low",0,0,0,768
"60923",7024765,"medium",3,0,1,566
"60924",7045500,"low",3,3,0,720
"60925",6965525,"high",3,2,0,268
"60926",7011250,"low",1,0,0,273
"60929",7058872,"medium",0,1,4,1307
"60932",6999728,"low",4,3,1,795
"60934",7065405,"medium",1,1,1,873
"60937",6982077,"low",0,1,1,489
"60938",7056359,"low",3,1,1,753
"60939",7001351,"low",2,1,2,923
"60940",6985138,"medium",0,4,0,647
"60942",7003925,"low",1,1,0,158
"60947",7051711,"low",1,0,0,61
"60948",6967756,"low",2,3,2,1600
"60951",7016542,"low",0,1,0,127
"60953",6984049,"low",2,3,0,1056
"60955",6984914,"low",1,0,2,868
"60956",7050635,"low",2,1,3,545
"60963",6975157,"low",1,0,0,30
"60969",7054846,"medium",5,5,0,1041
"60970",7041976,"high",1,3,0,174
"60972",6966757,"low",2,4,0,587
"60975",7011068,"high",0,0,0,153
"60976",6958479,"medium",3,1,3,494
"60977",6964593,"medium",2,2,0,649
"60978",7069680,"low",5,4,2,714
"60984",6984365,"low",3,0,2,218
"60985",7069366,"low",1,0,2,840
"60986",7078072,"low",1,4,1,619
"60988",7004222,"medium",4,3,1,493
"60990",7050245,"low",1,3,0,514
"60992",6964498,"medium",0,0,0,720
"60994",6953155,"low",2,2,1,1072
"60998",7065052,"high",0,0,0,8
"61001",6990965,"low",0,0,0,224
"61006",7013946,"low",0,2,0,192
"61007",6973948,"low",1,3,0,692
"61009",7056699,"low",5,3,2,721
"61010",7051850,"low",1,0,2,788
"61011",6993678,"medium",4,7,4,957
"61012",7018323,"low",2,2,0,591
"61015",7084360,"low",0,2,0,269
"61018",7060517,"medium",2,0,1,401
"61024",7005127,"low",1,1,0,1489
"61026",6985380,"low",8,3,5,1518
"61027",7001123,"low",3,0,7,1759
"61030",6997267,"low",3,5,2,1230
"61033",7001632,"low",0,0,0,0
"61034",7035438,"low",0,0,0,0
"61038",6982288,"low",4,0,1,701
"61041",7037958,"low",4,0,2,676
"61043",6988560,"low",3,1,2,710
"61049",7050041,"low",1,2,1,1196
"61050",7074640,"low",1,0,1,378
"61051",6957027,"low",0,1,1,397
"61052",7033301,"low",1,2,0,651
"61054",7047671,"low",0,1,0,617
"61056",7013032,"low",1,0,0,495
"61057",7056433,"low",0,2,1,300
"61061",6976079,"low",2,3,2,657
"61063",6981986,"medium",3,4,2,970
"61066",7053104,"medium",0,2,0,203
"61067",6993740,"medium",1,1,4,845
"61068",7063477,"low",3,4,1,859
"61069",7083873,"medium",1,0,0,526
"61070",6963768,"low",0,0,0,0
"61076",6967795,"low",1,0,0,226
"61081",7010917,"low",3,1,0,365
"61082",7074018,"medium",0,2,0,789
"61088",6981049,"low",0,0,1,593
"61090",7065891,"medium",3,0,0,752
"61091",6969902,"low",2,2,4,869
"61093",7006113,"low",3,2,0,524
"61099",7001370,"medium",3,3,3,1185
"61102",7052791,"low",3,5,0,460
"61104",6982500,"medium",6,4,1,694
"61105",7073381,"low",0,0,0,1
"61111",7020231,"medium",3,3,0,309
"61114",7043427,"low",0,0,0,8
"61118",6982144,"low",3,4,3,1047
"61120",6993143,"low",3,2,0,575
"61121",6999448,"low",0,0,0,926
"61122",7031118,"low",1,0,1,791
"61128",7000083,"low",1,0,0,58
"61130",7079409,"low",0,0,1,422
"61134",7071566,"low",4,4,1,635
"61136",6990354,"low",0,2,0,509
"61137",7013303,"low",3,4,0,793
"61138",6952911,"high",0,0,0,726
"61139",7080996,"low",0,0,0,677
"61141",6959752,"medium",0,0,1,384
"61143",6969940,"medium",5,8,2,821
"61144",6996482,"low",1,6,2,589
"61146",6990431,"low",1,2,0,186
"61147",7015821,"medium",1,2,0,799
"61150",7054519,"low",0,2,0,789
"61151",6992852,"medium",1,1,1,782
"61153",6967474,"medium",5,0,3,1143
"61154",7061549,"medium",3,1,3,1084
"61155",6979792,"high",2,0,0,118
"61158",7007880,"low",2,2,1,813
"61160",7038033,"low",4,0,0,624
"61165",7013738,"high",1,2,1,600
"61166",6999458,"medium",2,0,1,1294
"61171",6969526,"low",2,2,3,673
"61180",7038531,"low",3,0,1,389
"61183",7283276,"low",0,2,2,416
"61185",6957846,"low",5,1,0,452
"61190",6976977,"medium",3,0,0,233
"61196",6985999,"high",2,3,0,892
"61197",7012904,"low",4,1,2,1351
"61201",6959394,"low",0,1,2,1083
"61202",7049713,"low",4,1,1,583
"61207",7045373,"medium",1,4,1,490
"61209",7079732,"low",0,0,0,8
"61211",7005651,"low",4,3,1,904
"61215",7074652,"medium",3,3,1,824
"61219",7069736,"high",2,0,0,706
"61220",7033960,"medium",1,0,1,135
"61221",6969669,"medium",3,3,1,947
"61227",7017359,"medium",5,1,4,1474
"61229",7066547,"low",1,3,1,888
"61230",6959964,"high",2,0,1,456
"61232",6993265,"low",6,0,2,1636
"61234",7021644,"medium",2,1,1,747
"61235",6985458,"low",2,0,1,711
"61236",6952041,"low",2,2,0,399
"61238",7026933,"low",7,5,10,1789
"61239",6999859,"low",0,1,1,655
"61240",6953559,"low",1,1,1,414
"61246",7017372,"low",3,2,1,1128
"61248",7045366,"high",1,3,2,628
"61249",7047247,"low",1,2,1,505
"61252",7029511,"low",3,2,3,567
"61253",7023750,"low",2,4,4,891
"61254",7007508,"high",0,6,3,914
"61255",7029198,"low",0,1,0,346
"61256",7062547,"low",0,1,0,349
"61259",7071241,"low",1,0,0,170
"61262",7020772,"low",0,1,1,112
"61264",7006871,"high",3,0,1,1041
"61265",7011729,"low",0,0,0,8
"61272",6999671,"low",0,2,0,562
"61275",6993629,"low",2,1,1,1134
"61277",7083149,"medium",1,0,0,240
"61280",7006982,"low",3,3,1,495
"61282",7027232,"low",0,2,0,259
"61284",6968875,"low",0,0,0,8
"61286",6952474,"high",1,0,3,1152
"61289",7009761,"low",1,2,0,368
"61291",6995996,"low",5,1,0,459
"61292",6963795,"low",0,1,0,192
"61293",6983258,"low",3,2,0,651
"61296",6984645,"low",0,1,0,456
"61298",7014165,"high",4,4,0,323
"61299",6998687,"low",3,0,0,284
"61304",6993809,"low",2,2,3,1751
"61313",7016173,"high",2,0,0,316
"61314",7068813,"low",1,2,2,494
"61315",7053310,"low",0,0,2,273
"61318",6959582,"medium",2,4,1,965
"61323",7027753,"low",4,2,4,2455
"61325",6980373,"medium",6,0,5,1082
"61327",7016686,"low",0,2,0,812
"61328",7043526,"low",3,3,0,750
"61329",7074603,"low",1,7,1,620
"61334",6964284,"low",5,1,4,1097
"61337",6987963,"medium",3,2,1,860
"61339",6975049,"low",0,0,0,0
"61340",7064779,"low",5,5,3,660
"61341",6974496,"medium",2,2,1,571
"61342",7005272,"low",3,0,0,337
"61343",6973487,"low",0,0,0,0
"61345",6960773,"medium",0,0,0,650
"61350",6967175,"low",0,0,0,228
"61354",6967445,"low",2,1,1,608
"61357",7015982,"high",0,2,0,813
"61359",7068447,"low",0,0,0,0
"61364",7021994,"low",3,1,5,1107
"61365",6992746,"low",3,2,1,488
"61366",7056064,"medium",0,1,0,351
"61367",7029454,"medium",1,5,5,840
"61368",6979366,"low",3,4,0,1042
"61370",7020656,"low",2,4,4,1412
"61374",7011878,"low",2,0,1,394
"61388",6970780,"low",0,0,0,759
"61393",6963168,"low",2,5,0,522
"61394",6971792,"low",1,1,2,818
"61396",7030877,"medium",1,0,0,282
"61404",6970759,"medium",3,1,0,557
"61405",7022644,"low",0,0,0,8
"61406",7059406,"medium",1,0,0,556
"61409",7037847,"medium",5,5,3,1041
"61410",7068582,"low",1,2,0,283
"61411",7064266,"low",0,0,0,8
"61414",7026710,"medium",3,3,3,836
"61416",7059954,"low",0,0,0,0
"61421",7083705,"low",4,5,2,539
"61423",7016910,"low",0,0,0,0
"61424",7052405,"low",2,5,2,817
"61430",7017867,"low",1,2,0,613
"61433",6969517,"low",5,7,2,2150
"61434",7048206,"low",0,1,0,439
"61437",6968182,"medium",2,1,1,686
"61438",6983683,"high",1,0,0,491
"61442",7059384,"low",1,3,1,977
"61444",7002400,"low",2,1,2,1536
"61445",7038128,"low",0,0,0,8
"61446",7071124,"medium",0,2,3,622
"61447",6972497,"low",4,0,0,525
"61449",7029828,"medium",3,0,2,636
"61453",7023804,"medium",2,3,1,473
"61455",6983935,"medium",0,1,2,1252
"61462",6978755,"low",0,0,0,24
"61468",7033619,"high",3,3,0,651
"61472",7004509,"low",3,3,2,816
"61474",6958924,"high",2,4,2,986
"61475",6982676,"low",3,6,4,654
"61476",6963467,"low",0,0,0,115
"61478",7058623,"low",1,0,0,53
"61480",6962477,"low",1,0,2,558
"61483",7076237,"low",3,2,7,1917
"61487",6986521,"high",3,5,2,872
"61488",6958374,"low",4,0,1,703
"61491",7037581,"low",2,2,0,565
"61494",7064221,"low",4,4,2,541
"61498",6965825,"low",0,1,0,267
"61500",7003573,"low",0,0,0,28
"61503",7019438,"low",3,5,1,692
"61505",7070033,"low",4,3,1,872
"61507",7067184,"low",3,4,2,599
"61509",7039966,"low",7,6,3,1348
"61510",6988037,"low",2,3,1,525
"61511",6969583,"medium",2,1,0,571
"61512",7017446,"low",0,0,0,217
"61517",7082834,"low",0,0,1,91
"61518",6996713,"low",4,8,2,716
"61520",7013446,"low",0,1,2,862
"61521",6991316,"medium",1,3,2,819
"61522",7057630,"high",2,4,0,798
"61525",7020264,"low",4,3,3,874
"61526",7074416,"low",3,1,3,917
"61528",7005393,"low",1,3,2,603
"61531",7022086,"medium",0,0,0,215
"61532",7062349,"low",1,1,0,468
"61535",7009373,"low",0,2,0,498
"61536",7068784,"low",1,1,0,435
"61537",6972227,"low",0,1,0,100
"61538",7031553,"medium",2,0,4,603
"61542",7068434,"low",2,0,0,132
"61543",7014818,"low",0,0,0,197
"61544",7058802,"low",2,5,2,442
"61546",7043486,"high",0,3,1,627
"61547",6956714,"low",3,1,2,668
"61549",6969485,"medium",3,3,2,754
"61550",7025787,"low",1,0,0,222
"61557",7071971,"medium",1,0,0,534
"61558",6973139,"medium",0,2,0,343
"61568",7069092,"low",2,5,1,1800
"61570",7053037,"low",0,0,0,8
"61572",7020974,"low",0,0,0,0
"61576",6991944,"medium",1,3,0,327
"61580",7077272,"low",6,3,4,2392
"61581",7080833,"low",2,3,1,713
"61583",7020074,"medium",4,4,1,659
"61584",7035115,"low",0,0,0,0
"61585",7025743,"low",3,3,1,744
"61586",7077938,"low",1,0,0,198
"61589",7079411,"medium",6,2,1,624
"61591",6998025,"high",3,2,1,490
"61595",7053018,"low",0,0,0,415
"61599",7028486,"high",1,0,1,276
"61601",7072603,"medium",1,1,0,83
"61602",6988289,"low",3,2,0,1297
"61605",6975999,"low",0,1,0,472
"61609",7025009,"low",1,1,1,516
"61615",6958201,"low",0,0,0,0
"61616",6962189,"medium",1,2,0,538
"61626",6964961,"low",3,1,2,579
"61627",6999460,"medium",2,1,4,1245
"61633",7007290,"low",2,0,1,595
"61635",7031205,"medium",2,2,0,657
"61646",6989565,"low",0,0,2,554
"61647",7043973,"medium",0,8,4,846
"61651",7007754,"low",1,5,0,442
"61656",6975547,"high",3,4,3,698
"61657",6957877,"low",0,0,0,0
"61658",6998856,"low",0,0,0,0
"61664",6955757,"low",2,3,0,898
"61665",7030318,"low",0,0,0,0
"61668",7028456,"medium",5,7,3,720
"61669",7016646,"low",0,1,2,654
"61672",7060933,"low",0,1,0,336
"61673",7042247,"low",3,4,1,1884
"61674",7030241,"low",1,3,1,217
"61675",7074619,"medium",2,4,4,699
"61677",6979100,"low",4,2,0,632
"61679",6957053,"low",2,1,0,104
"61682",7054456,"low",1,5,3,1983
"61683",7002112,"low",1,0,0,167
"61684",6966457,"medium",1,3,1,439
"61685",7059126,"low",2,7,4,1500
"61686",7073337,"low",3,2,2,1174
"61688",6957956,"low",0,1,0,168
"61689",6997193,"low",4,2,1,744
"61693",7004665,"low",0,0,0,187
"61697",6966246,"low",0,3,0,386
"61703",7071177,"medium",5,1,3,488
"61705",6995082,"medium",0,1,1,870
"61707",7014054,"medium",4,3,3,853
"61708",6991891,"low",1,1,1,544
"61709",6967636,"medium",0,0,0,137
"61720",7078701,"low",1,0,0,154
"61721",6955253,"low",1,4,0,685
"61726",6985315,"low",2,1,1,456
"61730",7016453,"medium",1,2,0,801
"61731",6985221,"low",5,3,2,766
"61734",7008388,"low",3,0,4,1737
"61736",7064876,"low",0,0,0,0
"61739",7014839,"low",11,3,1,1120
"61741",7026244,"high",1,0,0,295
"61743",6957742,"low",0,0,0,8
"61745",6985825,"low",5,2,2,819
"61748",6979860,"medium",4,0,1,363
"61749",6953095,"low",1,1,2,726
"61751",7059966,"medium",0,0,0,0
"61752",7015469,"low",2,3,3,1647
"61758",7023930,"low",1,0,0,812
"61764",7019587,"low",1,1,1,853
"61770",7075037,"low",3,2,1,395
"61771",6969781,"low",0,2,1,915
"61773",7033683,"low",0,2,0,154
"61776",6973730,"medium",5,5,1,732
"61778",7031198,"low",0,1,2,1037
"61781",7045059,"high",0,1,0,141
"61785",6962366,"low",1,2,4,497
"61786",7079874,"medium",4,5,3,1447
"61789",6978351,"high",0,0,1,399
"61790",7080352,"low",5,4,1,1090
"61791",7076451,"high",4,2,2,743
"61792",7011655,"medium",7,1,0,1024
"61795",7078310,"low",4,3,1,1419
"61798",7044569,"medium",1,2,2,1841
"61800",7083983,"low",3,1,0,822
"61802",6965842,"low",0,1,2,1002
"61804",7034252,"low",5,4,1,1106
"61813",7075246,"low",0,1,1,563
"61815",7046043,"low",2,1,1,730
"61817",7043927,"medium",0,1,3,606
"61819",7038972,"medium",1,0,1,286
"61826",7053226,"low",0,0,0,429
"61828",7081960,"low",4,5,1,877
"61829",6989076,"medium",2,0,0,552
"61830",7035030,"low",0,0,0,0
"61832",6960091,"low",2,3,2,656
"61836",6967487,"low",0,0,0,93
"61841",7068333,"low",0,0,0,0
"61842",7049469,"medium",1,4,2,1053
"61845",6968023,"low",0,1,0,223
"61846",7073683,"low",0,1,0,601
"61848",7031304,"medium",4,0,2,970
"61849",7067708,"low",0,0,0,66
"61855",7007088,"low",0,0,0,125
"61859",6981677,"low",3,1,0,662
"61860",7041292,"medium",1,0,0,189
"61861",6970217,"high",1,2,5,659
"61864",7062868,"low",0,3,0,780
"61868",6988831,"low",1,0,0,249
"61872",7024570,"low",2,0,3,679
"61874",7039749,"low",0,3,2,455
"61876",7031071,"medium",1,2,0,771
"61879",6995706,"medium",4,2,2,1024
"61882",6962425,"low",0,7,2,845
"61884",7012808,"low",2,0,1,365
"61886",6982707,"low",4,0,4,761
"61887",7074084,"low",0,2,1,557
"61889",7002836,"medium",2,0,1,261
"61892",6964762,"medium",2,2,1,485
"61893",7013469,"low",0,0,0,8
"61895",6976459,"medium",2,4,3,922
"61896",7061689,"low",2,2,2,572
"61897",7056799,"low",0,0,0,0
"61898",6959066,"low",1,3,2,508
"61900",7070880,"low",2,3,1,604
"61901",7048751,"medium",7,3,2,1321
"61902",7001736,"medium",1,1,0,210
"61904",6972470,"low",1,3,0,605
"61906",7054692,"medium",0,0,0,523
"61908",6959639,"medium",1,2,1,480
"61909",7022961,"low",1,0,1,533
"61916",7002851,"low",0,1,1,347
"61917",6976371,"medium",4,3,1,835
"61920",6997672,"medium",6,2,2,590
"61922",7008053,"medium",3,0,0,437
"61923",6974341,"low",4,1,4,2081
"61925",7045236,"medium",3,0,0,241
"61928",6991050,"high",2,1,0,895
"61929",6966087,"low",2,0,0,505
