category,upcoming_meeting_date,group_reviews,group_members,upcoming_meetings,upcoming_address,past_meetings,upcoming_meeting_time,group_name
Outdoors & Adventure,Sun Feb 19,20,"2,251",2,"S 5th St. & S 5th Pl., Brooklyn, NY",154,12:00 PM,"NYC Cycling & Food - Brooklyn, NY"
Outdoors & Adventure,None,2,125,None,None,None,None,"I want to move to Paris! - New York, NY"
Outdoors & Adventure,None,None,None,None,None,None,None,"Pakistani Professionals Get-Together - New York, NY"
Outdoors & Adventure,None,4,None,None,None,None,None,"New York Hikers and Backpackers Club - New York, NY"
Outdoors & Adventure,Mon Feb 20,59,"2,405",1,"Ft. Washington Ave. between 178th St. and 179th St., New York, NY",676,10:00 AM,"New York Trail & Ultra Running - New York, NY"
Outdoors & Adventure,None,7,None,None,None,None,None,"Group for ALL Seasons! What to do in NYC in Fall/Winter - New York, NY"
Outdoors & Adventure,None,23,"1,710",113,None,None,None,"Adventure Outlet - New York, NY"
Outdoors & Adventure,Sun Feb 12,5,"1,804",9,,279,5:45 AM,"NY Outdoor Adventurers - New York, NY"
Outdoors & Adventure,Wed Apr 12,1,"1,508",6,"and Abu Dhabi, dubai",50,7:00 PM,"Travel Chicks NYC - New York, NY"
Outdoors & Adventure,Wed Feb 22,22,"1,251",9,"168 Delancey St (Cross Street: Clinton Street), New York, NY",163,7:00 PM,"New York Caving Meetup Group - New York, NY"
Outdoors & Adventure,Mon Feb 13,1,154,49,"172 1st St., Jersey City, NJ",None,7:00 PM,"West NY | Hoboken | Social Group 20s & 30s - West New York, NJ"
Outdoors & Adventure,Wed Feb 15,8,635,4,"476 Amsterdam Ave, New York, NY",137,8:00 PM,"Swiss Ski Club of New York - New York, NY"
Outdoors & Adventure,Sun May 14,9,"1,616",6,"East River Greenway entrance @ 60th St. & York Ave. , Manhattan, NY",236,9:00 AM,"Explore New York: Urban Cyclists - New York, NY"
Outdoors & Adventure,Sat Feb 11,6,125,7,Coming soon,None,7:00 AM,"Zora Escapes (New York Skiing and Sailing) - New York, NY"
Outdoors & Adventure,Mon Feb 20,10,446,3,"363 Greenwich Street, New York, NY",91,6:30 PM,"Sailors NYC - New York, NY"
Outdoors & Adventure,None,55,None,None,None,None,None,"NYC Sport Bike Riders - Brooklyn, NY"
Outdoors & Adventure,Wed Feb 22,4,239,1,"Columbus Cir, New York, NY",26,8:00 PM,"A Long Bicycle Ride with a View - New York, NY"
Outdoors & Adventure,None,9,None,None,None,None,None,"NYC Fly Meetup - New York, NY"
Outdoors & Adventure,Fri Feb 10,4,884,14,"900 Madison Ave , Hoboken, NJ",579,5:00 PM,"Hoboken Ski Club - Hoboken, NJ"
Outdoors & Adventure,Tue Feb 21,1,120,None,"119 East 27th Street, New York, NY",None,6:30 PM,"Happy Hour and International Volunteer Opportunity - New York, NY"
Outdoors & Adventure,None,10,None,None,None,None,None,"New York Outrigger - New York, NY"
Outdoors & Adventure,Tue Feb 14,8,327,39,"11-11 44th Drive, Long Island City, NY",231,8:15 PM,"Vedge: Northeast Vegetarian Rock Climbers and Adventurers - Long Island City, NY"
Outdoors & Adventure,Sat Apr 22,66,"2,017",3,"50 Camp Road , Blairstown, NJ",309,9:00 AM,"BLAZE >> Backpacking Gay Men of NYC - New York, NY"
Outdoors & Adventure,Mon Feb 13,10,790,12,,None,7:30 PM,"Travel minded professionals networking - Hoboken, NJ"
Outdoors & Adventure,None,6,475,54,None,None,None,"Brooklyn Bridge Park Bird Walks - Brooklyn, NY"
Outdoors & Adventure,None,47,None,None,None,None,None,"Sundance Outdoor Adventure Society - New York, NY"
Outdoors & Adventure,Sun Feb 19,57,"2,874",1,"Flushing Meadows Pedestrian Bridge & Roosevelt Ave, New York, NY",72,2:30 PM,"The New York Afternoon Hiking Meetup - New York, NY"
Outdoors & Adventure,None,1,None,None,None,None,None,"Indian Female Buddies - Jersey City, NJ"
Outdoors & Adventure,None,3,None,None,None,None,None,"Big Apple Bucket List - New York, NY"
Outdoors & Adventure,Sat Feb 11,10,382,5,,60,10:45 AM,"The Hammock Backpacking Group - New York, NY"
Outdoors & Adventure,None,9,None,None,None,None,None,"East Coast Travelers of the World - New York, NY"
Outdoors & Adventure,None,96,None,None,None,None,None,"Northeast Hiking, Climbing and Exploring - New York, NY"
Outdoors & Adventure,None,43,"1,174",230,None,None,None,"NYC Sea Gypsies - New York City's Dive Club - New York, NY"
Outdoors & Adventure,Fri Feb 17,29,968,8,"Bridge Street, Waitsfield, VT",406,6:00 PM,"The Miramar Ski Club - New York, NY"
Outdoors & Adventure,None,131,None,None,None,None,None,"New York Snowboarding Group - New York, NY"
Outdoors & Adventure,None,5,None,None,None,None,None,"! Black People Who Love Outdoors and Adventure NY - New York, NY"
Outdoors & Adventure,Sat Feb 11,5,"7,983",23,"440 9th Avenue, New York, NY","1,435",7:30 PM,"Fun Events in NYC (7,000+ members) - New York, NY"
Outdoors & Adventure,None,8,None,None,None,None,None,"SkiCouncilMeetup.com - NYC metro Ski & Snowboard club trips - New York, NY"
Outdoors & Adventure,Tue Feb 21,27,285,3,Coming soon,125,6:00 PM,"NYC Pilgrims on the Camino de Santiago - New York, NY"
Outdoors & Adventure,Sat Feb 11,4,970,1,,28,1:45 PM,"Outdoor Afro NY-NJ - New York, NY"
Outdoors & Adventure,Tue Feb 21,10,433,1,,47,7:00 PM,"Manhattan Flight Club - New York, NY"
Outdoors & Adventure,None,82,None,None,None,None,None,"Mosaic Outdoor Mountain Club             of Greater New York - New York, NY"
Outdoors & Adventure,Sat Feb 11,10,"1,323",13,"GPS Coordinate: 42.288917 -74.115214, Maplecrest, NY",290,10:15 AM,"Appalachian Mountain Club - Young Members - New York, NY"
Outdoors & Adventure,Wed Mar 1,2,"2,430",1,Coming soon,43,6:00 PM,"NYCers Who Love to Travel for 20s & 30s - New York, NY"
Outdoors & Adventure,Fri Feb 10,5,"5,843",29,"111 E 18th St (at Park Avenue), New York, NY","1,416",6:30 PM,"New York Hikes, Happy Hours & Outdoor Adventures: 20's-40's - New York, NY"
Outdoors & Adventure,None,12,"1,135",103,None,None,None,"Tent & Trails Outdoor Education Workshops - New York, NY"
Outdoors & Adventure,None,10,None,None,None,None,None,"The Legion of Osiris - Brooklyn, NY"
Outdoors & Adventure,Tue Dec 26,112,"2,157",196,,None,7:00 PM,"Formula 1 NYC Meetup - New York, NY"
Outdoors & Adventure,Sun Feb 19,11,"8,274",11,,394,7:00 PM,"NYC Chill Hiking, Camping, and Other Activities - New York, NY"
Outdoors & Adventure,Fri Feb 10,50,"2,987",35,,"1,224",7:00 PM,"Rock & Ice - New York, NY"
Outdoors & Adventure,Fri Feb 17,43,"2,361",2,"863 Main St, Stowe, VT",103,5:30 PM,"The Ski & Snowboard Club of New York - New York, NY"
Outdoors & Adventure,Fri Feb 10,13,"1,339",76,"330 West 40th street, (between 8th and 9th avenue), New York, NY",None,6:30 PM,"International Singles - 20's, 30's, 40's, 50's - New York, NY"
Outdoors & Adventure,Fri Feb 10,29,"2,877",80,"One East 70th Street, New York, NY",579,5:45 PM,"New York Adventure Club - New York, NY"
Outdoors & Adventure,None,1,None,None,None,None,None,"Fly Black Travelers & Global Citizens Meetup - New York, NY"
Outdoors & Adventure,Sat Feb 11,40,"4,152",4,"Read description., New York, NY",608,11:00 AM,"NYC Outdoors Club - New York, NY"
Outdoors & Adventure,None,18,None,None,None,None,None,"Mountain & Outdoor Bound - New York, NY"
Outdoors & Adventure,None,27,None,None,None,None,None,"NYC Asian Hiking, Outdoors, Food, Travel and Random Events - New York, NY"
Outdoors & Adventure,Sat Feb 11,225,"5,157",20,,"1,433",9:30 AM,"NY Hiking and Outdoor Adventure Group - New York, NY"
Outdoors & Adventure,Sat Feb 11,206,"8,941",32,"PA 61 & Broad St, Port Clinton, PA","1,116",8:30 AM,"Hiking & Nature Meetup - New York, NY"
Outdoors & Adventure,Sun Feb 12,33,"3,776",15,"33 Clarence D. Lane Road, Windham, NY",203,5:45 AM,"NY Ski & Snowboard Club - New York, NY"
Outdoors & Adventure,Sat May 6,178,"6,731",4,"54 Pearl Street, New York, NY","1,262",7:00 AM,"Shorewalkers - New York, NY"
Outdoors & Adventure,Sat Feb 11,135,"7,453",25,"Behind the firehouse, officically the Sloatsburg Municipal Office City Government Office  SAVE  NEARBY  SEND TO YOUR PHONE SHA, New York, NY","1,086",9:00 AM,"Appalachian Mountain Club New York-North Jersey - New York, NY"
Outdoors & Adventure,None,None,None,None,None,None,None,None
Outdoors & Adventure,Wed Feb 15,591,"25,287",65,Coming soon,"6,007",7:00 PM,"Hudson Valley Hikers - New York, NY"
Tech,None,19,"8,727",40,None,None,None,"Inside Startups Club - New York, NY"
Tech,None,12,"1,191",18,None,None,None,"NYC UX/User Researchers Meetup - New York, NY"
Tech,Tue Feb 21,45,"4,924",1,"247 S. 1st St (Btw Havemeyer and Roebling), Brooklyn, NY",61,6:30 PM,"Agile Experience Design - New York, NY"
Tech,Sun Feb 12,1,"1,006",10,"805 3rd Avenue, New York, NY",13,3:00 PM,"Full Stack Coding - New York, NY"
Tech,Sat Feb 11,14,"2,594",22,,81,12:30 PM,"Meteor NY - New York, NY"
Tech,Fri Apr 28,5,"3,590",2,Coming soon,52,9:00 AM,"NYC Algorithmic Trading - New York, NY"
Tech,Thu Feb 16,18,"1,561",16,,65,6:30 PM,"Official Unity NYC User Group - New York, NY"
Tech,Tue Jun 20,51,"6,258",1,"151 East Wacker Drive, Chicago, IL",162,8:00 AM,"New York MongoDB User Group - New York, NY"
Tech,None,3,608,10,None,None,None,"NY Women in VR - New York, NY"
Tech,None,2,"1,026",16,None,None,None,"Future of Data: New York - New York, NY"
Tech,Wed Feb 15,38,"2,856",26,,279,6:30 PM,"Volumetric Society of NYC - 3D, Telematics, Kinect, Emotiv + - New York, NY"
Tech,Wed Mar 1,1,567,2,"450 Lexington Ave, 4th Floor, New York, NY",1,6:00 PM,"AI, Machine Learning, and Chatbot Investing Meetup - New York, NY"
Tech,Mon Feb 13,4,938,12,"49W 33rd St. (Room 404, 4th Fl), New York, NY",None,5:00 PM,"Python for Data Science & Analytics - New York, NY"
Tech,Thu Feb 23,28,"1,874",1,"35 East 21st Street, New York, NY",105,7:00 PM,"Ember.js NYC - New York, NY"
Tech,Wed Mar 15,4,790,1,,29,6:30 PM,"Kx Community NYC Meetup - New York, NY"
Tech,None,31,"5,336",35,None,None,None,"IoT Central | NYC  (Internet of Things Events) - New York, NY"
Tech,Mon Feb 13,16,"1,679",10,"99 Madison Avenue, 15th Floor, New York, NY",97,6:30 PM,"New York Haskell Users Group - New York, NY"
Tech,None,26,None,None,None,None,None,"NY Information Security Meetup @NYInfoSecurity - New York, NY"
Tech,Thu Feb 23,13,"8,494",1,"45 W 18th St, 7th floor, New York, NY",61,7:00 PM,"Designers + Geeks New York - New York, NY"
Tech,Thu Feb 23,3,856,1,"225 Liberty Street, 31st Floor, New York, NY",15,6:00 PM,"New York Scala University - New York, NY"
Tech,Fri Feb 24,12,"3,534",1,"251 Mercer St., Room 109, New York, NY",21,6:00 PM,"Economics and Big Data - New York, NY"
Tech,Tue Feb 21,2,"1,925",4,"584 Broadway, Suite 510, New York, NY, New York, NY",21,6:30 PM,"ProductTank NYC - New York, NY"
Tech,Mon Feb 13,13,"1,976",1,"915 Broadway, 19th Floor, New York, NY",107,7:00 PM,"BitDevs NYC - New York, NY"
Tech,None,1,"1,134",9,None,None,None,"React Native NYC - New York, NY"
Tech,Tue Feb 21,25,"8,930",3,"101 Avenue of the Americas, 2nd Floor, New York, NY",58,6:30 PM,"Startup Grind NYC - New York, NY"
Tech,Tue Mar 7,1,469,1,"111 E 18th Street, New York, NY",12,7:00 PM,"Deep Dive into Python: Know Thy Interpreter - New York, NY"
Tech,Thu Feb 16,15,828,6,"625 6th Avenue, Floor 3, New York, NY",15,6:00 PM,"NYC Scrum User Group - New York, NY"
Tech,None,1,286,None,None,None,None,"Code For Democracy NYC - New York, NY"
Tech,Wed Feb 15,46,"4,709",3,"500 8th Avenue, Suite 901, New York, NY",203,6:00 PM,"NYC Open Data - New York, NY"
Tech,Wed Mar 29,8,"1,804",1,"584 Broadway, Suite 510, New York, NY, New York, NY",27,6:30 PM,"Product Thinking NYC - New York, NY"
Tech,None,6,"1,950",9,None,None,None,"New York Artificial Intelligence - New York, NY"
Tech,Wed Feb 15,9,"1,442",1,"222 Broadway, New York, NY",17,6:30 PM,"CUNY Tech Meetup - New York, NY"
Tech,Thu Feb 23,3,"3,371",10,"33 Irving Place, New York, NY",78,6:30 PM,"NYC Startup Community - New York, NY"
Tech,None,31,"3,130",87,None,None,None,"ny-scala - New York, NY"
Tech,Wed Feb 15,55,"4,758",1,"110 Fifth Avenue, 5th floor, New York, NY",58,6:00 PM,"NY Enterprise Technology Meetup - New York, NY"
Tech,Sun Feb 12,5,"1,530",2,"250 Vesey Street, New York, NY",40,11:00 AM,"Lesbians who brunch - LWT NYC - New York, NY"
Tech,Tue Feb 14,5,"1,551",1,,15,5:45 PM,"Code Driven NYC (a FirstMark Event) - New York, NY"
Tech,Thu Feb 16,8,"1,036",1,"110 William St, 28th floor, New York, NY",20,6:30 PM,"Go Language NYC - New York, NY"
Tech,None,3,"2,887",16,None,None,None,"NYC Javascript React Group - New York, NY"
Tech,Mon Mar 20,65,"7,978",22,,178,6:00 PM,"Beginner Programmers - New York, NY"
Tech,Tue Feb 28,42,"2,609",11,"32 Avenue of the Americas, 22nd Floor, New York, NY",76,6:30 PM,"ARNY - Augmented Reality New York - New York, NY"
Tech,Wed Feb 15,1,617,1,"350 West Broadway, New York, NY",None,6:00 PM,"Amazon Engineering NYC Tech - New York, NY"
Tech,Sat Feb 11,132,"11,425",4,,226,9:00 AM,"Girl Develop It NYC - New York, NY"
Tech,Sun Feb 12,26,"5,050",21,"270 Greenwich Street, New York, NY",119,1:00 PM,"NY JavaScript - New York, NY"
Tech,Tue Feb 28,7,588,2,"335 Madison Ave, New York, NY",15,6:30 PM,"NYC HoloLens Developers Meetup - New York, NY"
Tech,Wed Feb 22,8,"4,132",1,,29,6:30 PM,"Big Data Warehousing - New York, NY"
Tech,Thu Feb 23,7,"2,748",1,"32 6th Ave, New York, NY 10013, New York, NY",34,6:30 PM,"JavaScript.NYC - New York, NY"
Tech,Tue Feb 21,38,"1,965",1,"200 Broadway, 3rd Floor, New York, NY",48,5:00 PM,"CSNYC Education Meetup - New York, NY"
Tech,Wed Feb 15,3,"3,594",1,"101 Avenue of the Americas, 2nd Floor, New York, NY",50,6:30 PM,"DigitalOcean NYC - New York, NY"
Tech,None,8,"1,659",19,None,None,None,"Disruptive Technologists in NYC - New York, NY"
Tech,Tue Feb 14,2,"1,306",2,,14,12:00 PM,"Open Source Analytics - New York - New York, NY"
Tech,Sat Mar 4,15,"2,266",1,,42,9:30 AM,"NYC Women in Machine Learning & Data Science - New York, NY"
Tech,Mon Feb 13,28,"2,528",1,"201 Moore Street, Brooklyn, NY",59,6:30 PM,"Geo NYC - New York, NY"
Tech,Fri Feb 10,18,"2,543",94,"224 West 4th Street, Suite 250, New York, NY",564,7:00 PM,"fat cat FAB LAB - New York, NY"
Tech,Tue Feb 21,27,"7,006",1,"335 Madison Ave, New York, NY",69,6:30 PM,"New York Software Engineers (NYSE) - New York, NY"
Tech,Tue Mar 14,53,"4,832",11,"625 Avenue of Americas, 2nd Floor, New York, NY",108,7:00 PM,"NYC.rb - New York, NY"
Tech,Wed Feb 22,5,"1,877",1,"55 Fifth Avenue, New York, NY",37,7:00 PM,"NYC Ethereum - New York, NY"
Tech,Thu Feb 16,26,"1,344",7,"123 William Street, 19th Floor, New York, NY",76,7:00 PM,"LispNYC - New York, NY"
Tech,Mon Feb 27,55,"9,220",7,Coming soon,122,6:30 PM,"The New York City Java Meetup Group - New York, NY"
Tech,Wed Feb 15,4,808,1,"101 Avenues of Americas, 2nd Floor, New York, NY",12,6:30 PM,"New York Kubernetes Meetup - New York, NY"
Tech,Sat Feb 11,23,"4,055",46,"568 Broadway, New York, NY",314,2:00 PM,"Learn Python NYC - New York, NY"
Tech,Wed Mar 8,23,"4,829",9,"85 5th Ave, 4th Floor, New York, NY",78,6:30 PM,"NYC Technology Startups - New York, NY"
Tech,Sun Feb 12,24,"4,790",33,"388 Atlantic Ave, Brooklyn, NY",487,11:00 AM,"Hacker Hours - New York, NY"
Tech,None,14,"4,733",44,None,None,None,"Internet of Things (IoT) NY - New York, NY"
Tech,Tue Feb 14,2,"1,812",1,Coming soon,18,12:00 AM,"Prototyping User Experiences NYC Meetup - New York, NY"
Tech,Thu Feb 16,23,"5,347",1,"66 West 12th Street, New York, NY",35,6:45 PM,"Data Visualization New York - New York, NY"
Tech,Tue Feb 28,40,"5,582",1,"76 9th Ave, 4th Fl, New York, NY",48,6:00 PM,"Angular NYC - New York, NY"
Tech,Thu Feb 16,29,"4,478",3,"11 Times Square (42nd St. @ 8th Avenue), New York, NY",45,6:00 PM,"(NYVR) Virtual Reality NYC - New York, NY"
Tech,Wed Feb 15,1,"2,302",6,"1216 Broadway, New York, NY 10001, New York, NY",76,6:30 PM,"Product Management New York - New York, NY"
Tech,Wed Feb 15,39,"4,553",1,"350 5th Avenue, 21st Floor, New York, NY",72,6:30 PM,"NYC Nodejs - New York, NY"
Tech,Wed Feb 22,3,"2,742",24,"295 Madison Ave Fl 35, New York, NY",246,6:45 PM,"Byte Academy: Python, FinTech, Blockchain,Data Sci,  MedTech - New York, NY"
Tech,Thu Mar 23,2,"1,014",3,"30 W. 26th St. 7th Floor, New York, NY",6,6:00 PM,"VR & AR INVEST ! - New York, NY"
Tech,Thu Feb 16,52,"3,153",6,"22 South Street, Morristown, NJ",100,7:00 PM,"NYC / NJ Cyber Security Meet-Up - New York, NY"
Tech,Wed Feb 22,79,"7,925",1,"625 6th Avenue, Floor 3, New York, NY",80,6:30 PM,"New York Open Statistical Programming Meetup - New York, NY"
Tech,None,19,"3,535",28,None,None,None,"Huge UX Events - Brooklyn, NY"
Tech,None,19,"3,468",33,None,None,None,"UX + Data - New York, NY"
Tech,None,29,"4,141",39,None,None,None,"NY Hardware Start-up - New York, NY"
Tech,Mon Feb 13,20,"1,546",10,,46,7:00 PM,"iOSoho - New York City's largest iOS Engineer Meetup - New York, NY"
Tech,Wed Apr 5,132,"9,447",1,"401 Park Avenue South, New York, NY",501,7:00 PM,"The New York Python Meetup Group - New York, NY"
Tech,Mon Feb 13,31,"4,278",16,"11 Times Sq, New York, NY",60,2:00 PM,"NYC TechBreakfast - New York, NY"
Tech,None,65,"9,627",113,None,None,None,"NYC Machine Learning - New York, NY"
Tech,Mon Feb 27,10,"6,807",10,"11 Broadway, 2nd Floor, New York, NY",22,8:00 PM,"HackerNest NYC Tech Socials - New York, NY"
Tech,Wed Feb 15,4,"3,204",1,"1065 Avenue of the Americas, 15th Floor, New York, NY",30,6:30 PM,"Docker New York City - New York, NY"
Tech,Mon Feb 13,19,"3,888",1,"625 Avenue of Americas, 2nd Floor, New York, NY",37,7:00 PM,"NYC D3.js - New York, NY"
Tech,Mon Feb 13,5,"3,044",1,,24,6:30 PM,"New York Data Science Study Group - New York, NY"
Tech,Thu Feb 16,28,"3,835",1,,74,6:30 PM,"New York Android Developers - New York, NY"
Tech,Tue Feb 28,2,"4,812",2,"27 East 28th Street, 3rd Floor, New York, NY",50,6:30 PM,"Metis: New York Data Science - New York, NY"
Tech,Thu Feb 23,13,"3,384",1,"12 W 21st Street, 10th Floor, New York, NY",27,5:30 PM,"AWS New York | Official Meetup - New York, NY"
Tech,Thu Mar 9,32,"9,185",1,"837 Washington St, New York, NY",58,6:30 PM,"Tech in Motion: New York City - New York, NY"
Tech,Mon Feb 13,2,"2,991",3,"315 Hudson St , New York, NY",20,6:30 PM,"New York Data Science - New York, NY"
Tech,Thu Feb 23,3,732,1,"99 Madison Ave, 15th Floor, New York, NY",2,6:30 PM,"ThoughtWorks Tech Talks NYC - New York, NY"
Tech,Mon Mar 6,14,"2,799",12,"75 9th Avenue, New York, NY",25,5:00 PM,"Google Developer Group (GDG) NYC - New York, NY"
Tech,Thu Feb 16,57,"8,186",5,,171,6:30 PM,"Women Who Code NYC - New York, NY"
Tech,Thu Mar 2,116,"13,305",4,,129,7:00 PM,"The Product Group - New York, NY"
Tech,Tue Mar 7,503,"52,793",6,"566 LaGuardia Place at Washington Square, New York, NY",230,7:00 PM,"NY Tech Meetup - New York, NY"
Tech,Mon Feb 13,4,"3,074",16,"11 Broadway, Suite 260, New York, NY",105,6:00 PM,"Flatiron School Presents - New York, NY"
Tech,Tue Mar 7,7,"7,631",1,"111 East 18th Street, New York, NY",24,5:45 PM,"Design Driven NYC (a FirstMark Event) - New York, NY"
Tech,Tue Feb 28,3,"1,785",6,,2,6:30 PM,"Crowded Tech Jobs Meetup! - New York, NY"
Tech,None,None,None,None,None,None,None,None
Family,None,1,None,None,None,None,None,"NYC Upper West Side Mandarin Chinese Playgroup! - New York, NY"
Family,None,10,None,None,None,None,None,"Manhattan German Playgroup - New York, NY"
Family,None,9,None,None,None,None,None,"Pregnancy Fitness & Moms NYC Meet Up - New York, NY"
