"company","pro"
"IgnitionOne","Solid programmatic business"
"IgnitionOne",",Free lunch e.o. week, team support, benefits, beer taps, culture commitee, ping pong tables, bright and airy, excellent location, awesome execs"
"IgnitionOne",",Fun events"
"IgnitionOne",",Friendly environment, Opportunity to learn"
"IgnitionOne",",job culture"
"IgnitionOne",",Dog-friendly, beer in the cafe, catered lunches"
"Liberty Mutual","Pay, benefits, schedule options, people, atmosphere, development, advancement"
"Liberty Mutual",",Work Life Balance, benefits"
"Liberty Mutual",",Benefits, technology, flexible work arrangements"
"Liberty Mutual",",Free lunch often if you enjoy pizza, pay"
"Liberty Mutual",",vacation"
"Liberty Mutual",",Rewards, Incentives and bonuses"
"Liberty Mutual",",education, stellar benefits, personal growth"
"Liberty Mutual",",Impoving work life balance"
"Liberty Mutual",",Pay, vacation time"
"Liberty Mutual",",Working as a salary employee. Working on accounts that had a liason"
"COUPANG","free lunches, flexibility, casual workplace"
"COUPANG",",few coworkers, less drama"
"Connecticut College","Excellent benefits"
"Connecticut College",",Pleasant environment, enjoyable tasks"
"Connecticut College",",Decent retirement plan"
"Connecticut College",",Free food, great pay, good people."
"Connecticut College",",Freedom of time and being with family during times of crisis"
"Noble Energy","Very relaxed, no one holds you to a high standard"
"Noble Energy",",Good environment"
"Noble Energy",",Nice gym"
"Noble Energy",",People"
"Noble Energy",",Good"
"Noble Energy",",fair and just to employees"
"Noble Energy",",a desirable work environment"
"Noble Energy",",Excellent and balanced work environment."
"Noble Energy",",Great place to work if you have job security. Hire young and out of school."
"Noble Energy",",You're team gets invited to teambuilding events."
"Noble Energy",",Safety was number one."
"Noble Energy",",Flex Time. Great benefits. Good Salary."
"Stanford University","Great people. Highly intelligent people to work with. Great company."
"Stanford University",",Great resource and lots of talents"
"Stanford University",",Free transportation on campus"
"Stanford University",",Great benefits and lots of interesting things to do on campus (Lectures, art, events)"
"Stanford University",",Great benefits, fantastic work/life balance, steady paycheck"
"Stanford University",",collegial, friendly"
"Stanford University",",It's research"
"Stanford University",",gaining experience"
"Stanford University",",on site cafeteria; flexible schedule"
"Stanford University",",free Housing and Dining"
"Stanford University",",Support learning, challenging projects"
"Stanford University",",Benefits"
"Stanford University",",good breaks, friendly environment, making new friends, good relationship with the bosses"
"Stanford University",",Good Learning Experience"
"Proofpoint","Average salary and benefits"
"Proofpoint",",Great opportunity for a long term career"
"Proofpoint",",work life balance, best in class product, competitive salary"
"Fujitsu","Good to learn, Free certifications and trainings."
"Fujitsu",",Local consulting projects with less travel."
"Fujitsu",",Free events, Long Thanksgiving and Christmas breaks"
"Fujitsu",",Having good people to work with"
"Fujitsu",",Lots of work from home."
"Fujitsu",",some good people to work with"
"Fujitsu",",incentive"
"Fujitsu",",Working with many teams"
"Fujitsu",",Compensation might be good but if you have your job"
"Fujitsu",",good pay and bennifits and co van"
"Parsons","ESOP"
"Parsons",",Fun Co wrokers"
"Parsons",",Small company environment"
"Parsons",",Nice people whom normally keep to themselves"
"Parsons",",Flexibility, Good co-workers, low pressure environment"
"Parsons",",opportunity to travel, flexible working schedules"
"Parsons",",Good staff"
"Parsons",",They treat their employees well."
"Parsons",",Lots of team building cookouts, happy hours, game night"
"Parsons",",Professional Ethics & Proficiency"
"HMS","Paid weekly"
"HMS",",Sense of freedom"
"HMS",",the pot lucks, getting into the holidays"
"HMS",",Free employee meal"
"HMS",",Good experience if you have time to study regulations at night or on weekends"
"HMS",",Free lunch included"
"HMS",",free lunch and great benefits"
"HMS",",courteous personel"
"HMS",",great benefits"
"HMS",",Free Lunches, Flexible Hours"
"HMS",",Good for first time employees, Paid lunches"
"HMS",",10.25 free lunch we get from the company"
"HMS",",Work time and family time relationships"
"Salesforce","Free Lunch, Awesome ethnic groups (Boldface)"
"Salesforce",",Its very easy"
"Salesforce",",trusted to work independently"
"Salesforce",",amazing leadership"
"Salesforce",",Pay, benefits, discounts, free breakfast, VTO, fun workplace"
"Salesforce",",Great benefits"
"Salesforce",",Great Benifits"
"Salesforce",",Free coffee and snacks"
"Salesforce",",salary, stock, benefits, 3 weeks PTO to start, Volunteer time off (paid by company), free snacks"
"Salesforce",",Great pay, great structure, benefits were outstanding"
"The University of Chicago","perfect learning opportunities"
"The University of Chicago",",Professional development opportunities"
"The University of Chicago",",Although I was a temporary employee, I never felt that way, I was included in everything the office did."
"The University of Chicago",",Overall atmosphere"
"The University of Chicago",",Getting excellent mark on the Center's audits."
"The University of Chicago",",One hour lunch"
"The University of Chicago",",Training opportunities"
"The University of Chicago",",Customer service focus with hands on opportunities"
"The University of Chicago",",Higher learning."
"T-Mobile","Everything"
"T-Mobile",",benefits"
"T-Mobile",",Stock/Grants, Benefits for part-time employees"
"T-Mobile",",flexibility"
"T-Mobile",",Benefits/Pay"
"T-Mobile",",No Cap on commission"
"T-Mobile",",Good Work Culture"
"Applied Research Associates, Inc","Benefits are great"
"Applied Research Associates, Inc",",Company was like a family."
"Applied Research Associates, Inc",",Autonomy in working with the client"
"Applied Research Associates, Inc",",Medical Benefits"
"Applied Research Associates, Inc",",Medical benefits for my family"
"Applied Research Associates, Inc",",great retirement program"
"Applied Research Associates, Inc",",35 hours per week."
"Applied Research Associates, Inc",",Everything"
"Applied Research Associates, Inc",",nice facilities, good coworkers"
"Applied Research Associates, Inc",",good benefits"
"NYU Langone Medical Center","We get free breakfast lunch and snacks"
"NYU Langone Medical Center",",great staff"
"NYU Langone Medical Center",",great employee/employers"
"NYU Langone Medical Center",",none"
"Creative Apparel Concepts","Current employees, production supervisor"
"TEN-X","Culture, Compensation, work/life bakance"
"TEN-X",",Free Lunch every MWF, Loaded snack rooms, ping pong and basketball courts"
"ICF","Great experience"
"ICF",",Many different departments"
"ICF",",metro"
"ICF",",Good to start up"
"ICF",",Pay is a little more than minimum wage"
"ICF",",great work environment, great pay, awesome benefits"
"Vanguard","It was a place to fine a estable job"
"Vanguard",",Good benefits, good employee relations"
"Vanguard",",Free food, benefits, bonus/partnership, on site gym, on site health clinic"
"Vanguard",",Many"
"Vanguard",",The new ""enhanced"" benefit package is biased towards younger crew."
"Vanguard",",Learned different skills"
"Vanguard",",free lunch"
"Vanguard",",The day you leave that horrible place forever."
"Vanguard",",Create a hard work ethic."
"Vanguard",",Frre lunches, crew engagement and culture club"
"Vanguard",",Great place to work."
"MLB Advanced Media","fun work enviroment"
"MLB Advanced Media",",Employer paid medical, dental and vision."
"MLB Advanced Media",",Be around favorite sport and favorite team"
"MLB Advanced Media",",Relaxed environment"
"MLB Advanced Media",",Great Health benfits"
"MLB Advanced Media",",Free coffee. Friendly staff. Watch free MLB games"
"MLB Advanced Media",",Helpful and friendly staff, growing company"
"MLB Advanced Media",",Cool first job, People to talk sports with (if you're a sports fan), Overtime pay, overnight = cool co workers, free login to VOD content dependent on what dept you are in"
"MLB Advanced Media",",Get to say you work for MLB"
"MLB Advanced Media",",resources"
"MLB Advanced Media",",free coffee, you can say i work at mlb, cool office location"
"MLB Advanced Media",",you can say you work for major league baseball"
"MLB Advanced Media",",working in sports"
"UC Davis Health System","lots of free lunches and events for staff"
"UC Davis Health System",",Benefits and pay"
"UC Davis Health System",",Great benefits and including retirement."
"UC Davis Health System",",Industry leader in patient healthcare"
"UC Davis Health System",",excellent beneifts, staff is like family"
"UC Davis Health System",",gatherings"
"UC Davis Health System",",A paycheck"
"UC Davis Health System",",everybody was so nice"
"UC Davis Health System",",great benefits"
"UC Davis Health System",",friendships"
"UC Davis Health System",",free take class"
"UC Davis Health System",",EVERYTHING!!!!!"
"RIVERSIDE RESEARCH","a lot of free food"
"RIVERSIDE RESEARCH",",Honest, Hardworking, Dedicated"
"RIVERSIDE RESEARCH",",Lots of functions that feed the employee's."
"RIVERSIDE RESEARCH",",Free drinks, Work Enviroment, Nice hours, Nice benefits"
"RIVERSIDE RESEARCH",",Benefits"
"RIVERSIDE RESEARCH",",benefits, work environment"
"Realtor.com","Benefits"
"Realtor.com",",New state of the art facilites"
"Realtor.com",",stable, well paying job."
"Realtor.com",",compensation"
"Lawrence Berkeley National Laboratory","lay back"
"Lawrence Berkeley National Laboratory",",Great colleagues, excellent research experience"
"Lawrence Berkeley National Laboratory",",Benefits, views"
"Lawrence Berkeley National Laboratory",",Neat science problems, smart people"
"Lawrence Berkeley National Laboratory",",Salary, vacation, atmosphere, people"
"Lawrence Berkeley National Laboratory",",Great views, free shuttle"
"Lawrence Berkeley National Laboratory",",flexible timings, gorgeous location and excellent benefits"
"Lawrence Berkeley National Laboratory",",supportive supervisor, friendly co-workers"
"Lawrence Berkeley National Laboratory",",flexible timings, beautiful location and great benefits"
"Lawrence Berkeley National Laboratory",",Beautiful location and great benefits."
"Sparrow Health System","Mandatory training and test."
"Sparrow Health System",",The amazing people I work with (peers)"
"Sparrow Health System",",Good co workers, decent pay, no weekends, good with scheduling"
"Sparrow Health System",",NOTHING"
"Sparrow Health System",",Co-workers are generally great"
"Sparrow Health System",",people enjoyed working"
"Sparrow Health System",",The ability to assist in different tasks with knowledge to perform them accurately."
"Sparrow Health System",",Coffe shop and cafe"
"Sparrow Health System",",pay - close to home"
