"company","con"
"Wind Creek Hospitality",",healthcare"
"Wind Creek Hospitality",",Too many to name"
"Wind Creek Hospitality",",Managment has favor over people"
"Wind Creek Hospitality",",Office politics"
"Wind Creek Hospitality",",Difficult to advance."
"Wind Creek Hospitality",",always can be replaced"
"Wind Creek Hospitality",",amount of information"
"Wind Creek Hospitality",",lots of low men on the totum pole..."
"Viacom","Managememt not too much involved with policies"
"Viacom",",non-staff positions, time square location, sluggish business growth"
"Viacom",",long hours"
"Viacom",",The building is in the heart of Times Square which can be super stressful sometimes"
"Viacom",",multitude"
"Viacom",",none"
"Viacom",",hard to move up"
"Viacom",",Work environment hostile and juvenile, Not a lot of room for advancement, Hard to negotiate pay"
"Viacom",",Workig long hours during productions"
"DataXu","a very large amount of tedious work in a high-volume fast-pace environment."
"DataXu",",Tries to be cool, wants to be strict"
"DataXu",",we keep running out of milk for coffee. not sure why they can't just order more milk!"
"General Mills","long hours, hard planning time with family"
"General Mills",",35 degrees below zero in the warehouse"
"General Mills",",No time off"
"General Mills",",Old-fashioned, traditional business, slow-moving"
"General Mills",",Very early morning snow removal"
"General Mills",",Short Breaks and laid off after a year"
"General Mills",",Long hours."
"General Mills",",Team member dependent"
"General Mills",",Not a centralized IT shop when I was there. A lot of diffferent Technologies in different areas.."
"General Mills",",working overtime by demand"
"Invesco","Not anything"
"Invesco",",Contractor"
"Invesco",",pay and no room for growth"
"Invesco",",work/life balance, outsourcing department"
"Invesco",",salary to low"
"Invesco",",No Cons."
"Invesco",",None"
"Invesco",",Lack of advancement and it is based on favoritism, low pay."
"Invesco",",healthcare"
"Invesco",",time sheets"
"Invesco",",Political."
"Wunderman","salary less than average"
"Wunderman",",you clean up a lot of work that isn't yours, computer systems dying causing massive cleanup efforts, no one admits fault, hard to get anyone to solve problems"
"Wunderman",",low salary"
"Wunderman",",Often there were very long hours and the commute to New York City could be tiring."
"Wunderman",",none"
"Wunderman",",none"
"Wunderman",",long hours"
"Wunderman",",additional work is expected for no compensation for project managers"
"Wunderman",",Work hours can be harsh, little room for upward growth, lack of process"
"Wunderman",",became very corporate"
"Wunderman",",fast pace, ever changing, lack of consistency"
"IgnitionOne","Corporate mission could be better defined"
"IgnitionOne",",Unjust termination was not a rare occurrence"
"IgnitionOne",",The management only cares about the big picture and not individual employees"
"IgnitionOne",",None"
"IgnitionOne",",Upper Management is never there, Verrrry long days / commute made it my life"
"IgnitionOne",",no opportunities for advancement"
"Liberty Mutual","balancing time off with company policy"
"Liberty Mutual",",Corpororation"
"Liberty Mutual",",work/life balance depending on role"
"Liberty Mutual",",Work/life balance"
"Liberty Mutual",",work/life balance"
"Liberty Mutual",",Lots of Lay-offs, Job secturity is nill"
"Liberty Mutual",",n/a"
"Liberty Mutual",",Health Care benefits+Pension+401K match are reduced every two years, extreme amount of pressure on expenses, several rounds of layoffs."
"Liberty Mutual",",Everything else"
"Liberty Mutual",",Working long hours and sometimes weekends"
"COUPANG","depending on where you live it can be a lengthy commute"
"COUPANG",",short breaks"
"Connecticut College","Salaries only increase by small percentages with not merit increases."
"Connecticut College",",very quiet, not much social interaction"
"Connecticut College",",No respect for staff other that Faculty"
"Connecticut College",",You start as an on call employee so you are not guaranteed any hours a week."
"Connecticut College",",Hour long commute each way was getting tiring after 12 years. Also no more room for advancement"
"Noble Energy","Everyone is miserable, no data management, disorganized, very political, no room for advancement, talent and good work get you nowhere"
"Noble Energy",",far from home, but I love the company"
"Noble Energy",",Weak planning"
"Noble Energy",",Pay"
"Noble Energy",",Good"
"Noble Energy",",closing the ardmore location"
"Noble Energy",",staff reduced due to low commodity prices"
"Noble Energy",",I was hired for temp work."
"Noble Energy",",Socializing counts more than the quality of your work"
"Noble Energy",",Contractors on road to nowhere."
"Noble Energy",",But you don't get invited because you're not important."
"Noble Energy",",None"
"Stanford University","No comment."
"Stanford University",",Cost of living is too high"
"Stanford University",",Low pay and lack of advancement"
"Stanford University",",no room for advacement, growth is hard to come by"
"Stanford University",",some ""looting"" of staff from one project for another, so planning is disrupted"
"Stanford University",",It's research"
"Stanford University",",At times not able to take your full lunch"
"Stanford University",",advancement and politics; lack of innovation"
"Stanford University",",Have to resolve many conflicts"
"Stanford University",",Limited career advancement, High turnover, burnout"
"Stanford University",",Part-time short job for just the summer until I returned to school"
"Proofpoint","No 401K match, salary increases are below standard, parking is limited. Product management is B grade at best."
"Proofpoint",",Hired through a temp agency"
"Proofpoint",",no 401k match"
"Proofpoint",",everything"
"Fujitsu","High expectations and tight estimations which imbalances lives."
"Fujitsu",",Limited room for growth due to limited vision for expansion."
"Fujitsu",",Industry is not very exciting"
"Fujitsu",",Not be being able to reach help when needed"
"Fujitsu",",Ever changing priorities."
"Fujitsu",",management"
"Fujitsu",",monthly"
"Fujitsu",",Too many...no work life balance, frequent layoffs, bad managers..."
"Fujitsu",",have to work overtime and weekends and perform late night installs"
"Parsons","none"
"Parsons",",pay"
"Parsons",",Dependence on DOE funding for project"
"Parsons",",Management, teamwork"
"Parsons",",Low pay, work uncertainty"
"Parsons",",Sometimes hard to communicate with home office due to a 3 hour time diffrence"
"Parsons",",Lack of advancement"
"Parsons",",becuase it's such a large company, networking is challenging."
"Parsons",",I had to work every holiday because I was a contractor."
"Parsons",",Contract Ended, More Follow-Thru Funding Deficit"
"HMS","low pay"
"HMS",",Management"
"HMS",",QPA-watching everything you do."
"HMS",",The minimum wage is very low"
"HMS",",Health insurance deductible and copays unafordable"
"HMS",",Traveling distance"
"HMS",",Short on staff"
"HMS",",racism"
"HMS",",Short Breaks, Employee-Manager Dysfunction"
"HMS",",Other employees don't take their job seriously, Tough commute, Rough hours"
"HMS",",half hour break"
"HMS",",The pay was very low for me and the co-workers could be a challenge at best."
"Salesforce","I wish I was hired"
"Salesforce",",Non"
"Salesforce",",work life balance"
"Salesforce",",to much politics in mid management"
"Salesforce",",Opportunities not always available to well experienced individuals"
"Salesforce",",Sometimes lacks employee/manager relationship"
"Salesforce",",Culture"
"Salesforce",",IT lacks career development and highly political environment once you are in management."
"Salesforce",",Too much travel (nearly 90+%)"
"The University of Chicago","extended hours"
"The University of Chicago",",Located in HP"
"The University of Chicago",",Parking"
"The University of Chicago",",When one of the Center's member didn't want to work with the team."
"The University of Chicago",",Doesn't pay enough money"
"The University of Chicago",",Lay offs, budget cuts"
"The University of Chicago",",Young employee pool"
"The University of Chicago",",Hard to get perm. emp. at."
"T-Mobile","Warehouse closed and moved out of state"
"T-Mobile",",Management, outlook"
"T-Mobile",",stressful and not enjoyable"
"T-Mobile",",Quotas, but hey its a sales job you have to hustle!"
"T-Mobile",",commission"
"T-Mobile",",work/life balance"
"T-Mobile",",Constantly traveling"
"Applied Research Associates, Inc","Contract work, employee owned company need everybody seeking more contracts to bid on."
"Applied Research Associates, Inc",",Small company; not a lot of room to expand."
"Applied Research Associates, Inc",",Small ARA team with limited contact to corporate."
"Applied Research Associates, Inc",",Lack of Leadership"
"Applied Research Associates, Inc",",Long hours sometimes"
"Applied Research Associates, Inc",",work/life balance"
"Applied Research Associates, Inc",",health care"
"Applied Research Associates, Inc",",Subject to DoD Sequesters"
"Applied Research Associates, Inc",",culture"
"NYU Langone Medical Center","commute"
"NYU Langone Medical Center",",shopping in the area"
"NYU Langone Medical Center",",staff in fear of being fired"
"Creative Apparel Concepts","Dusty warehouse"
"TEN-X","Traffic"
"ICF","Poor Management"
"ICF",",commute"
"ICF",",My supervisor was on maternity leave when I started, and no one else on the team could answer salient questions regarding my role to my satisfaction."
"ICF",",You won' get telework on Monday and Fridat"
"ICF",",Very slim chance of gaining benefits"
"ICF",",on-call positions not eligible for benefits, large corporate structure can be overwhelming for some employees."
"Vanguard","healthcare too expensive"
"Vanguard",",None"
"Vanguard",",Not much room for advancement, low pay for industry"
"Vanguard",",None"
"Vanguard",",The new ""severance plan"" targets the not so young crew."
"Vanguard",",N/A"
"Vanguard",",short breaks"
"Vanguard",",Every single thing and person at Vanguard"
"Vanguard",",Work conditions, heat, outdated equipment."
"Vanguard",",Shortbreaks, healthcare and limited advancement"
"MLB Advanced Media","not a lot of full-time emplyees"
"MLB Advanced Media",",Distance from home"
