"company","position","salary","worklife","compensation","jobsecurity","management","culture","company.x","review","company.y","position","company.x.1","pro","company.y.1","con"
NA,NA,NA,NA,NA,NA,NA,NA,"American Electric Power (AEP)",",A typical day was challenging, because I dealt with irate customer as my main duty.  But I enjoyed the challenge involved in solving the issue of the customers.","Harvard Pilgrim Health Care",",Member Services Representative",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"American Electric Power (AEP)",",Identify module performance issues with testing equipment. Troubleshoot, debug and repair control and motor drives on tracker equipment. Perform voltage and current checks on AC/DC systems. Perform preventative maintenance on inverters and equipment","Dell","Event Coordinator",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"American Electric Power (AEP)",",Able to work alone or with a team in various locations","Dell",",Design, Lead",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"American Electric Power (AEP)",",Fellow co-workers enjoyable to work with","Dell",",Switchboard Operator",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"GrubHub",",I started working for GrubHub in Denver. I loved it most of the time. I made more than enough for what I needed. I was pretty much always busy but that's because the delivery zone. It is much more conducive for this service. ","Lam Research",",Manufacturing Quality Associate","Shell",",we got raises","Vencore",",None"
NA,NA,NA,NA,NA,NA,NA,NA,"American Electric Power (AEP)",",No support from upper management ","Dell",",IT Consultant",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"American Electric Power (AEP)",",No recognition from upper management","Dell",",Computer Repair Technician",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"American Electric Power (AEP)",",Top company to work for. All persons very well trained in all aspects. Excellent benefits. Always advancement opportunities. All equipment maintained and upgraded as needed. Excellent safety record.","Dell",",REC TSC / Sky Tech / Linux Subject Matter Expert",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"American Electric Power (AEP)",",Great place to work. I have spent over 15 years there. Main headquarters in Columbus, OH. Management truly cares about each employee. I would recommend working here to anyone.","Dell",",Technical Writer/Editor",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"American Electric Power (AEP)",",The work week is Monday to Friday unless you are on call. You get the training needed to do what you are assigned and management is mostly made of people who did the work they manage so they know what it is like to be out there working and are helpful when needed. The hardest part of the job is being out on call or during storms but is well compensated. The company is a family and help each other when needed","Intel",",Silicon Operations Program Manager","American Electric Power (AEP)",",Very good money, good people, and safe work enviroment","OUTFRONT media",",No flexible hours, Unrealistic monthly goals at times"
NA,NA,NA,NA,NA,NA,NA,NA,"American Electric Power (AEP)",",This is a great company to work for. Great IT company fun work atmosphere and awesome supervisors and coworkers. I really enjoyed working here","Dell",",Pro Support Specialist",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"American Electric Power (AEP)",",This job was very driven by how many phone calls you made per day- very numbers driven. You answer a ton of phone calls a day and work as if you are emergency personnell","Dell",",Forklift Operator",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"American Electric Power (AEP)",",I loved all my coworkers, would still be there if they wouldn't have laid off a bunch of employees, I was never fast at the 10 key but with being at AEP for so long I can now do over 10,000 key strokes","Dell",",Sales",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"American Electric Power (AEP)",",Participated in Cost Estimation Class 5, Class 4 and Class 2 to remediate applications and also various other dispositions. Analysis of effort model and data in the estimation sheet. Assist Project Manager in Project management Plan and Resource Planning","Dell",",Software Test Engineer",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"American Electric Power (AEP)",",Enjoyed the experience and training along with working with wonderful people. Good supervision and benefits, would recommend to anyone.","Dell",",Business Development Representative",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"GrubHub",",Then I had to move to California and I began working in Oakland. The delivery zone is super huge and spread out. People don't tip like they did in Denver. They game the system by saying they will tip in cash but they never do. They snatch their food and slam the door. With how spread out the zone is this is problematic. When its 5 out of 10 deliveries! They need to cut up the zone!! ","Lam Research",",Senior Electrical Engineer","Shell",",Travel","Vencore",",No professional growth"
NA,NA,NA,NA,NA,NA,NA,NA,"American Electric Power (AEP)",",AEP is great to work for and has great benefits. I only left because of medical reasons. The benefits were great as well. it's a large company but has a great work environment.","Dell",",Business Analysis Analyst",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"American Electric Power (AEP)",",Typical day to work would be anywhere from 10 to 12 hours a day from 6AM to 4 or 6PM depending on schedule. I learned how to put safety as first priority, lead group, proper decision making, computer systems, organize/inventory material, customer focus and etc.. Management was incredible never had worry about bosses breathing down your neck unless something is terrible wrong which never happened and raises were always on time. The folks I worked with were incredible, extremely knowledgeable, respectful, willing to learn and very reliable. The hardest part of the job is traveling but the per diem made that much easier. Being surrounded by good workers si what made that job the best.","Dell",",Global Program Manager1",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"American Electric Power (AEP)",",The units were in good shape coming up at that time and the work load was manageable. Enjoyed working there, the location the city, the area around the plant was great.","Dell",",Federal/G500 Account Manager",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"American Electric Power (AEP)",",Good people to work with ","Dell",",Data Encryption Analyst",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"American Electric Power (AEP)",",Lots of driving time and physical repetitious work","Dell",",Greenplum consultant",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"American Electric Power (AEP)",",Awesome benefits with pension plan","The Washington Post",",Newspaper Delivery","Levi, Ray and Shoup, Inc.",",large interesting company in a small company profile","Frontier Communications",",Very little compensation for off shift work which can be forced upon one by union stipulations"
NA,NA,NA,NA,NA,NA,NA,NA,"American Electric Power (AEP)",",My job was automated and there were only so many positions available.  I was offered a severance package.","Amedisys",",Business Office Specialist","Huawei","Nil","PerkinElmer",",alot"
NA,NA,NA,NA,NA,NA,NA,NA,"American Electric Power (AEP)",",Great place to retire","Intel",",Industrial Engineer & Lean Content Expert","American Electric Power (AEP)",",Living in Michigan","OUTFRONT media",",Horrible bosses"
NA,NA,NA,NA,NA,NA,NA,NA,"American Electric Power (AEP)",",I learned many new skills while working there. Co workers turned into great friends and management always got us the training we needed to perform our jobs","Dell",",Enterprise Support Chat",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"American Electric Power (AEP)",",Overall good company to work for, substation hours are great(4- 10hr days), culture needs improvement, management needs improvement, staffing needs improvement, benefits are good, good apprenticeship program.","Dell",",Regional Technical Specialist",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"GrubHub",",Everything takes forever to get to. Such wasted time in travel. ","Lam Research",",Field Service Engineer","Shell",",International assignments, opportunity to have a number of different Jobs, Ample Training provided, Flexibility to perform in different functions.","Vencore",",help desk not very helpful"
NA,NA,NA,NA,NA,NA,NA,NA,"American Electric Power (AEP)",",•	Traded hourly and optimized a diverse portfolio of generating units for one of the largest utilities in the United States.","Dell",",Global Commodity Manager",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"American Electric Power (AEP)",",I would answer calls and help customers with their bills, such as make payment arrangements, explain bill, handle power outage calls, open and close accounts,","Dell",",Senior Business Operations Analyst",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Net ESolutions Corporation (NETE)","I was given many opportunities at NETE that I otherwise might not have had access to.  Everyone was very friendly, collaborative, and willing to work together (sometimes long hours) to complete projects.  I am lucky to have been exposed and trusted with taking on new projects.","Bio-Rad, Inc.","Staff Admin Associate",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Net ESolutions Corporation (NETE)",",- The management is highly unorganized and has no flexibility whatsoever. ","Bio-Rad, Inc.",",Head of Global Operational Excellence",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Net ESolutions Corporation (NETE)",",- They ""ask"" you to come on weekends to help out with work. It is not ""required"" but everyone is worried that it is not a ""good look."" ","Bio-Rad, Inc.",",Technical Support Engineer",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Net ESolutions Corporation (NETE)",",- Stingy and greedy. They only care about making more money as a company and gives no attention to their employees. HR is supposed to be in charge of a lot of these things, but turn-over rate just within HR is crazy. Employees don't know the HR people and HR people don't take the time to know the employees. So, it's very awkward and unproductive.","Bio-Rad, Inc.",",Material Handler",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Net ESolutions Corporation (NETE)",",- No structure/philosophy/corporate value. Anything and everything that will bring in money, they will do. They don't care about your values/work-life balance.","Bio-Rad, Inc.",",Research Assistant",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Net ESolutions Corporation (NETE)",",- No structured performance review system. This may be good for some people, but for those who are rockstars, there is no motivation. Apparently you have to work your butt off to just get CEO's attention and then you will get promoted...after years.","Bio-Rad, Inc.",",Account Manager",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Net ESolutions Corporation (NETE)",",DO NOT WORK HERE.","Intel",",Staff Mechanical Engineer","American Electric Power (AEP)",",Competitive benefits, annual performance bonus, safety #1","OUTFRONT media",",Not a good balance when distributing the accounts"
NA,NA,NA,NA,NA,NA,NA,NA,"Net ESolutions Corporation (NETE)",",I used job as my step stone. Never planed to continue as a carrier. But learn a lot about marketing, sales & met lot of people.","Bio-Rad, Inc.",",Sr.Salesforce Consultant",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"GrubHub",",They do need to pay milage for between times. Like from the previous location to the next restaurant too. That is all a waste of gas. When you get to an old delivery and the restaurant refuses or is closed you just wasted gas and time and no compensation when it wasn't your fault! ","The Washington Post",",Distributor","Reed Elsevier",",Salary and ability to work from home","Bloomberg",",None"
NA,NA,NA,NA,NA,NA,NA,NA,"Genentech","Genentech was great to me. Good pay, nice people, relaxed but professional and intelligent people and culture.","Bio-Rad, Inc.",",Technical Writer",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Genentech",",Excellent company. GNE provides an ideal work atmosphere, has state of the art facilities, stellar coworkers, & sets you up for success.","Bio-Rad, Inc.",",Accountant",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Genentech",",I would only recommend working here if you have no job and are desperate. The whole time through the contact you are expendable and they will get rid of you right away. Contract based so you get no benefits. Free lunches here and there is cool. Job is tedious","Bio-Rad, Inc.",",Senior Field Service Engineer",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Genentech",",Has a greater reputation than what it is cut out out to be, too much work place politics. Sales Force software is NOT USER FRIENDLY.","Bio-Rad, Inc.",",Lead Material Handler - Production Technician",NA,NA,NA,NA
