,Source,gMag,gSent,gentity1,gentity1salience,gentity1type,gentity2,gentity2salience,gentity2type,gentity3,gentity3salience,gentity3type,gentity4,gentity4salience,gentity4type,gentity5,gentity5salience,gentity5type,gtopic1,gtopic2,gtopic3,gtopic4,gtopic5,id,lenArticle,lenGoogleAPIentities,lenGoogleAPItokens,lenTextRazorAPIcoarseTopics,lenTextrazorAPIentailments,lenTextrazorAPIentities,lenTextrazorAPIproperties,lenTextrazorAPIrelations,lenTextrazorAPIsentences,lenTextrazorAPItopics,tentity1,tentity1salience,tentity1type,tentity2,tentity2salience,tentity2type,tentity3,tentity3salience,tentity3type,tentity4,tentity4salience,tentity4type,tentity5,tentity5salience,tentity5type
719,cnnbasic,17.5,0.0,Alan Greenspan,0.7877769,PERSON,The American Dream,0.037104625,PERSON,man,0.011137224,PERSON,economy,0.0069433507,PERSON,Mickey Drexler,0.006743535,PERSON,United States,American Dream,New York City,Alan Greenspan,Politics,912918575,4761,6885,9522,651,1711019,91656,10197,312569,312569,29941,Alan Greenspan,0.7546,Agent,Gerald Ford,0.6358,Agent,Ronald Reagan,0.6202,Agent,Richard Nixon,0.5735,Agent,Donald Trump,0.5609,Agent
720,reutersbasic,4.5,-0.3,victim,0.12491354,PERSON,man,0.10508841,PERSON,taunts,0.06055487,PERSON,authorities,0.04513145,PERSON,man,0.04033688,PERSON,Criminal law,Human rights abuses,Law enforcement,Misconduct,Violence,921558627,2163,3418,4326,660,632982,33812,3067,136124,136124,28607,Donald Trump,0.4501,Agent,Barack Obama,0.3441,Agent,Facebook,0.3302,Work,Chicago,0.321,Place,American Broadcasting Company,0.2905,Agent
721,foxbasic,5.6,-0.4,veteran,0.23355038,PERSON,Steven Gern,0.13465661,PERSON,Steven Gern,0.12239191,PERSON,Iraqi,0.10338714,PERSON,Trump,0.035519388,PERSON,Fox News,Politics,Iraq,Donald Trump,National security,94017106,2439,2837,4878,659,868782,29490,3823,163395,163395,32542,Fox News,0.4488,Agent,Sean Hannity,0.4235,Agent,United States,0.3004,Place,Iraq,0.2989,Place,Eastern Time Zone,0.1818,
722,cnnbasic,11.4,0.0,CNBC. Trump,0.38228595,PERSON,Gary Cohn,0.18627687,PERSON,Goldman Sachs,0.068013325,PERSON,Wall Street,0.032164805,PERSON,Lloyd Blankfein,0.019123243,PERSON,Goldman Sachs,Donald Trump,Wall Street,Dodd–Frank Wall Street Reform and Consumer Protection Act,President of the United States,940994838,4533,6509,9066,659,1384298,86714,10391,270113,270113,41691,Lloyd Blankfein,0.909,Agent,Henry Paulson,0.8514,Agent,Goldman Sachs,0.8479,Agent,Robert Rubin,0.7503,Agent,Elizabeth Warren,0.6899,Agent
723,cnnbasic,2.8,0.1,concern,0.23638485,OTHER,United States,0.18435118,OTHER,North Korean,0.11848053,OTHER,missile,0.04337258,OTHER,missile test,0.034115043,OTHER,North Korea,2006 North Korean missile test,Weapons,War,National security,946486839,1795,3194,3590,656,585689,50024,4011,100765,100765,32217,Intercontinental ballistic missile,0.6827,,North Korea,0.5743,Place,Nuclear weapon,0.522,,Ballistic missile,0.5201,,South Korea,0.5068,Place
724,reutersbasic,7.5,-0.1,Super Bowl,0.1782565,EVENT,Donald Trump,0.15640382,EVENT,Airbnb,0.08762462,EVENT,America,0.05211308,EVENT,brands,0.050332595,EVENT,Advertising,Twitter,Super Bowl,Donald Trump,Super Bowl commercials,948501908,3157,5913,6314,663,875049,67892,7586,171803,171803,32769,Super Bowl commercials,0.7496,,Twitter,0.5586,Work,Budweiser,0.5151,Food,Anheuser-Busch,0.4815,Agent,Donald Trump,0.4625,Agent
725,reutersbasic,4.1,0.1,California Public Employees' Retirement System,0.10490921,ORGANIZATION,oil pipeline project,0.047823705,ORGANIZATION,investments,0.045312397,ORGANIZATION,Legislation,0.043586608,ORGANIZATION,companies,0.04250947,ORGANIZATION,CalPERS,Pipeline transport,United States,Bakken pipeline,Economy,948733314,2645,5181,5290,653,956191,58487,5033,146371,146371,32683,Wells Fargo,0.7293,Agent,Bank of America,0.6425,Agent,JPMorgan Chase,0.6079,Agent,Barack Obama,0.5696,Agent,CalPERS,0.5425,Agent
726,foxbasic,7.5,0.0,Ivanka Trump,0.49615476,PERSON,Donald Trump,0.15355971,PERSON,Nordstrom,0.057438508,PERSON,daughter,0.054665282,PERSON,thing,0.047734585,PERSON,Ivanka Trump,Retail,Donald Trump,Brand,Nordstrom,948981045,2583,3424,5166,661,1225862,40327,3923,166909,166909,27427,Neiman Marcus,0.6837,Agent,Facebook,0.5017,Work,Donald Trump,0.4884,Agent,T.J. Maxx,0.4697,Agent,Macy's,0.4388,Agent
727,foxbasic,9.7,0.0,Sessions,0.50755453,EVENT,Trump,0.122544736,EVENT,Senate,0.06748378,EVENT,Jeff Sessions,0.06633265,EVENT,Tim Scott,0.020626144,EVENT,United States Senate,Jeff Sessions,Republican Party (United States),Democratic Party (United States),Donald Trump,949629239,4576,6937,9152,653,1508692,69942,10923,275227,275227,37081,Jeff Sessions,0.9888,Agent,Republican Party (United States),0.6614,Agent,Ted Kennedy,0.638,Agent,American Civil Liberties Union,0.597,Agent,Coretta Scott King,0.5868,Agent
728,foxbasic,6.0,0.0,The Navy,0.13988297,ORGANIZATION,A-18 Hornet,0.063152164,ORGANIZATION,limits,0.026380425,ORGANIZATION,service,0.021839514,ORGANIZATION,officials,0.02114353,ORGANIZATION,United States Department of Defense,McDonnell Douglas F/A-18 Hornet,Navy,United States Armed Forces,United States Marine Corps,951953364,6014,9329,12028,659,2110549,93848,13927,351149,351149,34034,John McCain,0.8229,Agent,Budget Control Act of 2011,0.7866,,Fiscal conservatism,0.7363,,United States Marine Corps,0.7335,Agent,United States Department of Defense,0.6845,Agent
729,cnnbasic,10.5,0.0,Donald Trump,0.13644928,PERSON,Democratic Party,0.10674225,PERSON,candidates,0.042780917,PERSON,Republican Party,0.03663942,PERSON,party,0.034185298,PERSON,Democratic Party (United States),Republican Party (United States),Donald Trump,Tea Party movement,Hillary Clinton,956041944,6901,9973,13802,659,2808998,90317,14294,418758,418758,33223,Howard Dean,0.9811,Agent,Tea Party movement,0.8871,,Hillary Clinton,0.8492,Agent,Reince Priebus,0.837,Agent,Democratic Party (United States),0.8275,Agent
730,cnnbasic,8.0,0.0,Trump,0.35223466,PERSON,Mexican,0.24508378,PERSON,central bank,0.06326314,PERSON,Privacy Policy,0.026442058,PERSON,policies,0.026442058,PERSON,Donald Trump,Peso,Mexico,Central bank,Economies,97703938,1973,2614,3946,658,641267,45067,4131,124528,124528,23596,Central bank,0.5036,,Mexico,0.3951,Place,Currency,0.3187,,,,,,,
731,cnnbasic,12.1,0.0,Benjamin Netanyahu,0.5141589,PERSON,Israeli,0.0698417,PERSON,settlement,0.032033682,PERSON,West Bank,0.024207292,PERSON,Palestinians,0.022696447,PERSON,West Bank,Benjamin Netanyahu,"Amona, Mateh Binyamin",Israel,Israeli outpost,985544947,5681,8291,11362,661,1891993,106472,10991,343220,343220,40276,Israeli settlement,1.0,,West Bank,0.9671,Place,Benjamin Netanyahu,0.9649,Agent,International law and Israeli settlements,0.9229,,Avigdor Lieberman,0.9056,Agent
732,reutersbasic,4.7,0.0,Angela Merkel,0.2996538,PERSON,Germany,0.17189962,PERSON,Poland,0.14358297,PERSON,Jaroslaw Kaczynski,0.06894548,PERSON,European Union,0.049874745,PERSON,Angela Merkel,Nazi Germany,Poland,Law and Justice,European Union,9889901,4187,5996,8374,651,1503737,87421,10185,251672,251672,36187,World War II,0.806,Event,Angela Merkel,0.7562,Agent,Poland,0.7346,Place,Iron Curtain,0.6794,,Nazi Germany,0.6659,Place
733,cnnbasic,9.4,-0.3,Elijah Cummings,0.30030426,PERSON,Mike Flynn,0.21080133,PERSON,Nancy Pelosi,0.059408788,PERSON,Twitter,0.055804804,PERSON,account,0.027046943,PERSON,Twitter,Nancy Pelosi,The New York Times,Politics,Public sphere,-1003685556,2617,3768,5234,655,864450,38949,4261,155159,155159,32538,Twitter,0.6576,Work,The New York Times,0.5101,Work,BuzzFeed,0.451,Agent,Nancy Pelosi,0.4206,Agent,CNN,0.4155,Agent
734,cnnbasic,3.8,0.0,Neil Gorsuch,0.2944814,PERSON,Donald Trump,0.2557763,PERSON,Richard Blumenthal,0.22388262,PERSON,Judge,0.06136803,PERSON,Ron Bonjean,0.025400551,PERSON,Donald Trump,Twitter,President of the United States,United States Senate,Judge,-1005491394,5142,6066,10284,653,1946892,88127,10318,295467,295467,29329,Donald Trump,0.651,Agent,Richard Blumenthal,0.6111,Agent,Republican Party (United States),0.5924,Agent,Twitter,0.5884,Work,Judiciary,0.5471,
735,cnnbasic,4.1,0.0,Trump,0.2676351,PERSON,Mexican,0.09112484,PERSON,stock,0.06943592,PERSON,tequila,0.06252057,PERSON,taste,0.059239116,PERSON,Jose Cuervo,Economy,Tequila,Donald Trump,Mexico,-1015851074,1056,1735,2112,659,399543,27646,1753,69012,69012,23835,Mexico,0.3672,Place,,,,,,,,,,,,
736,foxbasic,11.2,0.1,Donald Trump,0.55614203,PERSON,Al Franken,0.11508721,PERSON,man,0.025441887,PERSON,psychiatrists,0.016820883,PERSON,anyone,0.01287617,PERSON,Donald Trump,Mental disorder,Mental health,Abraham Lincoln,Winston Churchill,-1019000927,3982,6242,7964,655,1163606,58509,8347,232927,232927,32368,Mental disorder,0.5793,Disease,Donald Trump,0.5491,Agent,Mental health,0.545,,Abraham Lincoln,0.4951,Agent,Major depressive disorder,0.4744,Disease
737,cnnbasic,1.7,-0.3,Donald Trump,0.18399486,PERSON,Rosie Ayliffe,0.08914265,PERSON,mother,0.08442561,PERSON,White House,0.068797335,PERSON,death,0.041217305,PERSON,Politics,Human rights abuses,Abuse,Injustice,Human rights,-1027049871,2158,3467,4316,656,547155,31758,4446,121801,121801,38587,Islamic State of Iraq and the Levant,0.5086,Place,CNN,0.3568,Agent,Donald Trump,0.3565,Agent,Muslim world,0.3305,Place,United States,0.3162,Place
738,cnnbasic,11.4,-0.2,Donald Trump,0.4031852,PERSON,Sidd Bikkannavar,0.24117719,PERSON,matter,0.03342534,PERSON,countries,0.027479993,PERSON,Muslim,0.02130768,PERSON,U.S. Customs and Border Protection,Social media,Privacy,Islam in the United States,United States,-1029815479,4088,5240,8176,659,1983730,48907,6382,275776,275776,42947,Facebook,0.6992,Work,Twitter,0.6122,Work,United States Department of Homeland Security,0.6058,Agent,Donald Trump,0.5138,Agent,United States,0.4268,Place
739,cnnbasic,13.2,-0.2,Donald Trump,0.19663247,PERSON,Immigration and Customs Enforcement,0.081252,PERSON,administration,0.039392043,PERSON,Democratic,0.03818532,PERSON,administration,0.027095199,PERSON,Illegal immigration to the United States,Illegal immigration,Democratic Party (United States),Donald Trump,Immigration,-1038304069,6836,9657,13672,658,2734088,104585,15443,399668,399668,35094,U.S. Immigration and Customs Enforcement,0.7204,Agent,Donald Trump,0.621,Agent,Barack Obama,0.6084,Agent,Twitter,0.5413,Work,Texas,0.5329,Place
740,cnnbasic,9.2,0.1,United States,0.15519431,LOCATION,family,0.10609946,LOCATION,Sarmad Assali,0.09775792,LOCATION,relatives,0.06622751,LOCATION,Asalis,0.05923662,LOCATION,American Civil Liberties Union,United States,Government,Politics,Pennsylvania,-1043443029,3742,4956,7484,653,1222741,79947,5120,228293,228293,33793,American Civil Liberties Union,0.5872,Agent,Donald Trump,0.4593,Agent,John F. Kennedy,0.4007,Agent,Pennsylvania,0.374,Place,Syria,0.3697,Place
741,foxbasic,5.2,-0.3,Donald Trump,0.081504025,PERSON,case,0.053277742,PERSON,Noah Purcell,0.05121419,PERSON,9th U.S. Circuit Court of Appeals,0.04693144,PERSON,travel ban,0.04414457,PERSON,Donald Trump,President of the United States,Discrimination,Standing (law),United States,-1045164269,5715,7218,11430,651,2662300,83205,10620,355883,355883,35487,Donald Trump,0.659,Agent,Rudy Giuliani,0.6262,Agent,Separation of church and state,0.5716,,Religion,0.5666,,Terrorism,0.5473,
742,cnnbasic,19.6,-0.3,Donald Trump,0.2801343,PERSON,Immigration and Customs Enforcement,0.14208637,PERSON,immigrants.,0.10070504,PERSON,administration,0.027260901,PERSON,administration,0.013133485,PERSON,Illegal immigration to the United States,Illegal immigration,Donald Trump,U.S. Immigration and Customs Enforcement,Crime,-1047601405,10612,14416,21224,658,4040994,171383,22027,612707,612707,37257,U.S. Immigration and Customs Enforcement,0.8358,Agent,Donald Trump,0.6739,Agent,United States Department of Homeland Security,0.6578,Agent,Barack Obama,0.6524,Agent,Crime,0.5384,
743,reutersbasic,3.0,-0.2,Donald Trump,0.302787,PERSON,Dimitris Avramopoulos,0.121649645,PERSON,European Union,0.12160656,PERSON,John Kelly,0.05730091,PERSON,United States,0.056097172,PERSON,Refugee,European migrant crisis,Immigration,Politics,Government,-1057008314,2384,3154,4768,652,890775,41194,4641,138000,138000,30498,Refugee,0.5953,EthnicGroup,Immigration,0.5482,,United States,0.453,Place,Democracy,0.3873,,,,
744,cnnbasic,13.2,0.0,Donald Trump,0.6324676,PERSON,Saturday Night Live,0.15938044,PERSON,Sean Spicer,0.048466876,PERSON,Alec Baldwin,0.027018582,PERSON,content,0.009382325,PERSON,Saturday Night Live,Donald Trump,Kellyanne Conway,Weekend Update,Kate McKinnon,-1073504315,4331,5282,8662,645,1594242,56096,9424,281815,281815,21771,Saturday Night Live,0.6778,Work,Weekend Update,0.5973,,Kate McKinnon,0.5261,Agent,CNN,0.5084,Agent,Donald Trump,0.4713,Agent
745,cnnbasic,4.0,-0.6,guidance,0.31625775,OTHER,students,0.176899,OTHER,Justice Department,0.10923886,OTHER,Barack Obama,0.047499813,OTHER,Circuit Court of Appeals,0.039674763,OTHER,Injunction,Transgender,Lawsuit,Barack Obama,Discrimination,-1077344678,2347,2977,4694,647,1173427,34379,3243,140652,140652,34152,Injunction,0.6499,,Transgender,0.5729,,Human Rights Campaign,0.5663,Agent,Discrimination,0.5373,,LGBT,0.5172,
746,foxbasic,4.5,0.0,Trump,0.31906864,PERSON,hearing,0.10334495,PERSON,courts,0.065531164,PERSON,sheriffs,0.05478062,PERSON,court,0.03335283,PERSON,Donald Trump,Judge,United States,Law,Government,-1080711666,2357,3320,4714,652,1031383,37126,3765,148411,148411,36736,United States Department of Justice,0.4969,Agent,Syria,0.4044,Place,Sudan,0.3896,Place,Yemen,0.3873,Place,Somalia,0.3715,Place
747,cnnbasic,14.3,0.0,Supreme Court,0.3900733,ORGANIZATION,Donald Trump,0.18512693,ORGANIZATION,LGBTQ,0.03237224,ORGANIZATION,administration,0.024776183,ORGANIZATION,students,0.018642042,ORGANIZATION,Same-sex marriage,Supreme Court of the United States,Equal opportunity,LGBT,Lawsuit,-1102191785,5185,7159,10370,647,1800090,93253,9892,297014,297014,37979,Precedent,1.0,,Supreme Court of the United States,0.9504,Place,Lawsuit,0.9379,,Roe v. Wade,0.9308,UnitOfWork,Same-sex marriage,0.929,
748,cnnbasic,0.5,-0.1,Michael Flynn,0.47085053,PERSON,access,0.120015696,PERSON,information,0.10475357,PERSON,review,0.051173847,PERSON,spokesman,0.034821272,PERSON,Michael T. Flynn,Politics of the United States,Espionage,Information sensitivity,Government of the United States,-1105976601,535,966,1070,659,214233,8001,1004,28567,28567,35665,Defense Intelligence Agency,0.5728,Agent,Donald Trump,0.398,Agent,CNN,0.2469,Agent,,,,,,
749,cnnbasic,11.0,0.1,Nimo Hashi,0.1723409,PERSON,husband,0.16587946,PERSON,Abdelsalam Ahmed,0.08936992,PERSON,Utah,0.05484622,PERSON,Donald Trump,0.05136663,PERSON,Refugee,Utah,Somalia,United States,Salt Lake City,-1107382027,3985,5001,7970,649,1641047,58024,6709,267837,267837,26787,Utah,0.5077,Place,Somalia,0.4776,Place,Donald Trump,0.4429,Agent,Refugee,0.4356,EthnicGroup,Salt Lake City,0.4157,Place
750,cnnbasic,8.1,-0.2,Donald Trump,0.19172217,PERSON,Washington,0.07045407,PERSON,Ninth Circuit,0.033391487,PERSON,battle,0.02894688,PERSON,Justice Department,0.024999088,PERSON,President of the United States,Donald Trump,United States Court of Appeals for the Ninth Circuit,United States,United States Constitution,-1119264798,6654,11475,13308,652,2236176,139899,18674,395717,395717,42941,United States Constitution,0.862,,Supreme Court of the United States,0.8594,Place,George W. Bush,0.812,Agent,Fourteenth Amendment to the United States Constitution,0.7639,,Establishment Clause,0.7259,
751,cnnbasic,5.9,-0.2,White House,0.109912954,ORGANIZATION,2016TARGET,0.051277526,ORGANIZATION,terrorism list,0.041487068,ORGANIZATION,United States,0.040289246,ORGANIZATION,Trump,0.0298037,ORGANIZATION,Islamic State of Iraq and the Levant,Brussels ISIL terror cell,Suicide attack,Terrorism,Saudi Arabia,-1138687159,14083,20678,28166,659,2071990,292803,7315,566196,566196,61384,Islamic State of Iraq and the Levant,0.7865,Place,Yemen,0.5494,Place,Saudi Arabia,0.535,Place,Egypt,0.4948,Place,Sudan,0.4873,Place
752,reutersbasic,5.8,0.0,Passengers,0.13180432,PERSON,Gregory Locke,0.114677764,PERSON,incident,0.07020962,PERSON,passenger,0.039227284,PERSON,Adolf Hitler,0.035876527,PERSON,Politics,Antisemitism,Nazi Germany,Swastika,Human rights abuses,-1145234675,2370,4517,4740,654,735042,45322,3687,147237,147237,39843,Neo-Nazism,0.5105,,The Holocaust,0.4591,,Swastika,0.4375,,Nazi Germany,0.4312,Place,Donald Trump,0.3474,Agent
753,cnnbasic,17.0,0.0,Donald Trump,0.8168631,PERSON,president,0.013644079,PERSON,Michael Flynn,0.006569184,PERSON,Recession,0.005822112,PERSON,Steven Mnuchin,0.005509055,PERSON,Donald Trump,President of the United States,Politics,Government,United States,-1157908179,6321,8165,12642,650,2214381,73961,13320,364576,364576,27458,Donald Trump,0.8136,Agent,Hillary Clinton,0.7185,Agent,President of the United States,0.6124,Agent,Great Recession,0.6049,,United States Congress,0.5777,Place
754,cnnbasic,6.3,-0.2,Michael Flynn,0.5919844,PERSON,administration,0.05324705,PERSON,CNN.Flynn,0.044845004,PERSON,Trump,0.03166851,PERSON,Barack Obama,0.02369323,PERSON,President of the United States,Donald Trump,Presidency of Donald Trump,Michael T. Flynn,James R. Clapper,-116039597,3250,4522,6500,656,892056,55991,6639,185900,185900,35388,Mike Pence,0.5692,Agent,Barack Obama,0.4841,Agent,CNN,0.4757,Agent,White House Press Secretary,0.398,,United States,0.3806,Place
755,reutersbasic,3.6,-0.1,Donald Trump,0.5056601,PERSON,statehood,0.049938526,PERSON,Benjamin Netanyahu,0.04646113,PERSON,White House,0.025063187,PERSON,Israeli,0.024887506,PERSON,Benjamin Netanyahu,Israel,Donald Trump,Palestinians,Mahmoud Abbas,-1161775160,4218,6542,8436,651,1624620,82661,10273,242171,242171,42306,Benjamin Netanyahu,1.0,Agent,History of the State of Palestine,1.0,,Mahmoud Abbas,0.8828,Agent,West Bank,0.806,Place,Palestine Liberation Organization,0.788,Agent
756,cnnbasic,7.5,0.0,Mike Pence,0.4095277,PERSON,Indiana,0.20800579,PERSON,look,0.030566756,PERSON,vice president-elect,0.026443502,PERSON,life,0.020733867,PERSON,Mike Pence,Republican Party (United States),United States,Presidency of the United States,Government,-1168496427,2338,4180,4676,657,584608,51001,5166,135395,135395,28720,Mike Pence,1.0,Agent,Republican Party (United States),0.75,Agent,Donald Trump,0.6847,Agent,President-elect of the United States,0.6695,,Vice President of the United States,0.667,
757,cnnbasic,12.3,0.2,Ivanka Trump,0.37723657,PERSON,Donald Trump,0.31241518,PERSON,father,0.03412542,PERSON,daughter,0.026563901,PERSON,Jared Kushner,0.01619156,PERSON,Donald Trump,Ivanka Trump,President of the United States,"Donald Trump presidential campaign, 2016",White House,-1168987844,5049,7659,10098,659,1956826,74311,11518,345667,345667,29651,Donald Trump,0.7138,Agent,Ivanka Trump,0.6612,Agent,George W. Bush,0.5578,Agent,Goldman Sachs,0.5566,Agent,Twitter,0.4981,Work
758,cnnbasic,9.2,-0.2,Vladimir Putin,0.40276945,PERSON,Donald Trump,0.12881234,PERSON,Russian,0.06896455,PERSON,US,0.06341885,PERSON,officials,0.034519777,PERSON,Vladimir Putin,Donald Trump,Russia,NATO,Annexation of Crimea by the Russian Federation,-1169367517,5459,8366,10918,655,2025688,128034,10863,341932,341932,40427,Vladimir Putin,0.939,Agent,Annexation of Crimea by the Russian Federation,0.8667,Event,Donald Trump,0.8396,Agent,Hillary Clinton,0.8059,Agent,Sergey Lavrov,0.7657,Agent
759,foxbasic,0.2,0.0,Donald Trump,0.39144975,PERSON,White House,0.16397269,PERSON,courts,0.06959593,PERSON,ban,0.05655457,PERSON,refugees,0.05490922,PERSON,Politics,United States lawsuits,Politics of the United States,Lawsuits,Government,-1180642001,777,1616,1554,658,351142,17067,1755,47084,47084,28866,United States Department of Justice,0.3451,Agent,,,,,,,,,,,,
760,cnnbasic,6.0,0.0,Boris Alexander Johnson,0.70877403,PERSON,U.S.,0.06357355,PERSON,Americans,0.035485946,PERSON,passport,0.015307732,PERSON,expatriates,0.010147822,PERSON,Boris Johnson,United States,Tax,United Kingdom,Multiple citizenship,-1182300909,2292,3668,4584,651,712753,58819,3447,140753,140753,32100,Boris Johnson,0.6707,Agent,Theresa May,0.608,Agent,Donald Trump,0.544,Agent,Hillary Clinton,0.541,Agent,Barack Obama,0.4883,Agent
761,cnnbasic,28.3,0.0,Canadian,0.5978494,LOCATION,United States,0.07286534,LOCATION,NAFTA,0.053841356,LOCATION,companies,0.03350483,LOCATION,Donald Trump,0.01937664,LOCATION,North American Free Trade Agreement,Canada,United States,Donald Trump,Subsidy,-1190044049,7214,8794,14428,655,2108374,231622,13399,418400,418400,33019,North American Free Trade Agreement,0.9587,Agent,World Trade Organization,0.7486,Agent,Donald Trump,0.6348,Agent,Great Depression,0.627,,Protectionism,0.6051,
