Product_Dimensions,Shipping_Weight,avg_rating,reviews_url,ASIN,product_title,2_star,3_star,list_price,1_star,in_stock,Customer_Reviews,category,description,num_reviews,shipping,5_star,num_questions,sale_price,url,4_star,Item_model_number 
4.3 x 2.8 x 5.6 inches,3.2 ounces (,4.4 out of 5 stars,https://www.amazon.com/iOttie-Universal-Holder-Samsung-Packaging/product-reviews/B01BZC262Q/ref=cm_cr_dp_qt_see_all_top/153-2222317-0452866?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,B01BZC262Q,iOttie Easy One Touch 3 (V2.0) Car Mount Universal Phone Holder for iPhone 7 Plus 6s Plus SE Samsung Galaxy S7 Edge S6 Edge Note 5- Retail Packaging- Black,4%,4%,,6%,In Stock.,4.4 out of 5 stars,Electronics,"Enhanced universal Easy One Touch mounting system locks and releases the device with just a push of a finger. Compact newly improved design with updated spring mechanics. Sticky gel pad sticks securely to most surfaces, yet is still easily removable. Also includes a dashboard pad to attach to different surfaces. Phone holder features improved telescopic arm adds 1 inches to allow for closer device viewing. New compatibility, fits devices up to 3.5 inches in width. ","2,329",FREE Shipping,73%,306 answered questions,$24.95,https://www.amazon.com/iOttie-Universal-Holder-Samsung-Packaging/dp/B01BZC262Q?_encoding=UTF8&psc=1,13%,HLCRIO120
,,,,,,,,,,,,,,,,,,,https://www.amazon.com/Soylent-Ready-Drink-Cacao-Bottles/dp/B01NBIF6WS?_encoding=UTF8&psc=1,,
,This item must be shipped separately from other items in your order.  Additional shipping charges will not apply.,4.4 out of 5 stars,https://www.amazon.com/SnoBrum-Original-Telescoping-vehicles-Scratching/product-reviews/B0007LDXLA/ref=cm_cr_dp_qt_see_all_top/157-9545064-4071513?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,B0007LDXLA,"SnoBrum Original Snow Removal Tool with 27"" to 46"" Compact Telescoping Handle- Remove snow from vehicles, awnings, pool/hot tub covers and more without Scratching",3%,4%,$24.99,5%,In Stock.,4.4 out of 5 stars,Automotive,. . Will not scratch your car's paint or leave scuff marks. The Sno Brum head is made of high grade durable foam and cross linked polyethylene. Also good for clearing snow from hot tub covers. Telescoping handle extends from 27-inches to 46-inches for plenty of reach. Foam head measures 17-inches x 6-Inches. ,"1,285","Fast, FREE Shipping",72%,26 answered questions,$22.74,https://www.amazon.com/SnoBrum-Original-Telescoping-vehicles-Scratching/dp/B0007LDXLA?_encoding=UTF8&psc=1,16%,
,,,,,,,,,,,,,,,,,,,https://www.amazon.com/Tile-Mate-Finder-Phone-4-pack/dp/B01L3VEC94?_encoding=UTF8&psc=1,,
,,4.3 out of 5 stars,https://www.amazon.com/TubShroom-Revolutionary-Protector-Catcher-Strainer/product-reviews/B01BYRMGCC/ref=cm_cr_dp_qt_see_all_top/165-4660356-9417537?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,,"TubShroom The Revolutionary Tub Drain Protector Hair Catcher/Strainer/Snare, Blue",5%,6%,$19.95,8%,,,Home & Kitchen,,"5,359","Fast, FREE Shipping",71%,84 answered questions,$12.99,https://www.amazon.com/TubShroom-Revolutionary-Protector-Catcher-Strainer/dp/B01BYRMGCC?_encoding=UTF8&psc=1,10%,
,,4.3 out of 5 stars,https://www.amazon.com/TubShroom-Revolutionary-Protector-Catcher-Strainer/product-reviews/B01M0H7YC2/ref=cm_cr_dp_qt_see_all_top/161-5513444-1013043?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,,"TubShroom the Revolutionary Tub Drain Protector Hair Catcher/Strainer/Snare, Gray",5%,6%,,8%,,,Home & Kitchen,,"5,359","Fast, FREE Shipping",71%,84 answered questions,$12.95,https://www.amazon.com/TubShroom-Revolutionary-Protector-Catcher-Strainer/dp/B01M0H7YC2?_encoding=UTF8&psc=1,10%,
11 x 8.5 x 2 inches,15.2 ounces (,4.0 out of 5 stars,https://www.amazon.com/Watch-Ya-Mouth-Family-Mouthguard/product-reviews/B01IWALX00/ref=cm_cr_dp_qt_see_all_top/162-6858590-4046216?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,B01IWALX00,"Watch Ya' Mouth Family Edition - The Authentic, Hilarious, Mouthguard Party Game",5%,9%,,14%,In Stock.,,Toys & Games,". . The Authentic, Hilarious, Mouthguard Party Game. Teams of players, hampered by cheek retractors, attempt to read and interpret phrases. 3-10 Players wear cheek retractors (one at a time) and speak out phrases. Includes 143 Family-Safe Phrases, Expansion packs available!. One of the funniest party games of 2016!. ","1,631","Fast, FREE Shipping",60%,75 answered questions,$19.99,https://www.amazon.com/Watch-Ya-Mouth-Family-Mouthguard/dp/B01IWALX00?_encoding=UTF8&psc=1,12%,WYM001
1.3 x 1.3 x 0.2 inches,0.2 ounces (,4.2 out of 5 stars,https://www.amazon.com/Tile-Mate-Finder-Anything-Finder/product-reviews/B01L3VEC08/ref=cm_cr_dp_qt_see_all_top/154-9752355-4223416?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,B01L3VEC08,Tile Mate - Key Finder. Phone Finder. Anything Finder - 1-pack,3%,5%,,8%,In Stock.,4.2 out of 5 stars,Electronics,"The world’s best-selling Bluetooth tracker just got 25% smaller. Tile Mate easily loops onto keychains or attaches to anything you don’t want to lose so you can find it fast.. Ring your things.Use your smartphone to make your Tile Mate ring when it’s nearby but out of sight.. Find your phone. Can't find your phone? Simply double press the button on your Tile Mate to make your phone ring -even on silent!. See where you had it last. The easy-to-use, free Tile app remembers the last time and place it saw your Tile, so if you left it somewhere, you’ll always know where to look.. Ask others to help. Your Tile isn’t where you left it?  You can anonymously enlist help in the Tile community. With over 5 million Tile devices sold, it is the world’s largest lost and found network.. ","2,265","Fast, FREE Shipping",72%,502 answered questions,$24.99,https://www.amazon.com/Tile-Mate-Finder-Anything-Finder/dp/B01L3VEC08?_encoding=UTF8&psc=1,12%,EC-06001
,Item can be shipped within U.S.,4.5 out of 5 stars,https://www.amazon.com/Pilot-Retractable-Erasable-Assorted-31472/product-reviews/B009QYH644/ref=cm_cr_dp_qt_see_all_top/152-2914109-4150548?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,B009QYH644,"Pilot FriXion Clicker Retractable Erasable Gel Pens, Fine Point, Assorted Color Inks, 7-Pack (31472)",2%,4%,,4%,In Stock.,4.5 out of 5 stars,Office Products,". . Combines the convenience of a retractable with the incredible FriXion erasable gel ink. Erase and rewrite repeatedly without damaging documents - Eraser is at the top of the pen, tip is retractable by pressing clip down. Unique Thermo-Sensitive gel ink formula disappears with erasing friction. Assorted color pouch containing 7 colors - Black, blue, red, turquoise, purple, green and pink. Retractable and refillable - FriXion refill model #77320, #77335 and #77336 sold separately. ","2,925","Fast, FREE Shipping",76%,,$9.99,https://www.amazon.com/Pilot-Retractable-Erasable-Assorted-31472/dp/B009QYH644?_encoding=UTF8&psc=1,14%,
,,4.3 out of 5 stars,https://www.amazon.com/TubShroom-Revolutionary-Protector-Catcher-Strainer/product-reviews/B01BYMTYBS/ref=cm_cr_dp_qt_see_all_top/151-5131349-6301341?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,,"TubShroom The Revolutionary Tub Drain Protector Hair Catcher/Strainer/Snare, White",5%,6%,$19.95,8%,,,Home & Kitchen,,"5,359","Fast, FREE Shipping",71%,84 answered questions,$12.99,https://www.amazon.com/TubShroom-Revolutionary-Protector-Catcher-Strainer/dp/B01BYMTYBS?_encoding=UTF8&psc=1,10%,
,,4.2 out of 5 stars,https://www.amazon.com/SmartyPants-Complete-Multivitamin-Vitamin-Supplements/product-reviews/B00CX6DM0O/ref=cm_cr_dp_qt_see_all_top/151-0249608-7838147?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,,"SmartyPants Kids Complete Fiber Multivitamin Omega 3 EPA and DHA Fish Oil Vitamin D3 Methyl B12 Dietary Supplements, 120 Counts",7%,8%,$29.95,6%,,,Health & Household,,825,"Fast, FREE Shipping",67%,62 answered questions,$14.35,https://www.amazon.com/SmartyPants-Complete-Multivitamin-Vitamin-Supplements/dp/B00CX6DM0O?_encoding=UTF8&psc=1,12%,
4 x 8 x 2.8 inches,1.4 pounds (,4.8 out of 5 stars,https://www.amazon.com/Explosm-JHUS0000-Joking-Hazard/product-reviews/B01IA9R2TY/ref=cm_cr_dp_qt_see_all_top/156-9578046-3323035?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,B01IA9R2TY,Joking Hazard,1%,4%,,2%,In Stock.,,Toys & Games,". . Joking Hazard is an EXTREMELY not-for-kids party game from the minds of Cyanide & Happiness, the hit webcomic.. Three or more players compete to build funny and terrible comics about friendship, violence, sex, and everything in between.. 360 panel cards (including 10 add-your-own-words cards) combine to form millions of awful situations, and sometimes nice ones.. High quality cards can be burned for heat after society collapses.. ",536,"Fast, FREE Shipping",86%,14 answered questions,$24.99,https://www.amazon.com/Explosm-JHUS0000-Joking-Hazard/dp/B01IA9R2TY?_encoding=UTF8&psc=1,7%,JHUS0000
,,4.3 out of 5 stars,https://www.amazon.com/TubShroom-Revolutionary-Drain-Protector-Orange/product-reviews/B01C0EFTCM,,"TubShroom The Revolutionary Tub Drain Protector, Orange",5%,6%,$19.95,8%,,,Home & Kitchen,,"5,359","Fast, FREE Shipping",71%,84 answered questions,$12.99,https://www.amazon.com/TubShroom-Revolutionary-Drain-Protector-Orange/dp/B01C0EFTCM,10%,
,,4.2 out of 5 stars,https://www.amazon.com/SmartyPants-Adult-Complete-Gummy-Vitamins/product-reviews/B005LR7WOY/ref=cm_cr_dp_qt_see_all_top/157-1102391-1421265?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,,"SmartyPants Adult Complete Gummy Vitamins: Multivitamin & Omega 3 DHA/EPA Fish Oil, Methyl B12, Vitamin D3, 180 count (30 Day Supply)",6%,10%,$18.95,6%,,,Health & Household,,799,"Fast, FREE Shipping",65%,28 answered questions,$18.95,https://www.amazon.com/SmartyPants-Adult-Complete-Gummy-Vitamins/dp/B005LR7WOY?_encoding=UTF8&psc=1,13%,
,,5.0 out of 5 stars,https://www.amazon.com/Peaceful-Fruits-Super-fruit-Strips-snacks/product-reviews/B0197EMHAA/ref=cm_cr_dp_qt_see_all_top/162-4337347-4971066?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,,Peaceful Fruits 100% Fruit Wild Acai Super-fruit Strips with Apple (pack of 12 snacks),,,,,,,Grocery & Gourmet Food,,14,,100%,,,https://www.amazon.com/Peaceful-Fruits-Super-fruit-Strips-snacks/dp/B0197EMHAA?_encoding=UTF8&psc=1,,
,,4.4 out of 5 stars,https://www.amazon.com/Yeti-Coolers-Rambler-Tumbler-Silver/product-reviews/B00JP9AJC6/ref=cm_cr_dp_qt_see_all_top/163-8544681-4790757?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,,YETI Rambler Stainless Steel Vacuum Insulated Tumbler with Lid,3%,5%,,10%,In Stock.,,Sports & Outdoors,". . Double-wall vacuum insulation keeps beverages cold or piping hot longer. Kitchen-grade 18/8 stainless steel body is puncture- and rust-resistant. BPA-free, have a No Sweat Design to make sure your hands stay dry, and are dishwasher-safe. Clear dishwasher safe, shatter-resistant lid lets you check your drink status in a flash. Dimensions: 6 7/8 in high; lip diameter of 3 1/2 in. Fits standard sized cup holders. ","2,322","Fast, FREE Shipping",74%,324 answered questions,$25.95,https://www.amazon.com/Yeti-Coolers-Rambler-Tumbler-Silver/dp/B00JP9AJC6?_encoding=UTF8&psc=1,8%,
,,4.0 out of 5 stars,https://www.amazon.com/Leeo-Smart-Remote-Monitor-Android/product-reviews/B00XMX4GUC/ref=cm_cr_dp_qt_see_all_top/163-8508343-6264421?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,,Leeo Smart Alert Smoke/CO Remote Alarm Monitor for iOS and Android,3%,3%,,7%,,,Tools & Home Improvement,,321,FREE Shipping,80%,71 answered questions,$49.99,https://www.amazon.com/Leeo-Smart-Remote-Monitor-Android/dp/B00XMX4GUC?_encoding=UTF8&psc=1,7%,
,,4.4 out of 5 stars,https://www.amazon.com/SmartyPants-Womens-Complete-Gummy-Vitamins/product-reviews/B01B1JPXBE/ref=cm_cr_dp_qt_see_all_top/167-1572081-4095060?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,,"SmartyPants Women's Complete Gummy Vitamins: Multivitamin, CoQ10, Folate (Methylfolate), Vitamin K2, Vitamin D3, Biotin, Methyl B12, & Omega 3 DHA/EPA Fish Oil, 180 count (30 Day Supply)",4%,8%,$24.95,3%,,,Health & Household,,272,"Fast, FREE Shipping",65%,11 answered questions,$24.95,https://www.amazon.com/SmartyPants-Womens-Complete-Gummy-Vitamins/dp/B01B1JPXBE?_encoding=UTF8&psc=1,20%,
,,4.2 out of 5 stars,https://www.amazon.com/ThinOPTICS-Anywhere-Everywhere-Universal-Strength/product-reviews/B00OJ9BDI6/ref=cm_cr_dp_qt_see_all_top/163-9982492-9875535?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,,"ThinOPTICS Stick Anywhere, Go Everywhere Reading Glasses plus Universal Pod Case,Black Frame, Black Case,1.50 Strength",6%,10%,,7%,,,Health & Household,,"3,529","Fast, FREE Shipping",62%,141 answered questions,$19.95,https://www.amazon.com/ThinOPTICS-Anywhere-Everywhere-Universal-Strength/dp/B00OJ9BDI6?_encoding=UTF8&psc=1,15%,
,Item can be shipped within U.S.,4.0 out of 5 stars,https://www.amazon.com/Laundry-Alternative-Wonderwash-Non-electric-Portable/product-reviews/B002C8HR9A/ref=cm_cr_dp_qt_see_all_top/151-0977908-1179065?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,B002C8HR9A,The Laundry Alternative Wonderwash Non-electric Portable Compact Mini Washing Machine,6%,11%,$45.00,8%,In Stock.,4.0 out of 5 stars,Appliances,". . Non-electric, Hand-crank unit washes a 5-lb. load super clean in just a couple of minutes.. New patent-pending E-Z lid lever much easier to use than older lid screw design.. Perfect for apartments, singles, boats, RV's and even small frequent loads like hand washables and diapers.. Is ideal for delicates such as woolens, silks, knitted dresses and cashmere garments.. Uses far less water than even hand washing and no electricity. 3-year warranty. Handle insert won't fall out in 1-2 years like other models.. ",826,"Fast, FREE Shipping",52%,92 answered questions,$41.99,https://www.amazon.com/Laundry-Alternative-Wonderwash-Non-electric-Portable/dp/B002C8HR9A?_encoding=UTF8&psc=1,23%,
,,3.9 out of 5 stars,https://www.amazon.com/SinkShroom-Revolutionary-Protector-Catcher-Strainer/product-reviews/B01N96430F/ref=cm_cr_dp_qt_see_all_top/163-7488804-7498825?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,,"SinkShroom The Revolutionary Sink Drain Protector Hair Catcher/Strainer/Snare, Gray",7%,10%,$19.95,7%,,,Tools & Home Improvement,,228,FREE Shipping,52%,5 answered questions,$12.99,https://www.amazon.com/SinkShroom-Revolutionary-Protector-Catcher-Strainer/dp/B01N96430F?_encoding=UTF8&psc=1,24%,
,"Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.",4.7 out of 5 stars,https://www.amazon.com/Hopkins-80037-Subzero-Pivoting-Snowbroom/product-reviews/B000KKLJSC/ref=cm_cr_dp_qt_see_all_top/166-6364162-6473763?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,B000KKLJSC,"Hopkins 80037 Subzero 60"" Quick Lock Pivoting Snowbroom",1%,4%,,1%,In Stock.,4.7 out of 5 stars,"Patio, Lawn & Garden",". . Quick lock extension pole. Extra wide scraper blade. Pivoting soft bristle snowbroom and squeegee. Super reach 60-inch pole is great for trucks, SUVs, and RVs. Hand grip and pole style may vary slightly. ",242,"Fast, FREE Shipping",84%,15 answered questions,$24.25,https://www.amazon.com/Hopkins-80037-Subzero-Pivoting-Snowbroom/dp/B000KKLJSC?_encoding=UTF8&psc=1,10%,
,,4.1 out of 5 stars,https://www.amazon.com/Premium-DA29-00020B-Compatible-Refrigerator-EcoBlueLife/product-reviews/B01CQCTKM8/ref=cm_cr_dp_qt_see_all_top/165-7502647-4782334?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,,Premium Samsung DA29-00020B HAF-CIN/EXP Compatible Refrigerator Water Filter by EcoBlueLife,3%,2%,,15%,,,Appliances,,188,"Fast, FREE Shipping",68%,,$17.95,https://www.amazon.com/Premium-DA29-00020B-Compatible-Refrigerator-EcoBlueLife/dp/B01CQCTKM8?_encoding=UTF8&psc=1,12%,
1.3 x 1.3 x 0.2 inches,4 ounces (,4.2 out of 5 stars,https://www.amazon.com/Tile-Combo-Wallet-Finder-4-pack/product-reviews/B01MF9VQOP/ref=cm_cr_dp_qt_see_all_top/158-7305699-2025948?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,B01MF9VQOP,"Tile Mate & Slim Combo Pack, Key/Wallet/Item Finder, 4-pack",5%,13%,$89.99,10%,In Stock.,4.2 out of 5 stars,Electronics,"The Tile Combo pack includes 2 Tile Slim and 2 Tile Mate Bluetooth trackers - perfect for keeping track of your essential items like your keys, bag, wallet, and laptop.. Tile Mate is designed with a convenient hole to loop onto keychains or drop in a bag, Tile Slim is as thin as two credit cards and slides into your wallet or sticks to thin objects like laptops.. The easy-to-use, free Tile app remembers the last time and place it saw your Tile, so if you left it somewhere, you’ll always know where to look.. Use your smartphone to make your Tile ring when it’s nearby but out of sight. Can't find your phone? Simply double press the button on your Tile to make your phone ring -even on silent!. If your Tile isn’t where you left it, the Tile community can anonymously help you and update the location of your item if another phone running the Tile app comes within range of your missing item.. ",135,"Fast, FREE Shipping",53%,85 answered questions,$69.99,https://www.amazon.com/Tile-Combo-Wallet-Finder-4-pack/dp/B01MF9VQOP?_encoding=UTF8&psc=1,19%,EC-07004
